PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
28-01100,8,1,N,0,2,1,12,1,2,5308.107376061771,9920,9,2,99300.0,9,137,N,2,2,2,2,209,244,26677
17-03531,26,1,6,0,2,0,4,1,1,11192.239491604225,8180,12,6,65600.0,1,155,N,1,2,2,2,167,54,6473
51-01301,0,1,N,1,1,1,2,1,1,11185.246533220668,9920,9,9,99300.0,9,500,N,N,N,2,2,75,66,25786
36-04010,63,2,4,0,2,0,4,1,2,51018.868469413865,N,N,5,1500.0,3,501,N,2,2,2,2,155,156,18314
08-00803,12,1,N,1,1,2,8,1,2,3577.43878954056,N,N,3,N,N,26,N,2,2,2,2,95,78,25104
17-03529,60,2,1,0,2,0,3,1,1,11101.60611941724,8180,11,7,285030.0,4,500,N,2,2,2,2,77,78,5925
36-04010,16,1,6,0,1,0,3,1,1,16.3,8580,13,4,-6400.0,0,484,N,2,2,2,2,34,26,18860
36-03710,15,2,6,2,9,3,4,1,2,52864.7,N,N,4,10000.0,0,184,N,2,2,2,2,80,55,17747
24-01004,23,1,6,0,2,0,N,1,1,4264.908187707539,8690,14,7,11100.0,2,84,N,2,2,2,2,112,95,10201
19-01700,56,2,1,0,1,0,2,1,1,3876.8663885852925,8290,13,8,8000.0,6,50,N,2,2,2,2,48,47,8272
06-08507,31,2,6,0,1,0,2,1,1,3514.460747382093,7990,12,11,136000.0,9,501,N,2,2,2,2,115,60,1639
17-03531,64,1,6,0,2,0,N,1,2,11186.486820247374,9920,18,7,100.0,0,1,N,2,2,2,2,138,113,6133
40-00200,4,2,N,0,3,0,4,1,1,120.9962899649959,N,N,2,N,N,140,N,N,N,2,2,53,36,24926
24-01004,22,2,6,0,1,0,N,1,2,4261.705835542173,7460,10,9,25300.0,3,192,N,2,2,2,2,123,121,9955
36-04010,33,2,1,0,1,0,2,1,2,50958.599442465485,9470,15,8,100200.0,8,501,N,2,2,2,2,96,75,18031
24-01004,65,2,1,0,1,0,12,1,1,4644.776928640912,690,8,7,289600.0,4,500,N,2,2,2,2,67,69,10517
36-04010,19,1,6,0,2,1,5,1,1,50574.253987632124,N,N,7,100.0,0,501,N,2,2,2,2,77,103,16835
38-00100,9,2,N,0,3,1,3,1,1,16.3,9920,9,2,98920.0,9,7,N,2,2,2,2,28,37,24485
36-03710,39,2,1,0,2,2,5,1,1,50199.09664241221,8192,11,12,290.0,4,193,N,2,2,2,2,57,59,16117
51-01301,39,2,1,0,2,2,3,1,2,11212.71057285539,5680,5,4,-900.0,0,172,N,2,2,2,2,107,157,21641
06-08507,34,2,1,0,1,3,5,1,1,3331.334749663991,5275,6,9,100010.0,8,501,N,2,2,2,2,97,99,1585
19-01700,89,2,2,0,1,N,9,2,0,4121.146741403907,9920,9,7,-7600.0,0,98,N,1,2,2,2,63,0,8157
28-01100,13,1,N,0,2,3,3,1,2,5411.572780169052,9920,9,2,99800.0,9,123,N,2,2,2,2,88,97,26777
36-04010,27,2,1,0,2,0,2,1,2,50592.93570648392,9180,15,10,135100.0,9,501,N,2,2,2,2,151,154,16570
19-01700,15,1,6,1,1,2,4,1,1,3658.730477321215,N,N,4,100000.0,0,199,N,2,2,2,2,51,111,8346
51-51255,59,1,1,0,1,2,4,1,1,11271.249666073569,9570,16,10,132530.0,9,501,N,2,2,2,2,69,69,21562
38-00100,21,2,6,0,1,1,4,1,1,44.502301349086295,5070,5,6,8840.0,0,191,N,2,2,2,2,84,82,19301
51-51255,12,2,N,0,1,2,4,1,1,11230.220718005134,N,N,3,N,N,501,N,2,2,2,2,61,63,25692
19-01700,5,2,N,0,1,2,3,1,2,3902.6178512980446,9920,9,12,98600.0,9,50,N,2,2,2,2,22,21,25559
40-00200,38,1,1,0,3,1,3,1,1,210.14883211986825,5280,6,6,64600.0,2,25,N,2,2,2,2,75,68,21582
06-08507,46,1,1,0,6,2,4,1,2,3600.8065051990525,3690,4,9,34100.0,9,51,N,2,2,2,2,75,74,1474
01-01301,28,1,6,0,2,0,N,1,2,2895.8630938873503,5490,6,7,36900.0,6,277,N,2,2,2,2,372,379,912
30-00600,3,1,N,0,1,2,3,1,2,7872.942079427424,9920,9,1,9900.0,9,81,N,N,N,2,2,49,98,22512
40-00200,51,1,1,0,1,0,12,1,1,11012.438087910208,7280,1,8,46900.0,8,50,N,2,2,2,2,145,150,20926
30-00600,6,1,N,0,3,0,4,1,1,97.34359694721186,N,N,2,N,N,162,N,2,2,2,2,130,116,27252
32-00405,35,1,6,4,1,N,N,3,0,8155.081898287861,8780,14,7,12500.0,2,95,N,2,2,2,2,111,1,15744
08-00803,74,1,1,0,1,0,2,1,1,3485.8686654546223,N,N,8,49600.0,6,397,N,2,2,2,2,37,36,3656
06-07502,58,2,1,0,1,0,2,1,1,33694.48517807212,7470,10,5,99100.0,8,501,N,2,2,2,2,185,185,1165
29-01901,26,2,1,0,1,2,3,1,1,16.3,6992,8,6,257200.0,4,500,N,2,2,2,2,243,243,14729
01-01301,27,1,6,0,6,0,9,1,2,33500.78063327386,6780,8,8,53700.0,6,409,N,2,2,2,2,249,170,2309
17-03529,3,2,N,1,1,3,4,1,2,15384.373904946768,N,N,N,N,N,91,N,N,N,2,2,391,212,25987
13-04600,45,2,3,0,2,2,3,1,2,14956.954322842028,8570,13,6,81030.0,1,313,N,2,1,2,2,26,25,4768
40-00200,75,2,1,0,1,0,2,1,1,239.0221903020339,N,N,5,170300.0,4,386,N,2,2,2,2,195,317,21310
38-00100,48,2,1,0,1,0,6,1,1,73.24951502550215,9920,9,2,-8400.0,0,158,N,2,2,2,2,74,60,20101
08-00803,25,1,6,0,1,0,9,1,2,3639.8131175960134,8690,14,7,49410.0,1,367,N,2,2,2,2,76,65,4679
38-00100,62,1,1,0,1,0,3,1,1,138.61361899254848,770,3,7,7500.0,8,501,N,2,2,2,2,32,35,18974
17-03529,66,2,6,0,1,0,9,1,1,11156.482394699538,9090,14,8,38800.0,4,319,N,2,2,2,2,36,36,6360
29-01901,54,2,6,0,2,1,2,1,1,3109.0001249104234,7880,11,7,25100.0,5,137,N,2,2,2,2,142,137,13312
36-03710,55,2,6,4,8,0,N,1,2,52864.7,1270,4,5,241000.0,4,181,N,2,2,2,2,103,103,17958
01-01301,2,1,N,0,2,3,6,1,2,3124.2046094490024,N,N,N,N,N,218,N,N,N,2,2,190,203,24604
06-08507,18,1,6,0,1,2,4,1,2,3563.1281508457228,N,N,4,10020.0,0,367,N,2,2,2,2,59,49,2274
01-01301,76,1,3,0,2,0,N,1,2,2943.951220615555,N,N,3,124500.0,3,N,N,2,2,2,2,105,103,870
19-01700,41,2,1,0,1,2,3,1,1,4076.2069877734853,4980,5,8,183000.0,8,500,N,2,2,2,2,60,66,8895
38-00100,76,1,4,0,3,0,9,1,2,32.87146457787625,9920,9,4,14730.0,3,12,N,2,1,1,2,34,35,19302
17-03529,58,2,3,0,2,2,3,1,1,11159.698127048043,6170,6,6,8000.0,7,349,N,2,2,2,2,39,40,6244
29-01901,24,2,4,0,1,2,2,1,2,16.3,3790,3,4,374000.0,5,185,N,2,2,2,2,198,205,12523
06-07502,23,1,6,0,2,0,N,1,2,33667.293464207214,6170,7,7,200250.0,1,150,N,2,2,2,2,100,54,1851
51-51255,49,1,1,0,2,2,4,1,2,11385.43986958494,6490,7,5,50000.0,6,196,N,2,2,2,2,182,178,22905
36-04010,62,2,1,0,1,0,2,1,1,16.3,9920,9,4,9420.0,1,322,N,2,2,2,2,20,17,17635
38-00100,3,1,N,0,1,2,4,1,1,87.97427675043811,N,N,1,N,N,295,N,N,N,2,2,40,56,24570
08-00803,12,1,N,0,1,3,5,1,2,3433.973596814209,N,N,3,N,N,501,N,1,2,2,2,67,75,24698
40-00200,51,2,1,0,1,0,4,1,1,102.50912713573467,9480,16,7,301000.0,6,39,N,2,2,2,2,149,150,20104
30-00600,17,2,6,0,1,2,4,1,1,126.73428651888995,N,N,4,100400.0,1,116,N,2,2,2,2,94,115,14595
29-01901,10,2,N,0,9,5,6,1,1,16.3,9920,9,2,9970.0,9,262,N,2,2,2,2,16,16,27128
40-00200,1,1,N,0,1,3,4,1,1,11159.435148226627,9920,9,9,99800.0,9,466,N,N,N,2,2,121,108,25932
28-01100,66,2,1,0,2,0,3,1,1,2728.2941197738487,N,N,3,536120.0,2,408,N,2,2,2,2,25,42,11889
06-08507,94,2,1,0,6,0,2,1,1,3617.053527884258,N,N,12,920.0,2,232,N,2,2,2,2,46,51,3049
29-01901,34,2,1,0,1,3,4,1,1,16.3,9170,15,6,61420.0,7,432,N,2,2,2,2,18,16,13186
36-04010,77,2,6,0,2,0,N,1,1,51501.96300311778,N,N,9,57030.0,6,463,N,2,2,2,2,139,133,17518
29-01901,7,1,N,0,9,5,6,1,1,16.3,9920,9,2,99100.0,9,256,N,2,2,2,2,28,14,26998
51-01301,60,2,1,0,1,0,12,1,1,10999.618545454125,7270,1,8,192100.0,8,5,N,2,2,2,2,42,45,20403
13-04600,50,2,4,0,2,0,N,1,2,3858.5167985828407,2490,4,5,31900.0,5,242,N,2,2,2,2,129,126,4926
51-51255,8,1,N,0,2,3,4,1,1,11266.175855531652,N,N,3,N,N,386,N,2,2,2,2,182,244,25889
24-01004,64,2,1,0,1,0,2,1,1,4390.343552721012,7870,11,11,16080.0,9,501,N,2,2,2,2,64,63,9284
13-04600,6,1,N,0,2,2,3,1,2,15079.423013372047,9920,9,2,9970.0,9,67,N,2,2,2,2,60,50,25190
36-03710,24,1,6,0,2,N,N,2,0,52864.7,N,N,7,100180.0,0,N,N,2,2,2,2,63,1,16726
36-03710,41,1,6,4,8,0,3,1,2,52864.7,7680,10,7,2890.0,4,215,N,2,2,2,2,440,313,16909
32-00405,7,2,N,4,8,1,12,1,1,52652.58475303978,9920,9,2,99310.0,9,500,N,2,2,2,2,251,255,23368
40-00200,12,2,6,0,1,2,3,1,1,11028.120727584488,9920,9,3,-100.0,0,50,N,2,2,2,2,94,77,20703
51-01301,63,2,6,0,1,0,N,1,1,11203.995488089517,9680,16,10,139060.0,9,501,N,2,2,2,2,81,79,21116
40-00200,52,2,1,0,1,3,5,1,1,281.0569400668177,8191,12,4,53300.0,2,218,N,2,2,2,2,51,51,21937
32-00405,61,1,2,1,8,0,4,1,1,8016.748974621042,8660,14,1,38700.0,6,15,N,2,2,2,2,30,32,15303
01-01301,64,1,6,0,2,N,N,3,0,3009.8912342762187,N,N,5,117000.0,3,9,N,1,2,2,2,30,1,524
36-03710,38,2,1,4,8,1,5,1,2,50057.85185056557,8580,13,2,451500.0,5,357,N,2,2,2,2,267,349,16424
40-00200,55,1,1,0,1,0,12,1,1,11095.147447332782,5670,18,8,49400.0,8,500,N,2,2,2,2,67,68,20972
06-08507,15,1,6,0,1,N,9,3,0,3026.550213469119,8380,13,6,50600.0,0,90,N,2,2,2,2,56,0,1939
32-00405,2,1,N,2,9,1,2,1,2,52155.457031862294,9920,9,12,98730.0,9,500,N,N,N,2,2,102,73,22692
01-01301,69,2,3,0,2,0,9,1,2,2680.9840622342836,8380,12,4,121100.0,2,10,N,1,2,2,2,121,121,50
19-01700,33,2,1,0,1,2,3,1,1,4080.998562682024,7690,2,6,72400.0,6,500,N,2,2,2,2,89,88,8488
29-01901,12,2,6,0,1,2,3,1,1,16.3,8470,13,3,77300.0,0,291,N,2,2,2,2,27,12,12428
51-01301,65,1,1,0,1,0,3,1,1,11200.806169786432,7072,9,9,25700.0,9,501,N,2,2,2,2,118,94,21088
17-03531,43,2,6,4,1,1,12,1,2,3454.744851349292,8180,11,4,212400.0,3,121,N,2,2,2,2,113,115,7429
13-04600,26,1,6,0,6,N,N,3,0,4124.683123623871,N,N,7,10100.0,0,N,N,2,2,2,2,48,2,5529
06-07502,54,2,1,0,6,0,3,1,2,33661.58017118843,6870,9,7,52040.0,6,501,N,2,2,2,2,84,110,879
32-00405,81,1,6,0,1,0,N,1,1,8099.394744151407,N,N,5,300.0,5,248,N,2,2,1,2,160,158,15858
01-01301,70,1,1,0,1,0,12,1,1,33399.72603297556,6890,8,8,177050.0,8,500,N,2,2,2,2,91,96,1764
30-00600,65,2,1,0,1,0,3,1,1,66.91326539938846,N,N,8,156010.0,3,199,N,2,2,2,2,31,32,14633
17-03531,2,1,N,0,2,0,4,1,2,11199.520377025452,N,N,N,N,N,81,N,N,N,2,2,734,484,25200
17-03531,21,1,6,0,1,0,9,1,2,3432.4644796552498,8580,13,6,218500.0,3,166,N,2,2,2,2,71,72,6844
30-00600,46,2,6,0,2,2,2,1,2,7863.827281537537,8270,12,1,29300.0,4,140,N,1,2,2,2,97,97,15042
01-01301,53,2,4,0,2,0,N,1,2,2808.7189585190004,N,N,3,95100.0,2,72,N,2,1,2,2,49,48,293
51-01301,40,2,1,0,1,0,12,1,1,11217.23646326402,9470,15,10,10000.0,7,500,N,2,2,2,2,102,77,22357
38-00100,7,1,N,0,3,2,4,1,1,193.27671419163087,N,N,1,N,N,154,N,2,2,2,2,71,106,25248
51-51255,71,2,4,0,1,0,N,1,1,11287.287293930014,N,N,9,91140.0,8,501,N,2,2,2,2,58,58,21963
08-00803,1,2,N,0,2,0,2,1,1,3488.810599845726,9920,9,12,990.0,9,500,N,N,N,2,2,39,24,24674
28-01100,33,2,6,0,2,0,6,1,1,2677.833613913031,7970,12,9,270000.0,6,165,N,2,2,2,2,188,121,11928
24-01004,29,2,6,0,2,0,N,1,2,4243.260717676452,9490,16,10,589000.0,6,446,N,2,2,2,2,77,76,9033
01-01301,17,2,6,0,2,1,3,1,1,2794.6998058367826,N,N,4,746000.0,2,201,N,2,2,2,2,148,156,592
08-00803,18,2,6,0,2,0,12,1,2,3631.023196262155,9920,9,6,-8400.0,0,0,N,2,2,2,2,216,94,4858
32-00405,70,1,1,0,2,0,12,1,2,52494.95952748957,8180,11,6,45010.0,5,361,5,2,2,2,2,32,32,15766
51-01301,68,1,1,2,1,0,2,1,1,11190.858029275605,9480,16,8,88100.0,8,501,N,2,2,2,2,52,52,22246
38-00100,28,1,6,0,3,0,9,1,1,16.3,8562,13,4,38100.0,6,292,N,2,2,2,2,71,71,19111
19-01700,23,1,6,0,1,0,N,1,2,3613.8304576911382,6380,7,6,77500.0,1,60,N,2,2,2,2,57,56,7495
13-04600,73,2,3,0,2,0,2,1,1,15065.459995733116,9920,9,5,17000.0,2,500,N,2,2,2,2,79,79,6277
17-03529,21,2,6,0,1,N,N,3,0,15169.945389350965,N,N,9,100010.0,0,N,N,2,2,2,2,6,0,5539
29-01901,55,1,1,0,1,0,12,1,1,16.3,7780,10,8,103000.0,8,500,N,2,2,2,2,68,70,12527
17-03529,9,2,N,0,1,1,2,1,1,10996.563796224344,9920,9,2,98100.0,9,344,N,2,2,2,2,142,148,24476
17-03531,77,2,3,0,2,0,N,1,2,11241.64883495543,N,N,5,132800.0,2,110,N,2,1,2,2,86,86,6949
17-03529,61,1,6,0,2,0,12,1,1,11156.13526708324,9920,9,8,-8400.0,0,112,N,2,2,2,2,201,143,7077
01-01301,64,1,6,0,2,0,9,1,2,2624.072219631665,9920,9,4,9560.0,1,75,N,2,1,2,2,124,124,299
19-01700,47,2,2,0,1,3,3,1,1,4032.9867548448933,6992,8,1,57800.0,5,218,N,2,2,2,2,79,78,8357
19-01700,1,2,N,0,1,2,3,1,1,3870.3150373042495,9920,9,1,98400.0,9,50,N,N,N,2,2,24,26,25715
19-01700,33,2,1,0,1,2,3,1,1,4137.584002151809,7890,11,1,21020.0,8,500,N,2,2,2,2,25,24,8875
06-07502,54,2,2,0,6,1,2,1,1,34201.800694815895,7580,10,11,765300.0,7,416,N,2,2,2,2,51,53,2066
28-01100,55,2,1,0,2,0,6,1,1,2902.833698503409,5070,6,5,389800.0,7,371,N,2,2,2,2,131,119,12572
32-00405,14,1,N,1,8,5,6,1,2,8080.51254822717,N,N,3,N,N,69,N,2,2,2,2,91,72,23657
01-01301,73,1,1,4,8,0,3,1,2,33408.98637632589,9920,9,3,32200.0,4,424,N,2,2,2,2,88,102,1507
30-00600,54,2,6,0,1,0,N,1,2,190.7796493253851,6670,7,5,34100.0,5,261,N,2,2,2,2,48,49,15345
38-00100,0,2,N,0,9,0,4,1,1,31.780097817150313,9920,9,9,99000.0,9,206,N,N,N,2,2,38,32,24538
13-04600,33,2,1,0,1,1,2,1,1,14907.591843452525,7780,10,8,461000.0,5,409,N,2,2,2,2,43,53,5701
19-01700,19,1,6,4,1,2,7,1,1,3956.96184815828,7570,1,7,270050.0,3,314,N,2,2,2,2,186,138,8056
29-01901,28,2,1,0,1,2,3,1,1,16.3,9190,15,8,183050.0,3,406,N,2,2,2,2,15,12,13630
24-01004,32,2,6,0,1,0,N,1,2,4514.7795656169,7480,10,10,77400.0,7,51,N,2,2,2,2,95,116,11156
08-00803,71,2,6,0,1,0,N,1,1,3444.757139228236,N,N,9,31600.0,4,26,N,2,2,2,2,40,40,4134
19-01700,53,2,1,0,1,0,12,1,1,4176.8034173719425,5090,5,6,119600.0,1,500,N,2,2,2,2,15,12,9923
19-01700,61,2,1,0,1,0,3,1,1,3714.4652072621307,4770,6,9,271000.0,4,501,N,2,2,2,2,101,99,8126
32-00405,61,1,1,4,8,0,5,1,1,8163.887754580978,8780,14,4,525000.0,1,200,N,2,2,2,2,85,82,16769
17-03529,31,2,6,0,2,0,12,1,1,11115.039488612998,6280,6,6,28830.0,4,280,N,2,2,2,2,65,45,6323
32-00405,29,1,1,1,8,0,2,1,1,8050.600979124837,3170,4,1,42900.0,6,39,N,2,2,2,2,52,48,15760
01-01301,75,1,3,0,2,0,9,1,1,2621.9416359546494,9920,9,4,35400.0,0,291,N,2,2,2,1,49,49,271
36-04010,36,1,2,0,1,1,12,1,1,16.3,1480,0,8,18150.0,2,105,N,2,2,2,2,25,21,17356
17-03529,32,2,4,0,1,0,N,1,2,15135.990649539168,7870,11,10,397400.0,5,3,N,2,2,2,2,349,346,5796
19-01700,64,1,1,0,1,0,12,1,1,4176.781505214193,6590,7,8,256000.0,3,500,N,2,2,2,2,58,58,10204
26-02702,22,1,6,0,2,0,9,1,2,2447.6512676126467,6480,7,6,26200.0,5,197,N,2,2,2,2,121,120,11140
51-51255,42,2,1,0,1,1,3,1,2,11229.299436000065,7290,10,9,11210.0,8,501,N,2,2,2,2,76,76,22139
38-00100,1,1,N,0,1,1,3,1,1,114.52384904046693,N,N,N,N,N,448,N,N,N,2,2,63,47,24528
51-51255,62,1,1,0,2,0,3,1,1,11396.203965483854,6380,7,5,69850.0,7,68,N,2,2,2,2,224,162,24242
19-01700,21,1,6,0,1,0,N,1,2,3628.130627657341,8690,14,8,1307600.0,2,99,N,2,2,2,2,91,94,8252
51-51255,16,2,6,0,2,1,2,1,2,11252.023864318558,8660,14,4,1000.0,0,12,N,2,2,2,2,74,64,22371
36-04010,14,2,6,0,2,N,9,3,0,16.3,6190,6,7,18200.0,2,92,N,2,2,2,2,46,0,16643
01-01301,12,1,N,0,2,2,3,1,1,2622.393189887429,9920,9,2,99100.0,9,268,N,2,2,2,2,79,112,23029
08-00803,49,2,1,0,2,0,12,1,1,3327.1741794548934,9920,9,1,555000.0,1,50,N,2,2,2,2,54,56,3767
30-00600,9,1,N,0,1,2,5,1,1,16.5273185212629,N,N,3,N,N,334,N,2,2,2,2,197,221,26907
08-00803,66,1,1,0,7,0,2,1,1,3472.8968388135777,5670,6,7,572100.0,6,471,N,2,2,1,2,93,93,3875
36-03710,82,2,6,2,9,0,N,1,2,52864.7,N,N,1,92100.0,2,75,N,2,1,1,1,77,77,17695
01-01301,63,2,6,0,2,1,3,1,1,2925.286281242114,8192,12,7,100150.0,0,134,N,2,1,2,2,76,89,730
38-00100,12,2,N,0,3,3,4,1,1,77.57960269677157,9920,9,2,9970.0,9,500,N,2,2,2,2,57,46,24791
17-03529,35,1,1,0,2,2,3,1,1,11164.140274483645,9290,15,6,1000.0,7,500,N,2,2,2,2,600,599,6400
51-51255,75,2,1,0,1,0,2,1,1,11312.716773028038,N,N,4,261000.0,4,249,N,2,2,2,2,64,63,23195
51-01301,24,2,6,0,1,0,9,1,2,11046.741958643459,7990,11,8,52100.0,5,408,N,2,2,2,2,29,29,20659
26-02702,59,2,4,0,1,0,N,1,1,5107.634988181644,680,8,7,83100.0,2,75,N,2,2,2,2,175,174,11412
32-00405,29,1,6,0,2,N,9,2,0,52324.447709800326,9920,9,3,-2000.0,0,95,N,2,2,2,2,64,0,15233
24-01004,61,1,1,0,1,0,2,1,2,4320.311950479999,5080,6,9,521000.0,6,501,N,2,2,2,2,47,48,10284
51-01301,49,1,1,0,1,0,2,1,1,11231.744198875218,6991,9,12,64200.0,9,501,N,2,2,2,2,54,52,22541
24-01004,59,1,1,0,1,0,4,1,1,4323.567193355066,770,3,9,230700.0,9,501,N,2,2,2,2,62,62,9204
36-04010,36,2,1,0,3,5,7,1,2,44.91989442905683,8380,12,7,35390.0,4,179,N,2,2,2,2,73,44,17739
32-00405,45,1,2,1,1,N,9,2,0,52565.857961317764,7690,2,3,-5100.0,0,97,N,2,2,2,2,64,0,15664
36-04010,61,1,1,0,1,0,12,1,1,16.3,7680,2,4,47600.0,5,500,N,2,2,2,2,15,9,18957
06-07502,44,2,1,0,1,2,3,1,1,3092.1727064662036,9920,9,11,-1900.0,0,500,N,2,2,2,2,68,60,1099
51-01301,34,2,1,1,8,0,12,1,2,11177.65301880415,6970,8,8,8850.0,7,500,N,2,2,2,2,42,57,21486
17-03529,57,2,6,0,2,1,4,1,2,15170.345741528014,8170,12,7,1100.0,2,54,N,2,2,2,2,191,192,6386
32-00405,40,2,6,0,2,3,4,1,2,52575.15510287903,8090,11,4,338300.0,4,124,N,2,2,2,2,86,86,16938
19-01700,73,2,1,0,1,0,2,1,1,3698.738902993938,7490,10,10,239200.0,4,264,N,2,2,2,2,126,104,7907
01-01301,70,2,3,0,2,0,N,1,1,2760.388292729529,8191,12,9,70500.0,8,501,N,2,2,2,2,86,86,493
40-00200,24,1,6,0,3,0,2,1,2,208.78638528723457,570,6,5,730.0,2,27,N,2,2,2,2,244,323,21100
01-01301,32,2,4,0,1,0,9,1,2,33492.6324090391,6870,8,1,127500.0,8,500,N,2,2,2,2,77,77,1721
32-00405,75,2,4,0,1,0,N,1,2,7994.6572656975495,N,N,5,85000.0,2,70,N,2,2,2,2,127,127,15849
29-01901,53,1,6,0,1,0,9,1,2,16.3,8660,13,3,49300.0,6,377,N,2,2,2,2,33,62,13751
01-01301,52,1,6,0,6,0,9,1,2,33372.49713043084,3180,3,1,-2200.0,0,0,N,2,2,2,2,134,133,1445
51-01301,68,2,1,0,1,0,12,1,2,11212.946502763125,9920,9,8,124000.0,8,500,N,2,2,2,2,92,101,21880
51-01301,16,1,6,0,1,1,2,1,1,11188.577701522097,8660,14,4,358600.0,1,501,N,2,2,2,2,68,77,21486
26-02702,30,2,1,0,1,0,2,1,2,5101.0683264261015,7280,10,9,41690.0,6,501,N,2,2,2,2,136,160,11716
28-01100,81,1,6,0,2,0,9,1,2,5302.972783921904,9920,9,3,17590.0,2,142,N,2,1,2,2,72,74,12225
06-07502,26,2,6,0,1,0,N,1,2,33757.89562827975,7780,10,9,81300.0,8,501,N,2,2,2,2,148,115,2144
28-01100,62,2,6,0,2,0,N,1,2,2814.676749958626,N,N,6,85100.0,2,72,N,2,2,2,2,106,105,12235
26-02702,33,2,6,0,2,0,9,1,2,2673.6594102040995,7080,8,4,-9000.0,0,0,N,2,2,2,2,471,471,12284
38-00100,21,1,6,0,1,0,3,1,1,182.8707833191507,8980,15,5,52670.0,1,51,N,2,2,2,2,44,37,20249
19-01700,9,2,N,0,2,5,7,1,2,3976.7563468343187,N,N,3,N,N,111,N,2,2,2,2,281,380,26162
51-01301,37,1,1,0,1,2,3,1,1,11084.862150485487,7280,1,8,471000.0,8,50,N,2,2,2,2,62,56,21830
19-01700,38,1,6,4,1,0,9,1,2,3928.9774269322306,9180,15,7,6040.0,5,477,N,2,2,2,2,86,86,8384
51-01301,32,1,1,0,2,0,2,1,2,11222.410791467437,4980,6,7,26010.0,4,478,N,2,2,2,2,120,118,21468
30-00600,7,1,N,0,1,3,3,1,2,7865.472628349974,9920,9,2,990.0,9,2,N,1,2,2,2,69,61,22574
06-07502,74,1,2,0,1,0,9,1,2,3256.556513762078,9920,9,1,106100.0,7,500,N,1,2,2,2,283,283,1891
17-03531,61,1,6,0,1,1,2,1,1,3552.619952893141,9920,9,3,198600.0,2,149,N,2,1,2,2,153,160,7612
36-04010,30,1,6,0,1,0,9,1,2,68.59741062584484,3570,3,6,67700.0,7,500,N,2,2,2,2,897,897,18102
17-03531,15,1,N,0,2,0,6,1,1,11243.040035053433,N,N,3,N,N,287,N,2,2,2,2,132,101,25596
51-01301,58,1,6,0,2,N,9,2,0,11146.660172563477,9920,9,4,-2100.0,0,95,N,2,1,1,2,69,0,20059
17-03529,22,2,6,0,6,0,N,1,2,15169.651898886612,N,N,7,100010.0,0,100,N,2,2,2,2,384,310,6574
24-01004,63,2,1,0,1,0,2,1,1,4536.828776851439,7470,10,11,388900.0,4,51,N,2,2,2,2,18,22,10627
24-01004,25,1,6,4,1,0,4,1,1,4515.317195458069,5370,6,7,181700.0,1,51,N,2,2,2,2,135,105,11206
28-01100,56,1,4,0,1,0,9,1,2,5064.557323275961,9920,9,4,96800.0,1,67,3,1,2,2,2,222,229,12117
28-01100,29,2,6,0,2,0,5,1,1,2819.469631299919,N,N,4,87180.0,2,173,N,2,2,2,2,47,35,12098
19-01700,86,2,6,0,1,0,9,1,1,3989.8047086496445,9920,9,6,461000.0,4,39,N,2,1,2,1,314,319,8853
32-00405,58,2,1,3,1,0,2,1,2,7992.7920870117505,8170,12,6,200000.0,4,249,N,2,2,2,2,53,57,15741
30-00600,12,2,N,0,1,7,9,1,2,61.01358437758552,N,N,3,N,N,120,N,2,2,2,2,31,58,27156
38-00100,66,2,4,0,1,0,2,1,1,94.08012908137479,7860,11,10,52400.0,7,300,N,2,2,2,2,350,350,18178
19-01700,49,2,1,0,1,0,12,1,1,4005.818328497022,8990,14,10,18130.0,8,500,N,2,2,2,2,58,51,9774
36-04010,16,1,6,0,1,1,3,1,2,16.3,570,6,3,64600.0,7,50,N,2,2,2,2,100,469,18020
30-00600,42,1,1,1,8,0,2,1,1,7974.210136668591,8680,13,3,298300.0,4,275,N,2,2,2,2,164,164,15835
40-00200,13,1,N,1,8,3,5,1,1,157.52671701014233,N,N,3,N,N,153,N,2,2,2,2,204,215,25089
01-01301,5,1,N,0,2,2,2,1,2,2384.8711104506947,9920,9,2,9840.0,9,0,N,1,1,2,2,149,116,22249
17-03531,54,2,6,0,2,0,N,1,1,11189.930963348645,7860,11,7,100.0,0,1,N,2,2,2,2,88,88,5809
28-01100,72,1,3,0,2,0,12,1,2,5357.423908392083,8564,13,4,314000.0,4,204,N,2,2,2,2,260,260,12438
24-01004,26,1,1,0,1,0,12,1,2,4672.309027362639,7380,1,8,127500.0,8,500,N,2,2,2,2,144,145,10643
28-01100,57,2,1,0,2,0,12,1,1,5089.998443220957,7670,1,3,55200.0,0,288,N,2,2,2,2,82,61,11701
06-08507,36,2,1,0,6,2,4,1,1,3331.2695179482225,7071,9,10,251500.0,9,501,N,2,2,2,2,78,85,1259
26-02702,29,2,6,0,2,0,N,1,2,5011.560906962373,6280,7,5,260050.0,4,198,N,2,2,2,2,150,150,11687
06-08507,17,2,6,0,6,1,3,1,1,3477.746405750935,N,N,4,100120.0,0,501,N,2,2,2,2,65,59,3205
51-01301,28,1,6,0,6,0,N,1,2,11194.540964116748,N,N,9,10000.0,0,10,N,2,2,2,2,28,32,21610
