,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,index_col
5734,1,1,1,1,N,5,24,3,N,2,5734
5735,2,4,1,1,5,10,56,3,N,2,5735
5736,2,5,4,2,6,10,24,3,N,2,5736
5737,1,1,1,1,N,4,14,1,N,2,5737
5738,2,N,1,1,5,6,15,1,N,2,5738
5739,1,4,1,1,2,11,17,3,N,2,5739
5740,1,6,1,1,8,5,56,3,N,2,5740
5741,1,5,1,1,6,9,53,2,N,2,5741
5742,1,1,1,1,6,1,23,3,N,2,5742
5743,2,4,1,1,9,9,66,3,5,2,5743
5744,1,N,1,1,7,4,27,3,N,2,5744
5745,2,2,2,1,3,7,44,2,N,2,5745
5746,1,6,1,1,5,7,44,3,N,2,5746
5747,1,4,1,1,2,7,6,3,N,2,5747
5748,1,5,1,1,N,1,34,2,5,2,5748
5749,1,3,1,1,6,12,22,3,N,2,5749
5750,2,5,1,1,7,1,37,3,N,2,5750
5751,1,1,1,1,3,7,62,3,N,2,5751
5752,1,1,4,1,4,4,43,3,5,2,5752
5753,1,5,1,1,7,8,40,3,N,2,5753
5754,2,4,1,1,5,10,41,1,N,2,5754
5755,1,3,1,1,5,6,9,3,N,2,5755
5756,2,4,1,1,9,5,73,3,N,2,5756
5757,1,N,1,1,N,3,32,1,N,2,5757
5758,1,5,1,1,7,3,27,2,N,2,5758
5759,1,1,1,1,N,1,58,3,N,2,5759
5760,1,2,2,1,3,9,44,2,N,2,5760
5761,2,4,1,1,7,3,17,3,N,2,5761
5762,2,4,1,1,5,5,53,3,N,2,5762
5763,1,4,1,1,8,1,13,1,N,2,5763
5764,2,6,2,1,9,5,8,3,N,2,5764
5765,1,5,1,1,8,8,70,3,5,2,5765
5766,1,2,1,1,7,7,22,3,N,2,5766
5767,1,3,1,2,8,5,74,3,N,2,5767
5768,1,4,1,1,2,3,54,3,N,2,5768
5769,1,3,1,1,4,12,42,3,5,2,5769
5770,2,N,1,1,6,1,37,2,N,2,5770
5771,1,3,1,1,N,1,9,3,N,2,5771
5772,1,3,1,1,7,7,45,3,N,2,5772
5773,2,2,1,1,2,9,70,3,N,2,5773
5774,2,6,1,1,2,5,83,1,N,2,5774
5775,1,2,1,1,9,1,41,1,N,2,5775
5776,2,4,1,1,9,6,50,3,N,2,5776
5777,2,2,1,1,2,5,29,3,N,2,5777
5778,1,3,2,1,4,4,11,3,N,2,5778
5779,1,4,1,1,4,8,36,3,N,2,5779
5780,2,4,1,1,9,6,53,3,N,2,5780
5781,1,5,5,1,9,4,64,1,N,2,5781
5782,1,3,1,1,8,6,30,1,N,2,5782
5783,2,6,1,1,9,5,72,3,N,2,5783
5784,1,N,1,1,7,5,79,3,N,2,5784
5785,1,N,1,1,N,6,17,3,N,2,5785
5786,1,5,1,1,N,11,27,3,N,2,5786
5787,2,1,1,1,N,N,44,1,N,2,5787
5788,1,N,1,1,7,2,32,3,N,2,5788
5789,1,4,1,1,N,9,50,1,N,2,5789
5790,2,6,1,1,3,5,82,3,N,2,5790
5791,2,N,1,1,5,2,23,1,N,2,5791
5792,1,N,3,1,N,2,34,1,5,2,5792
5793,2,2,2,1,3,4,16,3,N,2,5793
5794,2,2,1,1,9,8,48,3,N,2,5794
5795,1,3,1,1,7,7,36,3,N,2,5795
5796,2,6,2,2,7,6,3,3,N,2,5796
5797,1,N,1,1,N,12,11,1,5,2,5797
5798,2,2,1,1,4,1,68,3,N,2,5798
5799,2,5,2,1,2,10,34,3,N,2,5799
5800,1,N,1,1,8,2,13,3,N,2,5800
5801,2,4,1,1,3,4,71,3,N,2,5801
5802,2,4,1,1,2,10,55,3,N,2,5802
5803,2,6,1,1,9,6,13,3,N,2,5803
5804,2,4,1,1,4,6,32,3,N,2,5804
5805,2,3,2,1,3,5,91,1,N,2,5805
5806,2,3,1,1,9,7,84,3,N,2,5806
5807,1,6,1,1,0,6,37,1,N,2,5807
5808,1,6,1,1,1,5,81,3,N,2,5808
5809,1,3,1,1,N,12,18,1,N,2,5809
5810,1,2,1,2,7,7,78,2,N,2,5810
5811,1,3,2,1,8,4,18,3,N,2,5811
5812,1,3,1,1,0,5,81,3,5,2,5812
5813,2,1,1,1,5,9,40,1,N,2,5813
5814,2,6,1,1,3,7,53,3,N,2,5814
5815,2,5,1,1,N,4,28,3,N,2,5815
5816,2,3,1,1,6,10,84,2,N,2,5816
5817,1,2,1,1,8,8,23,1,N,2,5817
5818,1,5,1,1,N,6,61,3,N,2,5818
5819,2,6,1,1,6,7,29,3,N,2,5819
5820,1,4,1,1,2,11,48,3,N,2,5820
5821,1,1,1,2,6,6,40,3,N,2,5821
5822,1,3,1,1,0,10,31,1,N,2,5822
5823,1,2,6,1,6,9,42,3,N,2,5823
5824,2,2,1,1,7,7,65,3,N,2,5824
5825,2,N,1,1,8,8,91,3,N,2,5825
5826,2,1,1,1,N,8,30,3,N,2,5826
5827,1,3,1,2,7,6,55,3,N,2,5827
5828,2,2,1,1,8,5,68,3,N,2,5828
5829,1,2,1,1,3,9,7,2,N,2,5829
5830,1,5,1,1,N,1,27,3,N,2,5830
5831,2,N,1,1,8,7,41,3,N,2,5831
5832,2,N,1,1,6,4,41,3,N,2,5832
5833,2,4,1,1,7,1,18,3,5,2,5833
5834,2,1,1,1,3,7,46,3,N,2,5834
5835,1,1,1,1,N,5,75,3,5,2,5835
5836,2,3,1,1,N,5,52,3,N,2,5836
5837,2,6,1,1,3,4,29,3,N,2,5837
5838,1,4,1,1,0,9,63,1,N,2,5838
5839,2,4,1,1,7,9,23,3,N,2,5839
5840,1,1,1,1,N,7,18,1,N,2,5840
5841,1,5,1,1,7,4,41,1,5,2,5841
5842,1,3,1,1,8,4,24,3,5,2,5842
5843,2,2,1,1,3,9,53,1,N,2,5843
5844,2,3,1,1,N,3,7,1,N,2,5844
5845,2,3,1,1,1,6,46,3,N,2,5845
5846,1,N,1,1,N,12,14,3,N,2,5846
5847,2,4,1,1,1,8,88,3,N,2,5847
5848,1,N,1,1,6,11,27,1,N,2,5848
5849,1,N,1,1,6,1,7,3,N,2,5849
5850,2,3,1,1,0,1,32,3,N,2,5850
5851,1,1,1,1,8,10,19,3,5,2,5851
5852,2,2,1,1,1,5,29,3,N,2,5852
5853,1,1,1,1,7,5,85,3,5,2,5853
5854,2,1,1,1,5,8,53,3,N,2,5854
5855,1,3,1,1,5,7,16,3,N,2,5855
5856,1,2,1,1,9,8,42,3,N,2,5856
5857,1,5,1,1,N,2,33,3,N,2,5857
5858,2,6,1,1,1,5,72,3,N,2,5858
5859,2,5,2,1,8,N,3,3,5,2,5859
5860,2,4,1,1,8,8,20,2,5,2,5860
5861,2,5,1,1,8,1,62,1,N,2,5861
5862,1,4,1,1,1,9,36,3,N,2,5862
5863,1,N,1,1,N,12,4,3,5,2,5863
5864,2,1,1,1,6,11,25,1,N,2,5864
5865,1,3,1,1,8,10,53,3,N,2,5865
5866,1,1,1,1,2,7,49,3,N,2,5866
5867,1,2,1,1,2,5,53,3,N,2,5867
5868,2,4,1,1,2,5,79,3,5,2,5868
5869,2,2,1,1,7,4,29,3,N,2,5869
5870,2,1,1,1,6,6,37,3,N,2,5870
5871,2,N,1,1,8,6,33,3,N,2,5871
5872,2,1,1,1,7,9,34,3,N,2,5872
5873,2,5,1,1,4,8,17,1,N,2,5873
5874,1,6,1,1,1,5,86,2,N,2,5874
5875,1,4,1,1,2,5,85,1,N,2,5875
5876,1,2,1,1,9,6,27,3,5,2,5876
5877,2,N,1,1,5,11,15,1,N,2,5877
5878,2,4,1,1,4,9,60,1,N,2,5878
5879,1,4,1,1,8,4,29,3,N,2,5879
5880,1,1,1,1,1,5,85,3,N,2,5880
5881,1,N,1,1,N,11,8,2,N,2,5881
5882,1,6,1,1,3,9,12,3,N,2,5882
5883,1,1,1,1,7,7,81,3,5,2,5883
5884,1,6,1,1,7,1,15,3,N,2,5884
5885,1,N,1,1,5,10,76,1,N,2,5885
5886,1,1,1,1,0,4,33,3,N,2,5886
5887,2,5,1,1,N,4,35,3,5,2,5887
5888,1,N,1,1,2,9,33,3,N,2,5888
5889,2,6,1,1,0,7,54,3,N,2,5889
5890,1,5,1,1,2,11,58,3,N,2,5890
5891,1,6,1,2,1,5,77,3,N,2,5891
5892,2,N,1,1,6,4,37,3,N,2,5892
5893,1,6,1,1,9,6,28,3,N,2,5893
5894,1,6,1,1,0,5,76,3,5,2,5894
5895,1,5,1,1,2,1,38,3,N,2,5895
5896,1,6,1,1,7,7,33,3,5,2,5896
5897,1,5,1,1,N,12,34,2,N,2,5897
5898,2,6,1,1,4,9,60,3,N,2,5898
5899,1,2,1,1,0,5,39,3,N,2,5899
5900,2,4,1,1,9,9,93,2,N,2,5900
5901,2,5,1,1,5,1,26,1,N,2,5901
5902,2,N,1,1,N,4,30,2,N,2,5902
5903,2,6,1,1,4,8,32,2,N,2,5903
5904,1,4,2,1,0,11,55,3,N,2,5904
5905,1,3,1,1,6,8,25,3,N,2,5905
5906,1,6,1,1,9,8,28,3,5,2,5906
5907,1,4,2,1,7,9,14,3,N,2,5907
5908,2,N,1,1,2,5,51,3,N,2,5908
5909,1,4,1,1,4,N,20,3,N,2,5909
5910,1,5,2,1,8,8,65,3,N,2,5910
5911,2,6,1,1,1,9,57,3,N,2,5911
5912,1,3,1,1,7,4,38,2,N,2,5912
5913,1,6,2,2,2,7,58,1,N,2,5913
5914,1,5,1,1,8,1,24,3,N,2,5914
5915,1,5,1,1,2,6,65,3,N,2,5915
5916,1,2,3,1,9,12,9,3,N,2,5916
5917,2,6,1,1,1,5,63,3,5,2,5917
5918,1,2,1,1,9,5,65,2,N,2,5918
5919,2,N,1,1,N,1,28,2,N,2,5919
5920,2,1,1,1,N,6,40,3,N,2,5920
5921,1,4,1,1,8,9,35,3,5,2,5921
5922,2,6,1,1,5,10,41,3,N,2,5922
5923,1,N,1,1,4,3,0,3,N,2,5923
5924,1,1,1,1,0,4,90,3,N,2,5924
5925,1,N,1,1,6,5,77,1,N,2,5925
5926,2,4,1,1,8,4,54,3,N,2,5926
5927,1,4,1,1,3,4,61,3,N,2,5927
5928,2,2,1,1,4,7,51,3,5,2,5928
5929,1,5,1,1,2,9,85,1,N,2,5929
5930,2,2,1,1,7,7,43,1,N,2,5930
5931,2,1,1,1,N,N,7,1,N,2,5931
5932,2,2,1,1,7,5,18,3,N,2,5932
5933,1,2,1,1,7,9,57,3,5,2,5933
5934,1,1,1,1,N,8,36,3,5,2,5934
5935,1,4,1,1,6,9,67,3,N,2,5935
5936,1,5,1,1,8,8,28,3,N,2,5936
5937,2,6,1,1,1,5,68,3,N,2,5937
5938,1,1,1,1,5,4,2,3,N,2,5938
5939,2,N,1,1,8,1,71,2,N,2,5939
5940,2,6,1,1,2,8,22,3,N,2,5940
5941,1,6,1,2,9,7,18,3,N,2,5941
5942,2,N,1,1,N,3,42,1,N,2,5942
5943,2,2,1,1,7,8,25,3,N,2,5943
5944,1,3,1,1,7,7,58,3,N,2,5944
5945,2,1,1,1,2,4,37,3,N,2,5945
5946,2,4,1,1,8,8,20,3,N,2,5946
5947,2,5,1,1,6,8,2,3,N,2,5947
5948,1,2,1,1,7,8,89,3,N,2,5948
5949,1,N,1,1,N,1,45,3,N,2,5949
5950,1,2,1,1,8,5,91,1,5,2,5950
5951,2,2,1,1,0,9,17,3,N,2,5951
5952,1,6,1,1,7,5,59,1,N,2,5952
5953,2,5,1,1,N,12,13,2,N,2,5953
5954,1,5,1,1,2,1,27,1,N,2,5954
5955,2,6,2,1,0,7,52,3,N,2,5955
5956,2,6,1,1,1,5,91,3,N,2,5956
5957,1,N,1,1,4,9,76,2,N,2,5957
5958,2,N,1,1,6,4,8,1,N,2,5958
5959,1,N,1,1,7,1,80,3,5,2,5959
5960,1,3,1,1,9,6,46,1,N,2,5960
5961,1,4,1,1,0,8,38,3,N,2,5961
5962,2,4,1,1,0,5,33,3,N,2,5962
5963,2,3,3,1,3,9,60,3,N,2,5963
5964,2,6,1,1,1,5,29,3,N,2,5964
5965,2,6,1,1,9,6,88,3,5,2,5965
5966,2,2,2,1,1,7,61,3,N,2,5966
5967,2,N,1,1,N,9,56,1,N,2,5967
5968,2,3,1,1,6,9,49,3,N,2,5968
5969,1,N,1,1,N,8,17,3,N,2,5969
5970,1,3,1,1,7,8,29,1,N,2,5970
5971,2,3,1,1,2,10,40,3,N,2,5971
5972,1,N,1,1,N,11,16,3,N,2,5972
5973,1,1,2,1,N,N,3,2,N,2,5973
5974,1,5,1,1,7,8,58,3,N,2,5974
5975,1,6,1,1,4,6,31,3,N,2,5975
5976,2,2,1,1,8,7,88,1,N,2,5976
5977,2,2,1,1,8,7,33,3,N,2,5977
5978,2,6,1,1,4,9,37,3,N,2,5978
5979,2,6,1,1,4,8,46,1,5,2,5979
5980,2,2,1,1,7,11,31,3,N,2,5980
5981,1,6,1,1,0,7,27,3,N,2,5981
5982,2,4,1,1,3,7,25,3,N,2,5982
5983,1,5,1,1,0,9,62,1,N,2,5983
5984,1,2,1,1,7,3,16,3,N,2,5984
5985,2,N,1,1,6,12,13,1,N,2,5985
5986,2,6,1,1,9,8,41,2,N,2,5986
5987,2,5,1,1,6,3,13,3,N,2,5987
5988,2,N,1,1,8,10,24,1,N,2,5988
5989,1,6,1,1,0,10,60,3,N,2,5989
5990,1,5,1,1,5,9,39,3,N,2,5990
5991,2,3,1,1,3,3,36,3,N,2,5991
5992,2,5,1,2,4,8,17,2,N,2,5992
5993,1,2,1,1,7,8,60,3,N,2,5993
5994,2,4,1,1,7,11,36,3,N,2,5994
5995,2,3,2,1,3,10,11,3,N,2,5995
5996,1,2,1,1,2,1,28,3,N,2,5996
5997,2,6,3,1,4,6,45,3,N,2,5997
5998,2,5,1,1,4,8,75,3,5,2,5998
5999,2,6,1,2,1,5,69,2,N,2,5999
6000,2,4,1,1,4,11,47,3,N,2,6000
6001,1,4,1,1,7,9,21,3,N,2,6001
6002,1,4,1,1,N,7,28,3,N,2,6002
6003,2,6,1,2,0,6,21,3,N,2,6003
6004,1,N,1,1,6,9,27,3,N,2,6004
6005,1,1,1,1,5,7,78,3,N,2,6005
6006,2,4,1,1,5,12,38,3,N,2,6006
6007,2,4,1,1,2,8,78,3,5,2,6007
6008,2,3,1,1,2,7,79,2,N,2,6008
6009,2,1,1,1,4,5,76,3,N,2,6009
6010,2,1,1,1,7,11,21,3,5,2,6010
6011,1,1,1,1,5,3,13,1,N,2,6011
6012,1,4,4,1,4,N,25,3,N,2,6012
6013,1,6,1,1,6,7,66,3,N,2,6013
6014,2,1,1,1,7,7,56,1,N,2,6014
6015,1,4,1,1,6,8,61,1,N,2,6015
6016,1,4,1,1,7,4,74,3,N,2,6016
6017,2,5,1,1,6,12,31,2,5,2,6017
6018,2,4,1,1,6,5,24,3,N,2,6018
6019,1,6,1,1,3,7,32,3,N,2,6019
6020,2,5,1,1,N,12,15,3,N,2,6020
6021,1,1,1,1,N,9,19,3,N,2,6021
6022,1,3,2,1,0,10,14,3,N,2,6022
6023,2,N,1,1,6,1,87,1,N,2,6023
6024,1,1,1,1,2,1,13,3,N,2,6024
6025,1,1,1,1,6,4,39,1,N,2,6025
6026,2,6,2,1,1,9,23,3,N,2,6026
6027,1,2,1,1,4,9,61,1,N,2,6027
6028,1,5,1,1,8,8,29,1,5,2,6028
6029,1,6,1,1,8,2,17,3,N,2,6029
6030,1,3,1,1,5,8,53,3,N,2,6030
6031,1,N,1,1,6,9,66,1,5,2,6031
6032,1,4,1,1,3,8,54,3,N,2,6032
6033,1,1,1,1,6,N,24,3,N,2,6033
6034,2,3,1,1,1,5,73,1,N,2,6034
6035,1,6,1,1,3,5,92,3,5,2,6035
6036,2,6,1,1,2,7,42,3,N,2,6036
6037,1,4,1,1,4,5,80,3,N,2,6037
6038,1,5,1,1,6,6,17,3,N,2,6038
6039,1,N,1,1,N,N,15,2,5,2,6039
6040,2,3,1,1,5,1,36,3,N,2,6040
6041,2,3,2,1,4,11,8,1,N,2,6041
6042,1,5,1,1,6,1,34,3,N,2,6042
6043,2,2,1,1,9,4,19,3,N,2,6043
6044,1,2,1,1,N,3,25,3,N,2,6044
6045,2,3,1,1,6,2,34,3,N,2,6045
6046,1,2,1,1,2,9,78,3,N,2,6046
6047,2,N,1,1,N,6,8,1,5,2,6047
6048,2,2,1,1,1,5,70,3,N,2,6048
6049,1,4,1,1,5,1,50,2,N,2,6049
6050,1,3,1,1,5,6,15,3,N,2,6050
6051,1,5,1,1,N,6,29,2,N,2,6051
6052,1,3,1,1,2,5,69,2,N,2,6052
6053,1,5,1,1,5,7,38,1,N,2,6053
6054,1,5,1,1,6,12,9,3,N,2,6054
6055,2,3,1,1,4,4,11,1,N,2,6055
6056,1,N,1,1,N,11,5,1,N,2,6056
6057,2,3,1,1,4,7,39,3,N,2,6057
6058,2,1,1,1,5,6,56,3,N,2,6058
6059,2,4,1,1,3,7,62,3,N,2,6059
6060,1,1,1,1,N,12,9,3,N,2,6060
6061,2,2,1,1,9,5,52,3,N,2,6061
6062,2,N,1,1,7,3,82,2,N,2,6062
6063,1,5,1,1,9,8,38,3,N,2,6063
6064,1,1,1,1,7,7,24,3,5,2,6064
6065,1,5,1,1,9,12,7,3,N,2,6065
6066,2,1,1,1,0,8,68,1,N,2,6066
6067,2,5,1,1,4,11,77,3,N,2,6067
6068,1,3,1,1,N,5,45,1,N,2,6068
6069,2,2,1,1,6,12,4,3,N,2,6069
6070,1,2,3,1,2,7,64,3,N,2,6070
6071,1,5,2,1,8,11,8,3,N,2,6071
6072,2,1,1,1,8,10,43,3,N,2,6072
6073,1,3,5,1,0,9,45,3,N,2,6073
6074,2,1,1,1,5,9,41,2,N,2,6074
6075,1,5,1,1,N,N,23,1,N,2,6075
6076,2,6,1,2,0,5,87,1,N,2,6076
6077,2,1,1,1,1,9,51,3,N,2,6077
6078,2,3,1,1,0,9,68,3,N,2,6078
6079,1,3,1,1,N,6,33,3,N,2,6079
6080,1,5,1,1,0,8,89,2,N,2,6080
6081,1,2,1,1,2,7,18,3,N,2,6081
6082,1,2,1,1,4,9,43,3,N,2,6082
6083,2,6,1,1,1,5,86,3,N,2,6083
6084,2,4,1,1,8,1,61,3,N,2,6084
6085,1,5,3,1,N,11,36,1,5,2,6085
6086,1,3,2,1,6,11,47,3,N,2,6086
6087,2,1,1,1,7,5,66,1,N,2,6087
6088,2,4,1,1,3,8,56,3,5,2,6088
6089,2,5,1,1,N,N,6,1,N,2,6089
6090,1,4,2,1,9,3,55,3,N,2,6090
6091,1,1,1,1,8,11,16,3,N,2,6091
6092,2,4,1,1,0,10,28,3,N,2,6092
6093,2,2,1,1,3,5,87,1,N,2,6093
6094,1,4,1,1,6,8,64,3,N,2,6094
6095,1,5,1,1,9,6,15,3,5,2,6095
6096,2,1,2,1,4,1,15,3,N,2,6096
6097,2,4,1,1,3,5,73,3,N,2,6097
6098,2,3,1,1,1,2,68,3,5,2,6098
6099,2,5,1,1,4,6,22,1,N,2,6099
6100,1,5,2,1,2,12,43,1,N,2,6100
6101,1,1,1,1,4,6,62,2,N,2,6101
6102,2,5,1,1,8,12,12,3,N,2,6102
6103,1,4,1,1,N,1,8,3,N,2,6103
6104,1,1,5,1,4,11,37,2,N,2,6104
6105,2,1,1,1,N,12,4,3,N,2,6105
6106,1,6,1,1,3,9,51,3,N,2,6106
6107,1,4,1,1,5,9,48,3,N,2,6107
6108,2,3,1,1,2,7,53,2,N,2,6108
6109,2,5,2,1,6,10,2,3,N,2,6109
6110,1,5,1,1,5,4,51,3,N,2,6110
6111,1,6,2,1,1,5,70,3,N,2,6111
6112,2,2,1,1,1,9,37,3,N,2,6112
6113,1,1,1,1,4,4,10,3,N,2,6113
6114,2,N,1,1,6,9,72,1,N,2,6114
6115,2,3,1,1,7,5,72,3,N,2,6115
6116,1,5,1,1,N,9,43,1,N,2,6116
6117,2,5,1,1,7,7,63,3,N,2,6117
6118,2,2,1,1,9,6,44,3,N,2,6118
6119,1,4,1,1,1,6,20,3,N,2,6119
6120,1,6,2,1,1,7,59,3,5,2,6120
6121,2,5,1,1,N,2,0,1,5,2,6121
6122,2,6,1,1,1,5,48,3,N,2,6122
6123,1,4,1,1,0,11,42,2,N,2,6123
6124,1,1,3,1,6,6,32,3,5,2,6124
6125,1,1,1,1,0,5,84,1,5,2,6125
6126,2,5,1,1,9,4,44,1,N,2,6126
6127,2,2,1,1,5,9,10,3,N,2,6127
6128,2,4,1,1,8,7,44,3,N,2,6128
6129,2,5,1,1,8,6,19,2,N,2,6129
6130,2,2,2,1,9,5,51,2,N,2,6130
6131,2,2,1,1,1,5,70,3,N,2,6131
6132,2,4,1,1,0,6,71,3,N,2,6132
6133,2,5,1,1,5,4,50,2,5,2,6133
6134,2,3,1,1,1,9,48,3,N,2,6134
6135,2,N,5,1,N,8,58,3,5,2,6135
6136,2,6,1,1,7,1,29,3,N,2,6136
6137,2,6,1,1,3,9,53,3,N,2,6137
6138,1,3,1,1,7,11,49,2,N,2,6138
6139,1,4,1,1,6,1,4,3,N,2,6139
6140,2,6,1,1,6,9,43,3,N,2,6140
6141,1,6,1,1,4,5,80,3,N,2,6141
6142,1,5,2,1,9,12,21,3,N,2,6142
6143,2,N,1,1,8,11,31,2,N,2,6143
6144,1,2,1,1,1,4,42,3,N,2,6144
6145,1,3,1,1,0,6,41,3,5,2,6145
6146,2,5,1,1,3,7,45,3,N,2,6146
6147,2,6,1,1,3,5,82,3,N,2,6147
6148,2,1,2,1,8,2,15,3,N,2,6148
6149,1,6,1,1,0,5,83,3,N,2,6149
6150,1,2,1,1,3,5,88,2,N,2,6150
6151,2,4,1,1,8,3,21,3,N,2,6151
6152,1,5,1,1,8,7,67,1,N,2,6152
6153,1,5,1,1,4,7,70,3,N,2,6153
6154,2,4,2,1,3,7,53,1,N,2,6154
6155,1,N,1,1,N,N,7,3,N,2,6155
6156,2,1,1,1,2,11,16,3,N,2,6156
6157,1,N,1,1,N,11,9,1,N,2,6157
6158,1,6,1,1,8,8,12,3,N,2,6158
6159,1,N,1,1,6,10,61,3,N,2,6159
6160,2,6,1,1,7,8,0,3,N,2,6160
6161,2,3,1,1,9,6,38,1,5,2,6161
6162,1,6,1,1,1,5,85,3,N,2,6162
6163,1,3,1,1,3,5,76,3,N,2,6163
6164,1,6,1,1,1,5,61,3,N,2,6164
6165,1,N,1,1,5,3,77,1,N,2,6165
6166,2,6,3,1,7,9,11,3,N,2,6166
6167,2,6,2,1,0,7,57,3,N,2,6167
6168,2,3,1,1,9,6,55,2,N,2,6168
6169,2,5,1,1,3,7,87,1,N,2,6169
6170,2,5,1,1,6,4,12,3,N,2,6170
6171,1,2,1,1,2,8,37,3,5,2,6171
6172,1,4,1,1,4,4,6,2,N,2,6172
6173,1,4,1,1,5,9,50,3,5,2,6173
6174,2,2,1,1,4,3,87,3,N,2,6174
6175,1,5,1,1,5,6,25,2,N,2,6175
6176,2,N,1,1,8,6,42,3,N,2,6176
6177,2,5,1,1,N,10,54,3,N,2,6177
6178,1,2,1,1,2,10,9,2,N,2,6178
6179,1,1,1,1,N,1,20,3,N,2,6179
6180,2,2,1,1,9,4,58,3,N,2,6180
6181,2,1,1,1,9,11,38,3,5,2,6181
6182,2,4,1,1,4,7,85,3,N,2,6182
6183,2,2,1,1,2,4,1,3,N,2,6183
6184,2,3,1,1,6,5,67,3,N,2,6184
6185,1,1,2,1,3,8,41,3,N,2,6185
6186,1,4,1,1,2,6,24,3,N,2,6186
6187,1,1,1,1,4,8,1,3,N,2,6187
6188,2,5,4,1,N,11,53,3,N,2,6188
6189,2,5,1,1,7,12,58,3,N,2,6189
6190,2,5,2,1,3,8,67,1,5,2,6190
6191,2,1,1,1,8,5,72,3,N,2,6191
6192,2,N,1,2,N,11,12,1,N,2,6192
6193,1,1,1,1,N,12,12,3,N,2,6193
6194,1,4,1,1,7,1,71,2,N,2,6194
6195,2,2,1,1,5,9,39,3,N,2,6195
6196,1,N,1,1,N,10,31,3,N,2,6196
6197,1,2,1,1,N,7,45,3,N,2,6197
6198,2,N,1,1,5,12,40,1,2,2,6198
6199,1,3,1,1,2,7,71,3,5,2,6199
6200,2,3,1,1,8,6,60,3,5,2,6200
6201,2,3,1,1,4,10,14,3,N,2,6201
6202,2,3,1,1,N,5,61,3,N,2,6202
6203,2,N,1,1,6,1,58,3,N,2,6203
6204,2,6,2,1,0,9,51,3,N,2,6204
6205,2,3,1,1,6,7,26,2,N,2,6205
6206,1,3,1,1,N,11,18,3,N,2,6206
6207,1,1,1,1,3,8,38,3,N,2,6207
6208,2,4,1,1,5,4,50,3,N,2,6208
6209,2,6,1,1,5,12,23,3,N,2,6209
6210,1,6,4,1,N,4,11,3,5,2,6210
6211,2,5,1,1,2,6,79,3,N,2,6211
6212,2,4,2,1,3,9,41,3,N,2,6212
6213,1,N,1,1,7,12,58,3,N,2,6213
6214,1,6,1,1,7,1,54,3,N,2,6214
6215,1,4,1,1,2,3,20,3,N,2,6215
6216,2,4,1,1,1,5,60,3,N,2,6216
6217,2,5,1,1,7,3,46,3,N,2,6217
6218,1,3,1,1,6,5,80,3,N,2,6218
6219,1,1,1,1,6,10,46,3,5,2,6219
6220,1,1,1,1,3,8,56,2,N,2,6220
6221,1,2,1,1,7,4,38,3,N,2,6221
6222,2,5,1,1,6,3,22,2,N,2,6222
6223,2,4,1,1,0,5,65,3,N,2,6223
6224,2,3,1,1,2,10,2,3,N,2,6224
6225,1,2,1,1,2,5,41,3,N,2,6225
6226,1,3,1,1,3,7,59,2,N,2,6226
6227,1,5,1,1,8,8,54,3,N,2,6227
6228,2,4,1,1,5,6,53,3,5,2,6228
6229,1,3,1,1,6,8,14,1,N,2,6229
6230,1,1,1,1,7,7,29,3,N,2,6230
6231,2,6,1,1,2,4,51,3,N,2,6231
6232,2,1,1,1,6,8,37,3,N,2,6232
6233,1,2,2,1,8,9,14,3,N,2,6233
6234,1,N,1,1,N,6,33,2,N,2,6234
6235,1,6,1,1,2,6,24,3,N,2,6235
6236,1,2,1,1,3,7,66,3,N,2,6236
6237,2,3,1,1,N,1,5,3,N,2,6237
6238,1,1,1,1,9,1,37,3,N,2,6238
6239,2,3,2,1,2,3,21,3,N,2,6239
6240,2,1,2,1,5,2,4,3,N,2,6240
6241,2,2,1,1,1,5,80,2,N,2,6241
6242,2,5,1,1,5,3,1,2,N,2,6242
6243,2,5,1,1,8,5,70,2,N,2,6243
6244,1,4,1,1,5,10,49,3,5,2,6244
6245,2,6,2,1,2,8,49,3,N,2,6245
6246,2,1,1,1,N,12,12,3,N,2,6246
6247,2,3,1,1,N,5,59,3,5,2,6247
6248,2,5,1,1,8,7,86,1,5,2,6248
6249,2,6,2,1,1,4,18,3,N,2,6249
6250,2,2,1,1,5,6,10,3,N,2,6250
6251,2,2,1,1,8,8,75,3,N,2,6251
6252,1,6,1,1,1,7,49,3,N,2,6252
6253,2,3,2,1,0,4,81,2,N,2,6253
6254,1,N,2,1,N,12,17,1,N,2,6254
6255,2,N,1,1,5,9,39,1,N,2,6255
6256,2,5,1,1,N,3,22,3,N,2,6256
6257,2,4,1,1,4,6,1,3,N,2,6257
6258,2,2,1,1,5,5,75,3,N,2,6258
6259,2,N,1,1,6,11,7,2,N,2,6259
6260,1,4,1,1,8,2,3,3,N,2,6260
6261,1,4,1,1,4,1,9,3,N,2,6261
6262,2,6,1,1,6,12,3,3,N,2,6262
6263,2,4,3,1,7,3,38,3,N,2,6263
6264,2,2,1,1,6,1,18,2,N,2,6264
6265,1,N,1,1,N,6,17,1,N,2,6265
6266,1,N,1,1,N,11,53,1,N,2,6266
6267,1,6,1,1,3,9,57,2,N,2,6267
6268,1,6,1,2,1,7,92,3,N,2,6268
