,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
374,synthcity,pategan,neural net,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_all.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_all.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_1_all,CRC,,5/20/2023 00:00:00,,da6fce77eea98b5b7a855f8e05d9cb3800b83600
375,synthcity,pategan,neural net,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_10_demographic.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_10_demographic.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_10_demographic,CRC,,5/20/2023 00:00:00,,b18df76fe301c91d378d4b35e0e58be493214c47
376,synthcity,pategan,neural net,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_demographic.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_demographic.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_1_demographic,CRC,,5/20/2023 00:00:00,,ba1ed49fa3133d67c70438627054462b15c0f97a
377,synthcity,pategan,neural net,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_10_family.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_10_family.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_10_family,CRC,,5/20/2023 00:00:00,,43392734cbd73a7d62e36f2306283837e575678f
378,synthcity,pategan,neural net,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_family.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_family.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_1_family,CRC,,5/20/2023 00:00:00,,7e18c4f0f6f0ef3fa26cdb5fb79edae06724f30f
379,synthcity,pategan,neural net,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_10_industry.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_10_industry.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_10_industry,CRC,,5/20/2023 00:00:00,,9454332aa657bd0308805ae1624ccea520258b6d
380,synthcity,pategan,neural net,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_industry.csv,deid_data/synthcity_pategan/national/pategan_n_iter_50_e_1_industry.json,deid_data/synthcity_pategan/national/r_pategan_n_iter_50_e_1_industry,CRC,,5/20/2023 00:00:00,,30e565c542f9c4b90033cd69929af4a75476c6f0
381,synthcity,pategan,neural net,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_all.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_all.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_10_all,CRC,,5/20/2023 00:00:00,,b23d55e2ccdd3e44b4e6ba11d7bb88cab9c48d0c
382,synthcity,pategan,neural net,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_all.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_all.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_1_all,CRC,,5/20/2023 00:00:00,,de5f8de88202e7a475c4c2d305573b5925f7938b
383,synthcity,pategan,neural net,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_demographic.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_demographic.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_10_demographic,CRC,,5/20/2023 00:00:00,,6200e0cabfd525b6013c6a446129735684cb95ac
384,synthcity,pategan,neural net,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_demographic.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_demographic.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_1_demographic,CRC,,5/20/2023 00:00:00,,a50e92511602a3931c331cca7f61c13d28ad0448
385,synthcity,pategan,neural net,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_family.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_family.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_10_family,CRC,,5/20/2023 00:00:00,,a20b5b6e4252c5f6e9987f8d74be089d7a9372d2
386,synthcity,pategan,neural net,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_family.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_family.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_1_family,CRC,,5/20/2023 00:00:00,,76d4f9babcf5533c31877c79ca9ce92ea76efab8
387,synthcity,pategan,neural net,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",10.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_industry.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_10_industry.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_10_industry,CRC,,5/20/2023 00:00:00,,7aab99ca7628b113d13c8a4117ddb085d5b860ed
388,synthcity,pategan,neural net,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"The method uses the Private Aggregation of Teacher Ensembles (PATE) framework and applies it to GANs, allowing to tightly bound the influence of any individual sample on the model, resulting in tight differential privacy guarantees and thus an improved performance over models with the same guarantees.",1.0,,"n_iter=50, target column",added a column target to the original dataset and target column is set to dataset index,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_industry.csv,deid_data/synthcity_pategan/tx/pategan_n_iter_50_e_1_industry.json,deid_data/synthcity_pategan/tx/r_pategan_n_iter_50_e_1_industry,CRC,,5/20/2023 00:00:00,,4211fc82ec1f3e10ae76229af676dbfe5819c838
389,synthcity,privbayes,stat model,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/ma/privbayes_e_1_demographic.csv,deid_data/synthcity_privbayes/ma/privbayes_e_1_demographic.json,deid_data/synthcity_privbayes/ma/r_privbayes_e_1_demographic,CRC,,5/20/2023 00:00:00,,a2035e368b1a0f409d83e57a2335635ca69b89f4
390,synthcity,privbayes,stat model,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/ma/privbayes_e_10_demographic.csv,deid_data/synthcity_privbayes/ma/privbayes_e_10_demographic.json,deid_data/synthcity_privbayes/ma/r_privbayes_e_10_demographic,CRC,,5/20/2023 00:00:00,,dd328b1d0ae259979cc8b7a2fa99400f5fa9a52d
391,synthcity,privbayes,stat model,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/ma/privbayes_e_1_family.csv,deid_data/synthcity_privbayes/ma/privbayes_e_1_family.json,deid_data/synthcity_privbayes/ma/r_privbayes_e_1_family,CRC,,5/20/2023 00:00:00,,708c77dca142cd4a6229d10770712826221eb465
392,synthcity,privbayes,stat model,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/ma/privbayes_e_10_family.csv,deid_data/synthcity_privbayes/ma/privbayes_e_10_family.json,deid_data/synthcity_privbayes/ma/r_privbayes_e_10_family,CRC,,5/20/2023 00:00:00,,8625d93278743b93a7cd5fc8b4a7f1680c5e3c9e
393,synthcity,privbayes,stat model,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/ma/privbayes_e_10_industry.csv,deid_data/synthcity_privbayes/ma/privbayes_e_10_industry.json,deid_data/synthcity_privbayes/ma/r_privbayes_e_10_industry,CRC,,5/20/2023 00:00:00,,cea804f241ef4654dccc922a6d5ec180d77770bd
394,synthcity,privbayes,stat model,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/ma/privbayes_e_1_industry.csv,deid_data/synthcity_privbayes/ma/privbayes_e_1_industry.json,deid_data/synthcity_privbayes/ma/r_privbayes_e_1_industry,CRC,,5/20/2023 00:00:00,,87e09be977ff72baff7655d8e1d0e8c0c7cbe6d6
395,synthcity,privbayes,stat model,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/national/privbayes_e_1_demographic.csv,deid_data/synthcity_privbayes/national/privbayes_e_1_demographic.json,deid_data/synthcity_privbayes/national/r_privbayes_e_1_demographic,CRC,,5/20/2023 00:00:00,,e239df1d6422e094164c655b494f8f8379add51f
396,synthcity,privbayes,stat model,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/national/privbayes_e_10_demographic.csv,deid_data/synthcity_privbayes/national/privbayes_e_10_demographic.json,deid_data/synthcity_privbayes/national/r_privbayes_e_10_demographic,CRC,,5/20/2023 00:00:00,,b207b3187af2631cb4a5a322357f24390c61f921
397,synthcity,privbayes,stat model,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/national/privbayes_e_1_family.csv,deid_data/synthcity_privbayes/national/privbayes_e_1_family.json,deid_data/synthcity_privbayes/national/r_privbayes_e_1_family,CRC,,5/20/2023 00:00:00,,580bd809dd4cdb1b3633f34c727e709667f37c42
398,synthcity,privbayes,stat model,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/national/privbayes_e_10_family.csv,deid_data/synthcity_privbayes/national/privbayes_e_10_family.json,deid_data/synthcity_privbayes/national/r_privbayes_e_10_family,CRC,,5/20/2023 00:00:00,,0714745c3325585d1015f68d02f63b73534459bc
399,synthcity,privbayes,stat model,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/national/privbayes_e_10_industry.csv,deid_data/synthcity_privbayes/national/privbayes_e_10_industry.json,deid_data/synthcity_privbayes/national/r_privbayes_e_10_industry,CRC,,5/20/2023 00:00:00,,7fc8f447a7079d8ec3efb78123f59b2580c52230
400,synthcity,privbayes,stat model,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/national/privbayes_e_1_industry.csv,deid_data/synthcity_privbayes/national/privbayes_e_1_industry.json,deid_data/synthcity_privbayes/national/r_privbayes_e_1_industry,CRC,,5/20/2023 00:00:00,,4cd088e84133c20a85ef7f160183f80900fb149e
401,synthcity,privbayes,stat model,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/tx/privbayes_e_1_demographic.csv,deid_data/synthcity_privbayes/tx/privbayes_e_1_demographic.json,deid_data/synthcity_privbayes/tx/r_privbayes_e_1_demographic,CRC,,5/20/2023 00:00:00,,c63a6aeb2de76ced3b9d36d8890a0967c96485df
402,synthcity,privbayes,stat model,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/tx/privbayes_e_10_demographic.csv,deid_data/synthcity_privbayes/tx/privbayes_e_10_demographic.json,deid_data/synthcity_privbayes/tx/r_privbayes_e_10_demographic,CRC,,5/20/2023 00:00:00,,9d826848e152c0de810e9b3f4254bc90fe9cbf27
403,synthcity,privbayes,stat model,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/tx/privbayes_e_1_family.csv,deid_data/synthcity_privbayes/tx/privbayes_e_1_family.json,deid_data/synthcity_privbayes/tx/r_privbayes_e_1_family,CRC,,5/20/2023 00:00:00,,2a3c2c1f66f3fe182729384974a6cf10cbc2026a
404,synthcity,privbayes,stat model,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/tx/privbayes_e_10_family.csv,deid_data/synthcity_privbayes/tx/privbayes_e_10_family.json,deid_data/synthcity_privbayes/tx/r_privbayes_e_10_family,CRC,,5/20/2023 00:00:00,,0ca6f753ce4596a90b00e0fc619e598a9507ce4d
405,synthcity,privbayes,stat model,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",10.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/tx/privbayes_e_10_industry.csv,deid_data/synthcity_privbayes/tx/privbayes_e_10_industry.json,deid_data/synthcity_privbayes/tx/r_privbayes_e_10_industry,CRC,,5/20/2023 00:00:00,,2be9a5bc247abe3ad726d5a43e4f6ca91f06e42d
406,synthcity,privbayes,stat model,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,"A differentially private method for releasing high-dimensional data.  It uses noisy marginal counts from the target data to instantiate a bayesian network of conditional probabilities between features, and uses these to generate synthetic data. ",1.0,,target column,added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.1145/3134428,deid_data/synthcity_privbayes/tx/privbayes_e_1_industry.csv,deid_data/synthcity_privbayes/tx/privbayes_e_1_industry.json,deid_data/synthcity_privbayes/tx/r_privbayes_e_1_industry,CRC,,5/20/2023 00:00:00,,c958eff9775c2bfc427f74a749a4e18d1bb05e1c
407,synthcity,tvae,neural net,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"A conditional VAE network which can handle tabular data.  A neural network which uses Variational Auto Encoding to map the target data into a new, richer feature space and then sample new synthetic data from the same space.   Produces non-differentially private synthetic data. ",,,"n_iter=100, target column",added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.48550/arXiv.1907.00503,deid_data/sythcity_tvae/ma/tvae_all.csv,deid_data/sythcity_tvae/ma/tvae_all.json,deid_data/sythcity_tvae/ma/r_tvae_all,CRC,,5/20/2023 00:00:00,,bc4b5ceb2cf50f318ea89d9eae1a19fc036a123a
408,synthcity,tvae,neural net,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",non_dp,"A conditional VAE network which can handle tabular data.  A neural network which uses Variational Auto Encoding to map the target data into a new, richer feature space and then sample new synthetic data from the same space.   Produces non-differentially private synthetic data. ",,,"n_iter=100, target column",added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.48550/arXiv.1907.00503,deid_data/sythcity_tvae/ma/tvae_demographic.csv,deid_data/sythcity_tvae/ma/tvae_demographic.json,deid_data/sythcity_tvae/ma/r_tvae_demographic,CRC,,5/20/2023 00:00:00,,8439d6e5587e04280ce3fbadb409ba66cbbe0417
409,synthcity,tvae,neural net,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",non_dp,"A conditional VAE network which can handle tabular data.  A neural network which uses Variational Auto Encoding to map the target data into a new, richer feature space and then sample new synthetic data from the same space.   Produces non-differentially private synthetic data. ",,,"n_iter=100, target column",added a column target to the original dataset and target column is set to dataset index,https://doi.org/10.48550/arXiv.1907.00503,deid_data/sythcity_tvae/ma/tvae_family.csv,deid_data/sythcity_tvae/ma/tvae_family.json,deid_data/sythcity_tvae/ma/r_tvae_family,CRC,,5/20/2023 00:00:00,,d7ec71d57bff2a8d8a82f4fda61075cda3f77169
