,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP
24502,2,6,1,2,5,9,0,13-04600,8680
24503,1,N,1,2,7,9,0,17-03529,N
24504,2,N,1,2,7,9,0,17-03531,N
24505,1,6,6,1,4,1,0,30-00600,N
24506,1,6,3,2,5,7,0,51-01301,8590
24507,2,1,1,2,3,5,0,17-03529,2670
24508,2,4,1,2,6,6,0,17-03529,770
24509,1,1,1,1,3,5,0,30-00600,170
24510,2,1,1,1,N,3,0,19-01700,6380
24511,2,1,9,0,3,5,0,06-07502,7380
24512,2,6,1,1,9,10,0,38-00100,N
24513,2,6,1,2,5,6,0,01-01301,N
24514,1,N,1,2,2,1,0,32-00405,8660
24515,1,N,1,1,6,9,0,38-00100,N
24516,1,6,1,1,5,11,0,17-03529,8370
24517,1,1,1,1,2,4,0,28-01100,N
24518,2,1,1,1,4,7,0,06-07502,N
24519,1,1,2,1,8,9,0,06-08507,N
24520,2,6,3,1,7,9,0,26-02702,7870
24521,1,1,1,2,3,4,0,40-00200,9170
24522,2,6,1,1,7,11,4,51-51255,N
24523,1,6,9,2,1,6,0,17-03529,8191
24524,2,6,1,2,0,10,0,40-00200,7460
24525,1,N,5,2,3,4,0,36-03710,1170
24526,1,1,1,1,9,9,0,17-03531,6380
24527,2,6,1,1,9,10,0,24-01004,N
24528,1,1,1,2,N,3,0,38-00100,7980
24529,1,6,1,1,8,6,0,51-01301,N
24530,2,3,2,1,9,10,0,30-00600,N
24531,2,N,1,2,6,5,0,51-01301,9570
24532,2,4,2,2,6,7,0,19-01700,N
24533,1,N,9,2,2,5,0,30-00600,8370
24534,1,6,1,1,8,5,0,36-04010,8170
24535,1,1,2,1,9,9,0,06-08507,N
24536,1,1,2,1,3,5,0,17-03531,570
24537,2,N,1,1,4,5,0,06-07502,6370
24538,1,1,1,1,8,9,0,26-02702,N
24539,2,4,1,1,8,10,0,01-01301,8290
24540,2,1,1,2,N,3,0,17-03529,3790
24541,2,1,1,1,8,12,0,32-00405,N
24542,2,3,2,1,7,10,0,26-02702,7870
24543,1,6,1,1,3,5,0,30-00600,9370
24544,1,4,2,2,0,9,0,29-01901,N
24545,2,1,2,1,8,10,0,24-01004,N
24546,1,1,1,2,5,7,0,24-01004,N
24547,2,1,1,1,9,12,0,17-03531,8090
24548,1,6,1,1,2,7,0,38-00100,N
24549,1,N,9,1,5,5,0,30-00600,N
24550,1,2,1,2,2,7,0,17-03531,N
24551,2,1,1,1,8,7,0,06-08507,N
24552,1,6,2,1,0,9,0,40-00200,N
24553,2,N,9,1,N,1,0,28-01100,N
24554,2,1,1,1,N,2,0,30-00600,N
24555,1,6,1,2,5,7,0,24-01004,9470
24556,1,1,1,1,5,9,0,17-03529,7270
24557,2,6,2,1,9,10,0,06-07502,N
24558,2,3,6,1,4,6,0,06-08507,N
24559,1,4,3,2,9,7,0,30-00600,8470
24560,2,4,1,2,6,6,2,36-03710,N
24561,1,2,2,1,N,N,0,17-03531,7280
24562,2,4,2,1,5,5,0,38-00100,6690
24563,2,1,1,2,8,4,0,28-01100,N
24564,2,6,9,1,0,4,1,32-00405,N
24565,1,6,2,1,5,7,0,19-01700,770
24566,2,1,1,2,8,10,0,28-01100,N
24567,2,1,2,2,4,7,0,26-02702,N
24568,2,1,2,2,2,3,0,17-03529,4280
24569,1,N,3,2,7,7,0,36-03710,7690
24570,2,N,2,2,6,10,0,30-00600,N
24571,2,N,2,1,N,3,0,13-04600,8660
24572,1,1,1,1,8,10,0,38-00100,N
24573,1,1,1,2,6,10,0,06-08507,N
24574,2,3,1,2,5,9,0,30-00600,N
24575,2,1,1,1,8,10,0,32-00405,N
24576,2,6,6,2,8,9,0,30-00600,N
24577,2,6,6,1,3,4,0,24-01004,N
24578,1,1,1,1,6,8,0,30-00600,N
24579,2,1,1,2,8,9,0,08-00803,N
24580,1,6,2,2,9,10,2,40-00200,7580
24581,1,5,2,1,6,8,0,24-01004,N
24582,1,1,2,0,8,9,0,51-51255,7880
24583,1,5,2,2,7,8,0,06-07502,9590
24584,2,6,3,0,3,3,0,38-00100,N
24585,1,6,2,1,6,7,0,28-01100,N
24586,1,1,1,1,N,3,0,13-04600,3960
24587,1,1,1,2,1,7,0,51-01301,9670
24588,2,1,2,2,N,3,0,38-00100,7380
24589,1,1,3,2,1,7,0,17-03531,7280
24590,1,6,1,1,N,N,1,32-00405,8270
24591,1,6,2,1,8,6,0,24-01004,7390
24592,1,1,1,1,7,10,0,13-04600,770
24593,2,1,3,1,9,9,0,38-00100,7860
24594,1,1,2,1,6,7,0,28-01100,N
24595,2,3,2,1,0,5,0,24-01004,N
24596,2,4,2,2,6,8,0,51-01301,N
24597,2,1,1,2,5,7,0,17-03531,5295
24598,2,N,1,2,2,4,0,01-01301,N
24599,2,4,2,1,N,3,0,24-01004,6991
24600,1,4,2,2,N,3,0,19-01700,6380
24601,1,N,1,1,4,9,0,01-01301,N
24602,2,6,8,1,6,7,0,06-07502,8470
24603,1,N,2,2,3,4,0,51-51255,9380
24604,1,4,2,0,5,5,0,51-01301,7390
24605,1,1,1,1,9,11,0,38-00100,7290
24606,1,6,1,1,3,10,0,06-08507,7380
24607,2,6,1,2,8,9,1,32-00405,7860
24608,1,6,2,1,5,7,0,38-00100,490
24609,2,6,1,1,8,10,0,24-01004,7870
24610,2,2,8,2,N,N,0,26-02702,N
24611,2,1,1,2,9,10,0,17-03531,N
24612,2,6,2,1,N,3,0,36-04010,N
24613,2,N,1,2,N,N,0,32-00405,8680
24614,1,2,1,2,7,10,0,13-04600,N
24615,2,1,6,2,0,9,0,38-00100,N
24616,1,N,3,1,N,1,0,17-03531,N
24617,1,6,1,2,2,8,0,17-03529,8680
24618,2,4,1,1,8,9,0,51-01301,7380
24619,2,N,2,1,N,2,0,17-03531,9920
24620,2,1,1,2,2,4,0,19-01700,N
24621,2,1,6,2,N,1,1,24-01004,7390
24622,1,6,9,1,4,10,0,40-00200,4971
24623,2,6,1,0,3,5,0,17-03531,8191
24624,1,1,6,1,4,5,0,36-04010,8660
24625,2,1,1,1,3,6,0,06-08507,N
24626,1,6,2,1,0,7,0,17-03529,8170
24627,2,6,3,2,1,9,0,26-02702,4770
24628,1,1,2,1,4,5,0,38-00100,8090
24629,2,1,1,1,N,2,0,26-02702,9290
24630,2,1,1,1,9,9,0,06-07502,6190
24631,2,N,1,1,0,11,0,30-00600,3291
24632,2,6,2,2,N,3,2,36-03710,N
24633,1,6,2,2,8,9,0,51-01301,N
24634,2,N,1,2,4,5,0,06-07502,6970
24635,2,N,1,1,6,7,1,32-00405,N
24636,2,6,2,1,2,5,0,36-03710,3790
24637,1,5,2,2,5,5,0,01-01301,N
24638,2,1,6,1,9,9,0,13-04600,9480
24639,2,6,1,1,0,5,0,26-02702,6290
24640,1,1,2,1,6,5,0,30-00600,5593
24641,1,6,1,1,9,6,0,38-00100,N
24642,2,4,1,2,3,5,0,51-51255,6170
24643,1,1,1,1,5,5,0,24-01004,N
24644,1,1,1,1,7,9,0,17-03529,7270
24645,2,1,1,1,0,7,0,36-04010,N
24646,1,1,1,1,9,5,0,36-04010,N
24647,1,6,1,2,1,10,0,30-00600,6080
24648,2,4,9,1,0,12,0,38-00100,N
24649,2,6,1,1,8,8,0,17-03531,N
24650,1,1,8,1,2,4,0,28-01100,N
24651,1,6,2,1,N,3,0,51-01301,8180
24652,2,3,2,1,6,6,0,24-01004,8191
24653,2,1,2,1,8,9,0,06-07502,N
24654,2,6,1,1,2,10,0,17-03529,8191
24655,1,6,1,2,N,1,0,51-51255,N
24656,1,1,1,2,0,7,0,36-04010,7580
24657,1,2,6,2,9,12,0,06-08507,N
24658,2,6,1,1,2,10,0,13-04600,8680
24659,1,N,1,2,8,10,0,51-01301,6890
24660,1,6,1,1,6,5,0,38-00100,N
24661,1,6,1,2,2,9,0,17-03531,N
24662,1,6,1,1,8,10,0,24-01004,8564
24663,2,4,1,1,N,2,4,36-04010,670
24664,2,4,2,2,5,7,4,51-51255,9070
24665,1,6,1,1,7,10,0,51-51255,7390
24666,1,N,1,1,7,4,0,36-04010,8170
24667,2,6,2,2,5,4,0,17-03529,7860
24668,1,1,1,1,3,11,1,32-00405,8680
24669,1,4,1,2,6,9,0,38-00100,3070
24670,1,6,1,2,4,5,1,32-00405,N
24671,1,1,2,2,2,3,0,06-08507,N
24672,1,3,1,1,0,7,0,38-00100,N
24673,1,1,1,1,N,N,0,32-00405,N
24674,1,6,1,1,N,2,0,51-51255,8080
24675,2,N,1,2,5,7,4,36-04010,8090
24676,2,1,1,2,N,3,0,38-00100,5391
24677,2,1,1,2,5,10,1,32-00405,770
24678,2,N,2,2,1,4,0,38-00100,770
24679,1,6,1,1,6,9,0,40-00200,7860
24680,1,6,1,2,6,5,0,32-00405,8180
24681,2,6,2,1,9,6,0,06-07502,6570
24682,2,1,1,1,8,8,0,36-04010,8660
24683,1,6,2,2,7,4,0,17-03529,7370
24684,2,1,1,2,2,9,0,28-01100,8680
24685,1,1,1,0,0,4,0,17-03529,8370
24686,2,6,8,0,0,6,2,17-03529,8990
24687,2,N,1,2,7,10,0,51-01301,5593
24688,2,6,1,2,4,6,0,24-01004,4090
24689,1,4,1,1,9,9,0,51-01301,770
24690,2,4,1,1,6,9,0,51-01301,7290
24691,1,6,1,1,9,11,0,30-00600,N
24692,2,6,6,1,4,5,0,51-51255,N
24693,2,5,2,2,1,4,0,06-08507,3390
24694,1,4,1,0,2,7,0,08-00803,N
24695,2,5,1,2,8,10,0,38-00100,490
24696,1,1,1,2,1,9,0,08-00803,6991
24697,1,1,1,1,8,8,0,30-00600,8680
24698,2,1,2,2,8,12,0,24-01004,N
24699,2,5,1,2,8,10,1,32-00405,770
24700,2,2,1,2,N,2,0,30-00600,N
24701,2,6,1,1,0,4,1,01-01301,9770
24702,2,N,3,1,5,8,0,38-00100,7860
24703,2,1,1,2,1,6,0,38-00100,2170
24704,2,1,6,1,N,3,2,36-03710,7880
24705,1,1,1,2,6,5,0,13-04600,4770
24706,1,N,1,1,6,7,0,30-00600,N
24707,2,N,1,1,2,3,0,19-01700,N
24708,2,N,1,1,8,9,0,30-00600,8660
24709,2,N,8,1,9,10,0,01-01301,N
24710,1,N,2,0,0,4,0,51-51255,2890
24711,1,1,6,1,8,12,0,36-03710,N
24712,1,6,8,1,3,7,1,01-01301,4971
24713,2,6,1,0,1,7,4,51-51255,9070
24714,1,1,1,1,N,3,0,30-00600,770
24715,1,N,1,2,8,8,0,38-00100,N
24716,2,4,1,2,N,2,0,36-03710,4971
24717,2,2,1,1,8,10,0,51-01301,N
24718,1,1,1,2,0,7,0,13-04600,N
24719,2,4,1,1,7,9,0,26-02702,7870
24720,1,2,1,1,3,5,0,24-01004,8470
24721,1,6,6,1,8,3,0,06-08507,7380
24722,1,1,1,2,0,4,0,40-00200,3390
24723,2,6,1,1,7,10,0,17-03531,8680
24724,2,N,3,1,N,3,0,51-51255,8090
24725,1,1,1,2,5,7,0,24-01004,N
24726,1,6,2,1,6,10,0,26-02702,5580
24727,1,6,3,1,N,2,0,29-01901,8090
24728,2,5,2,2,4,9,0,36-04010,7860
24729,2,4,1,2,2,5,0,30-00600,9670
24730,2,6,8,2,9,9,0,06-07502,8680
24731,1,N,1,2,5,7,0,17-03531,7860
24732,2,6,6,1,7,7,0,17-03529,3390
24733,2,6,2,1,3,4,3,30-00600,N
24734,1,4,2,2,7,7,0,51-51255,9190
24735,2,1,1,1,N,3,2,36-03710,4670
24736,2,2,8,1,3,7,0,17-03529,6870
24737,1,N,1,1,2,5,0,17-03531,7280
24738,2,3,1,1,4,7,0,38-00100,N
24739,2,N,2,1,6,9,0,06-08507,7970
24740,1,6,1,1,3,6,0,36-04010,8191
24741,2,N,1,1,N,N,0,19-01700,N
24742,2,1,1,1,9,10,0,29-01901,N
24743,1,N,2,1,N,3,0,17-03529,6672
24744,2,4,2,2,2,5,0,28-01100,8680
24745,1,1,1,2,5,5,0,08-00803,7580
24746,2,1,1,1,8,10,0,28-01100,8390
24747,1,1,1,2,5,7,0,08-00803,7870
24748,2,1,2,2,1,5,0,30-00600,5580
24749,2,1,1,1,0,5,0,06-07502,9590
24750,1,4,2,1,5,6,0,28-01100,N
24751,1,1,2,2,4,7,0,24-01004,N
24752,2,1,2,2,3,9,0,06-07502,N
24753,1,1,1,2,1,5,0,06-08507,N
24754,2,1,6,1,N,3,0,40-00200,4570
24755,2,N,6,1,0,4,0,24-01004,N
24756,2,6,1,1,5,7,0,26-02702,8170
24757,2,N,1,1,8,5,0,30-00600,6080
24758,1,1,2,1,9,10,1,40-00200,N
24759,2,3,2,1,6,4,0,51-01301,490
24760,2,6,1,1,6,8,2,36-04010,6370
24761,1,1,1,2,5,9,1,32-00405,6390
24762,2,1,1,1,0,7,1,40-00200,8170
24763,2,N,1,1,8,7,0,24-01004,N
24764,2,N,6,1,N,N,0,08-00803,9160
24765,1,1,2,1,9,11,0,36-04010,N
24766,1,4,1,1,5,6,0,19-01700,N
24767,1,6,6,1,9,9,0,38-00100,170
24768,1,3,3,1,6,5,0,38-00100,180
24769,2,4,1,1,2,4,0,38-00100,7860
24770,2,6,3,0,1,7,0,29-01901,6290
24771,1,1,3,1,9,10,0,24-01004,7270
24772,2,1,1,1,7,11,0,36-04010,8590
24773,2,3,1,1,7,10,0,36-04010,N
24774,2,2,1,2,5,4,0,06-08507,3980
24775,2,N,2,1,9,10,0,30-00600,N
24776,2,6,2,1,8,9,0,36-04010,8191
24777,2,1,2,2,9,9,0,19-01700,N
24778,1,1,1,2,N,3,0,51-51255,N
24779,1,6,1,1,5,5,0,51-51255,770
24780,1,6,1,1,1,11,2,36-03710,N
24781,2,1,6,1,6,7,4,26-02702,7870
24782,2,1,1,1,7,10,1,32-00405,8660
24783,1,6,2,2,0,3,0,32-00405,6890
24784,2,3,1,2,N,3,0,51-51255,9590
24785,2,3,5,1,2,5,0,17-03529,9090
24786,2,3,2,1,6,6,0,36-04010,8680
24787,2,6,2,1,4,5,0,40-00200,6070
24788,1,1,2,2,0,11,0,19-01700,6170
24789,2,6,2,2,N,1,0,38-00100,9920
24790,2,6,1,1,2,8,0,08-00803,N
24791,1,6,1,0,0,7,0,19-01700,N
24792,2,4,2,2,2,7,0,36-04010,6991
24793,2,6,2,1,4,8,0,38-00100,8680
24794,1,4,2,1,9,11,0,36-04010,6870
24795,2,1,1,2,8,8,0,06-08507,N
24796,1,1,1,1,0,4,0,26-02702,7870
24797,1,1,1,1,9,5,0,38-00100,180
24798,2,1,1,1,8,9,0,30-00600,180
24799,1,1,2,1,9,11,0,36-04010,N
24800,1,6,1,1,N,3,2,36-03710,N
24801,1,1,1,2,0,9,0,17-03531,9490
24802,2,N,1,2,7,10,0,24-01004,9570
24803,2,4,3,1,0,8,0,38-00100,N
24804,1,4,1,0,1,7,0,08-00803,7870
24805,2,6,1,1,4,5,0,24-01004,N
24806,1,1,1,2,N,3,0,06-07502,4090
24807,1,1,1,1,9,11,0,28-01100,8680
24808,2,N,1,1,9,5,0,36-04010,N
24809,2,1,1,2,7,9,0,17-03529,5275
24810,1,1,1,1,N,12,0,30-00600,7860
24811,1,1,1,1,7,8,0,38-00100,4270
24812,2,1,2,2,N,3,0,36-04010,3080
24813,1,6,2,1,5,5,0,17-03531,9470
24814,2,6,1,0,7,5,0,30-00600,6670
24815,1,1,1,1,0,9,0,51-01301,7190
24816,1,4,1,0,2,5,0,32-00405,7860
24817,1,2,1,1,7,5,0,36-04010,N
24818,1,1,8,1,5,5,0,32-00405,N
24819,2,3,2,1,9,9,0,08-00803,9370
24820,1,1,2,0,0,7,0,51-51255,7390
24821,1,6,1,1,2,6,0,19-01700,8680
24822,2,6,1,1,7,9,0,24-01004,N
24823,2,1,1,2,N,3,4,32-00405,8680
24824,2,N,1,1,2,7,0,28-01100,9570
24825,2,6,1,2,2,5,0,30-00600,170
24826,2,N,1,1,8,10,0,06-08507,7270
24827,1,6,3,2,N,3,4,17-03531,N
24828,2,4,1,2,5,7,0,30-00600,8090
24829,1,6,1,2,0,5,0,06-08507,8290
24830,1,4,2,1,2,4,0,17-03529,7870
24831,2,N,1,0,0,6,0,30-00600,1090
24832,2,1,1,2,N,3,0,30-00600,770
24833,1,1,1,0,0,7,0,17-03529,1170
24834,1,1,1,1,N,N,0,28-01100,N
24835,1,1,1,2,3,9,0,38-00100,9920
24836,2,1,1,0,0,4,0,08-00803,8090
24837,2,1,6,1,0,8,0,38-00100,N
24838,2,N,1,1,7,9,0,06-08507,N
24839,2,1,1,1,4,4,0,17-03531,9480
24840,2,1,1,1,2,5,0,30-00600,7870
24841,2,4,1,2,7,5,0,51-01301,N
24842,2,1,1,2,1,4,2,36-03710,N
24843,2,6,1,2,2,8,0,30-00600,9370
24844,2,1,1,0,7,7,0,01-01301,8191
24845,2,6,1,2,N,3,0,24-01004,7390
24846,1,N,1,1,N,1,0,38-00100,6380
24847,2,1,1,1,9,12,0,30-00600,6080
24848,1,1,6,2,N,3,0,24-01004,N
24849,1,1,1,1,1,5,0,51-51255,N
24850,2,6,2,1,5,8,0,08-00803,N
24851,1,2,1,1,9,10,0,13-04600,1090
24852,1,1,1,1,6,7,0,32-00405,8660
24853,1,N,3,2,2,7,0,36-04010,N
24854,1,3,2,0,4,8,0,28-01100,N
24855,2,4,1,2,4,9,0,19-01700,N
24856,2,6,1,0,2,7,0,24-01004,9170
24857,1,6,6,1,0,10,0,40-00200,7460
24858,1,1,6,1,2,9,0,17-03529,8191
24859,2,1,6,1,4,4,0,51-51255,8080
24860,2,4,9,2,8,11,0,17-03531,6670
24861,2,1,1,1,3,7,0,30-00600,N
24862,2,2,2,1,9,11,0,06-08507,N
24863,2,1,3,2,N,1,0,24-01004,N
24864,2,N,2,1,9,5,4,36-03710,N
24865,1,N,1,1,8,12,0,32-00405,N
24866,1,1,1,1,N,3,0,36-04010,6070
24867,2,1,1,1,N,2,0,32-00405,N
24868,1,6,1,0,0,7,0,36-04010,6870
24869,1,6,2,1,9,1,0,30-00600,5170
24870,2,1,1,2,1,7,0,01-01301,N
24871,2,6,1,2,3,5,0,13-04600,8180
24872,2,6,1,0,0,8,0,30-00600,N
24873,1,1,1,1,N,3,0,17-03529,N
24874,2,1,8,1,2,6,0,30-00600,8191
24875,2,1,1,2,7,9,0,24-01004,3990
24876,1,1,6,2,N,2,0,36-04010,8770
24877,1,5,2,1,9,10,0,30-00600,1090
24878,1,4,8,1,9,9,0,17-03529,6890
24879,1,6,1,1,4,7,0,06-08507,N
24880,2,6,2,1,9,9,0,17-03529,8090
24881,1,4,1,2,N,2,0,06-08507,6570
24882,1,6,6,2,N,N,0,38-00100,N
24883,2,6,1,2,8,9,0,38-00100,N
24884,2,4,1,1,4,5,0,30-00600,N
24885,2,2,1,2,6,7,0,13-04600,N
24886,1,4,6,0,2,9,0,19-01700,5070
24887,2,6,1,0,3,9,0,40-00200,N
24888,1,N,1,1,N,N,0,13-04600,N
24889,1,1,1,1,9,11,0,30-00600,N
24890,1,1,1,2,N,3,0,29-01901,7580
24891,2,2,1,1,7,10,0,36-03710,9920
24892,1,N,1,1,N,2,0,24-01004,N
24893,1,4,2,0,0,4,0,08-00803,6370
24894,2,6,2,2,9,11,0,40-00200,8680
24895,1,1,1,1,4,10,0,38-00100,180
24896,2,6,1,1,2,4,0,17-03529,N
24897,1,1,1,2,4,7,0,17-03529,7870
24898,2,4,1,1,3,5,0,06-08507,N
24899,1,4,3,2,4,5,0,24-01004,6480
24900,2,4,6,2,9,9,0,51-01301,N
24901,1,6,1,2,2,5,0,40-00200,7860
24902,2,6,2,2,N,N,0,40-00200,7580
24903,2,1,1,2,5,7,0,17-03529,8370
24904,2,5,1,1,7,10,0,51-01301,7390
24905,1,3,1,1,6,7,0,06-08507,N
24906,2,6,1,1,7,10,0,32-00405,N
24907,2,3,1,1,7,9,0,28-01100,N
24908,1,4,1,2,0,7,0,38-00100,N
24909,2,6,2,2,9,9,1,19-01700,7880
24910,2,1,2,1,7,9,0,36-04010,N
24911,1,1,1,2,3,9,0,32-00405,9470
24912,2,1,1,2,0,4,0,40-00200,N
24913,1,1,1,2,7,8,0,38-00100,7370
24914,2,4,1,1,7,9,0,51-01301,8570
24915,1,6,2,1,9,11,0,38-00100,N
24916,2,6,1,1,9,9,0,40-00200,7460
24917,2,3,2,0,7,4,0,26-02702,7860
24918,2,1,1,2,8,10,0,17-03529,N
24919,1,6,1,1,N,3,0,38-00100,9370
24920,2,4,2,1,2,9,0,08-00803,8590
24921,1,6,1,1,7,7,0,06-08507,N
24922,2,1,3,1,5,7,0,29-01901,N
24923,2,N,1,1,9,9,0,06-07502,4070
24924,2,N,2,2,N,3,0,17-03529,N
24925,2,1,1,2,0,3,0,32-00405,7072
24926,2,2,1,1,5,5,0,08-00803,770
24927,2,2,1,2,2,5,0,30-00600,6080
24928,1,6,9,1,9,10,4,51-51255,N
24929,1,4,1,2,1,7,0,13-04600,9680
24930,1,1,1,2,5,9,0,13-04600,7860
24931,2,N,1,1,1,4,0,13-04600,N
24932,1,1,5,0,2,7,0,01-01301,N
24933,2,2,2,2,N,3,0,36-04010,1180
24934,2,6,2,2,5,7,0,40-00200,6070
24935,1,2,1,2,N,N,0,06-08507,7290
24936,2,N,2,1,8,8,0,30-00600,4290
24937,2,6,2,0,2,5,0,06-08507,N
24938,1,1,1,1,8,9,0,17-03529,6970
24939,1,1,1,2,8,9,1,19-01700,N
24940,2,N,1,1,3,3,0,24-01004,N
24941,2,4,1,2,8,5,0,38-00100,170
24942,2,1,1,1,7,10,0,29-01901,5070
24943,1,N,1,1,8,7,0,28-01100,8270
24944,1,6,2,2,1,7,1,19-01700,N
24945,2,6,2,0,0,7,0,30-00600,7670
24946,1,N,1,2,4,3,0,40-00200,N
24947,1,6,2,2,0,5,0,51-51255,7190
24948,2,N,1,1,6,4,0,24-01004,N
24949,1,1,1,0,0,5,0,28-01100,N
24950,2,6,6,1,0,4,0,29-01901,N
24951,2,1,1,2,N,N,0,08-00803,7880
24952,2,6,2,2,3,5,0,51-51255,9370
24953,1,6,2,2,4,1,0,08-00803,170
24954,2,2,2,1,7,7,0,40-00200,N
24955,2,N,8,2,9,10,0,17-03529,N
24956,2,3,1,1,2,8,0,17-03529,N
24957,2,6,1,1,5,5,0,28-01100,N
24958,2,6,2,1,9,10,0,28-01100,N
24959,1,N,2,2,9,10,0,38-00100,4870
24960,2,2,1,1,8,7,0,24-01004,8870
24961,1,6,1,2,2,5,0,17-03529,7860
24962,1,6,1,2,9,9,0,19-01700,N
24963,1,6,1,1,3,5,0,30-00600,8191
24964,2,N,1,1,8,5,0,06-08507,N
24965,2,N,1,2,4,8,0,51-01301,N
24966,2,1,1,2,4,3,0,51-01301,8270
24967,2,3,2,1,N,3,0,24-01004,5580
24968,2,1,1,1,0,5,4,01-01301,7690
24969,1,4,1,1,7,9,0,30-00600,N
24970,1,6,2,1,8,11,0,51-01301,N
24971,1,3,1,1,N,1,0,30-00600,N
24972,1,1,2,1,N,3,0,51-01301,8270
24973,1,1,1,0,2,6,4,32-00405,N
24974,1,1,6,2,7,9,0,08-00803,N
24975,2,N,1,1,N,2,0,36-03710,8470
24976,2,6,1,2,6,7,0,51-51255,3170
24977,1,6,2,2,N,3,0,51-51255,8191
24978,2,6,6,2,N,2,0,01-01301,8370
24979,1,6,2,1,4,7,1,29-01901,N
24980,1,6,2,2,N,N,0,36-04010,N
24981,1,6,1,2,9,9,0,30-00600,8191
24982,2,4,2,2,N,10,0,30-00600,4890
24983,2,6,1,2,N,6,4,36-03710,8170
24984,1,1,1,1,9,11,0,13-04600,N
24985,1,6,1,2,2,9,0,19-01700,7870
24986,1,6,3,2,6,10,0,38-00100,170
24987,2,1,1,2,3,5,0,17-03529,7860
24988,2,1,1,1,N,3,0,38-00100,180
24989,2,3,1,1,9,11,0,29-01901,N
24990,2,4,1,1,3,5,0,36-04010,7860
24991,2,3,1,1,7,5,0,30-00600,8660
24992,2,N,2,1,N,3,0,36-04010,N
24993,2,6,1,2,0,7,0,28-01100,N
24994,2,6,2,1,8,10,0,32-00405,N
24995,2,1,3,2,0,4,0,19-01700,N
24996,1,N,1,0,N,3,0,38-00100,180
24997,2,3,2,1,2,4,0,36-04010,6780
24998,1,1,1,1,9,10,0,29-01901,7870
24999,1,1,8,2,3,4,0,17-03531,N
25000,2,4,2,2,N,1,0,51-01301,7470
25001,1,1,1,1,2,5,0,08-00803,8191
25002,1,N,6,1,9,9,1,32-00405,N
25003,1,1,3,1,1,4,0,24-01004,N
25004,1,6,2,1,0,9,0,51-51255,N
25005,2,N,3,2,1,3,0,17-03529,8090
25006,1,6,1,1,1,7,0,32-00405,6170
25007,2,N,2,2,9,10,0,24-01004,7860
25008,2,3,2,2,4,9,0,06-08507,N
25009,1,6,1,1,7,9,4,36-03710,8380
25010,1,N,9,1,1,8,0,30-00600,N
25011,2,N,3,1,9,9,0,36-04010,N
25012,1,1,1,1,2,1,0,26-02702,4795
25013,2,1,1,1,9,11,0,06-08507,9490
25014,1,N,1,2,N,3,0,36-04010,N
25015,2,1,1,0,0,4,0,51-51255,N
25016,1,1,1,1,8,9,0,26-02702,7870
25017,1,6,2,2,4,5,0,13-04600,7890
25018,2,1,2,1,9,7,0,51-01301,5680
25019,1,1,1,2,3,9,1,06-08507,N
25020,2,1,6,2,0,5,1,13-04600,770
25021,2,6,2,1,N,3,0,30-00600,770
25022,2,6,2,1,5,9,0,08-00803,7870
25023,1,6,3,1,4,8,3,24-01004,7270
25024,1,1,1,1,8,12,0,51-01301,N
25025,2,4,2,2,1,7,0,51-01301,8680
25026,1,1,1,2,N,3,0,19-01700,8191
25027,1,1,1,1,N,3,0,29-01901,8680
25028,1,N,1,2,2,7,0,38-00100,8370
25029,2,N,9,1,4,7,1,01-01301,4580
25030,2,N,6,1,7,10,1,32-00405,7690
25031,1,1,1,1,6,10,0,40-00200,N
25032,2,N,1,1,9,11,0,38-00100,770
25033,2,6,1,1,9,9,0,19-01700,6170
25034,2,1,1,2,2,4,0,40-00200,N
25035,1,1,1,1,4,7,0,17-03529,6695
25036,1,N,3,1,5,7,0,38-00100,9160
25037,2,N,1,1,8,12,0,38-00100,6672
25038,1,1,1,1,9,11,1,30-00600,N
25039,1,1,1,1,4,9,0,17-03529,7860
25040,2,6,2,2,7,7,0,51-01301,6890
25041,2,5,2,1,7,9,0,40-00200,8270
25042,2,N,1,0,0,5,0,17-03529,1670
25043,2,1,1,1,N,3,0,17-03529,6680
25044,1,6,3,1,7,5,0,13-04600,7860
25045,2,6,9,2,1,9,0,17-03531,7860
25046,2,1,1,1,8,5,0,26-02702,9390
25047,1,6,1,1,9,7,0,51-51255,N
25048,2,5,2,1,6,9,0,08-00803,8780
25049,1,1,1,2,3,4,0,51-51255,N
25050,1,6,1,2,N,1,0,32-00405,N
25051,1,4,1,1,3,7,0,24-01004,N
25052,1,6,1,1,5,9,0,17-03531,1691
25053,2,N,1,2,5,7,0,36-04010,9380
25054,2,3,1,2,8,9,0,30-00600,N
25055,2,6,1,1,8,9,0,24-01004,7870
25056,2,3,2,1,0,7,0,06-08507,3365
25057,1,4,1,2,N,2,0,08-00803,N
25058,1,1,1,1,9,10,0,51-01301,N
25059,2,6,1,1,5,5,0,30-00600,7480
25060,2,3,1,1,N,1,0,06-07502,7072
25061,2,1,1,1,N,3,0,30-00600,3095
25062,1,N,1,1,N,1,0,51-01301,N
25063,2,1,1,1,9,9,0,36-04010,4380
25064,2,N,3,0,8,5,0,40-00200,6590
25065,1,1,1,1,5,9,0,38-00100,7870
25066,1,6,8,1,9,10,0,19-01700,7860
25067,2,1,6,1,2,5,0,13-04600,7390
25068,2,1,1,1,7,9,0,13-04600,N
25069,1,N,2,2,9,10,0,17-03529,2070
