,PUMA,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU,NOC,HISP
25599,24-01004,63,2,1,1,1,1,N,6,7,0,0
25600,06-08507,71,1,N,2,1,1,N,9,12,2,0
25601,06-08507,23,6,1,2,1,1,N,8,5,0,0
25602,06-08507,48,1,6,1,1,1,N,5,5,0,0
25603,06-07502,16,6,1,1,1,2,N,N,7,0,0
25604,36-03710,4,9,1,2,1,1,N,9,5,N,0
25605,24-01004,55,1,4,1,2,1,N,8,6,0,0
25606,06-08507,54,1,6,2,1,2,N,3,8,3,0
25607,51-01301,1,1,4,1,1,2,N,N,9,0,0
25608,17-03529,19,1,1,2,1,1,N,7,12,0,0
25609,17-03531,18,1,N,2,1,1,N,6,7,0,0
25610,36-03710,2,9,6,2,1,1,N,9,5,0,0
25611,17-03529,61,1,3,2,1,2,N,5,2,2,0
25612,32-00405,5,8,6,1,1,1,N,N,5,0,1
25613,24-01004,41,2,1,1,1,2,N,1,10,0,0
25614,01-01301,44,2,6,2,3,1,N,8,6,0,0
25615,17-03529,26,2,6,2,1,2,N,7,3,2,1
25616,06-08507,48,6,N,1,1,1,N,6,7,2,0
25617,30-00600,5,1,N,2,1,1,N,N,4,2,0
25618,29-01901,30,2,N,1,1,0,N,0,6,0,0
25619,08-00803,80,1,1,1,1,2,N,N,3,1,0
25620,08-00803,42,1,1,1,1,1,N,0,N,3,0
25621,36-03710,45,8,4,2,1,1,N,9,12,1,0
25622,08-00803,1,6,5,2,1,1,N,N,10,0,0
25623,36-04010,33,2,6,2,1,1,N,N,7,N,0
25624,36-04010,16,2,1,1,1,1,N,8,3,0,0
25625,38-00100,0,1,4,2,1,2,N,N,7,0,0
25626,38-00100,18,1,N,1,1,1,N,0,10,0,0
25627,17-03531,69,2,1,2,1,1,N,N,6,2,0
25628,38-00100,2,1,N,1,1,1,N,2,11,0,0
25629,06-07502,13,9,1,2,1,2,N,4,6,0,0
25630,28-01100,19,1,6,1,1,1,N,9,2,N,0
25631,06-08507,62,6,1,2,1,2,N,N,4,2,0
25632,30-00600,36,3,1,1,1,1,N,9,9,2,0
25633,38-00100,22,1,4,2,1,2,N,2,5,0,1
25634,06-07502,29,1,6,1,1,1,N,7,3,2,0
25635,17-03529,65,2,N,1,1,2,N,3,7,1,1
25636,32-00405,72,1,6,2,1,1,N,9,8,0,0
25637,06-08507,60,6,1,1,1,1,N,6,9,0,0
25638,24-01004,5,1,6,2,1,1,N,7,4,N,0
25639,17-03529,73,2,1,2,1,2,N,4,1,0,0
25640,24-01004,37,1,4,1,1,2,N,6,7,1,0
25641,32-00405,5,2,3,2,1,2,N,9,10,N,0
25642,32-00405,40,2,6,1,1,1,N,N,7,0,0
25643,24-01004,65,1,6,2,1,2,N,5,8,0,0
25644,36-04010,43,2,6,2,1,1,N,6,5,0,0
25645,19-01700,74,1,6,2,1,1,N,N,5,0,0
25646,06-08507,29,6,N,2,1,1,N,8,6,0,0
25647,01-01301,44,2,2,1,1,2,N,4,4,0,0
25648,51-51255,45,1,1,1,1,2,N,N,9,2,0
25649,38-00100,16,1,6,2,1,1,N,5,10,0,0
25650,24-01004,26,1,1,1,1,1,5,9,2,2,0
25651,06-08507,61,1,3,1,1,2,N,N,N,2,0
25652,40-00200,8,1,5,2,1,2,N,3,4,0,0
25653,40-00200,45,1,N,1,1,1,N,N,9,0,0
25654,32-00405,34,1,1,1,1,2,N,N,5,0,0
25655,06-08507,9,6,1,1,1,1,N,N,7,0,0
25656,19-01700,12,2,6,1,3,2,N,2,5,4,0
25657,24-01004,69,1,1,1,1,1,N,N,5,0,0
25658,28-01100,28,2,6,2,1,1,N,N,5,3,0
25659,40-00200,43,1,1,2,1,2,N,7,4,3,1
25660,06-07502,71,1,6,2,1,1,N,8,6,N,0
25661,17-03529,71,1,6,2,1,2,N,8,4,0,0
25662,08-00803,28,1,4,1,1,2,N,3,5,N,0
25663,17-03529,22,2,6,1,1,2,N,2,9,0,0
25664,32-00405,72,1,3,1,1,1,N,9,7,N,0
25665,28-01100,50,1,N,2,1,2,N,6,9,1,1
25666,40-00200,79,3,1,2,1,2,N,0,3,1,0
25667,30-00600,49,1,3,2,1,2,N,5,7,0,0
25668,51-01301,29,1,6,1,1,1,N,2,5,0,0
25669,17-03531,57,2,6,2,1,2,N,N,8,3,0
25670,51-51255,35,1,1,1,1,1,N,3,4,0,0
25671,24-01004,41,1,6,1,1,1,N,6,9,0,0
25672,24-01004,65,1,1,1,1,1,N,1,4,N,0
25673,17-03529,55,3,N,2,1,1,N,9,3,0,0
25674,38-00100,56,1,1,2,1,1,N,N,11,0,0
25675,06-08507,75,1,6,2,3,1,N,N,7,0,0
25676,08-00803,72,1,1,2,1,2,N,1,2,2,0
25677,24-01004,63,1,6,2,1,2,N,2,9,0,0
25678,08-00803,18,1,1,2,1,1,N,5,9,1,0
25679,19-01700,50,1,1,2,1,2,N,N,4,3,0
25680,51-51255,71,1,N,1,1,1,N,6,2,1,0
25681,30-00600,54,1,4,2,2,2,N,N,1,3,1
25682,30-00600,32,3,1,1,1,2,N,N,7,0,0
25683,08-00803,4,6,6,2,1,1,N,5,7,0,0
25684,38-00100,71,1,1,1,1,2,N,8,7,N,0
25685,06-08507,35,1,6,1,1,0,N,1,8,N,0
25686,24-01004,14,1,6,1,2,0,N,0,9,0,0
25687,40-00200,29,2,6,1,1,1,N,0,9,4,3
25688,38-00100,74,1,N,2,1,2,N,4,2,2,0
25689,38-00100,65,1,6,1,1,2,N,N,4,1,0
25690,51-51255,46,1,1,2,1,1,N,N,4,0,0
25691,17-03531,41,2,6,2,1,0,N,4,3,4,4
25692,36-03710,51,8,N,1,1,2,N,N,2,2,0
25693,30-00600,60,1,6,1,1,1,N,0,10,0,0
25694,26-02702,52,1,N,2,1,1,N,5,5,0,2
25695,24-01004,51,6,6,2,3,1,5,7,2,2,0
25696,51-01301,6,1,4,1,1,1,N,7,4,3,0
25697,13-04600,70,2,6,2,1,0,N,0,10,1,0
25698,30-00600,16,1,6,2,1,2,N,4,7,0,0
25699,32-00405,24,1,N,2,1,2,N,7,10,2,1
25700,51-51255,18,1,1,2,1,2,N,6,2,2,0
25701,24-01004,41,1,N,1,1,2,N,9,10,2,0
25702,24-01004,59,1,4,2,1,1,N,4,6,0,0
25703,08-00803,67,1,N,1,1,1,N,N,9,0,0
25704,38-00100,40,1,1,2,1,1,N,3,9,0,0
25705,40-00200,17,1,6,2,1,1,N,6,7,0,0
25706,24-01004,52,1,6,1,1,0,N,5,10,0,0
25707,29-01901,46,2,6,1,1,1,N,8,4,2,0
25708,06-08507,94,6,1,2,1,1,N,N,9,0,0
25709,51-01301,93,1,3,1,1,0,N,4,10,0,0
25710,36-03710,59,2,1,1,1,1,N,5,3,1,4
25711,13-04600,19,2,1,1,1,2,N,5,9,0,0
25712,38-00100,66,1,4,1,1,2,N,N,9,0,0
25713,32-00405,75,1,6,1,1,2,N,8,9,2,0
25714,17-03529,4,2,N,2,1,2,N,4,5,0,0
25715,51-51255,52,1,6,2,1,2,N,N,3,1,0
25716,36-04010,58,2,6,2,1,1,N,N,2,2,0
25717,26-02702,39,1,6,2,1,2,N,5,10,0,2
25718,08-00803,45,1,1,1,1,2,N,3,8,N,0
25719,51-51255,37,1,6,2,1,1,N,3,5,0,0
25720,28-01100,2,2,N,1,1,1,N,0,9,0,4
25721,19-01700,64,1,1,1,1,2,N,7,7,0,0
25722,32-00405,44,8,N,2,1,2,N,1,7,2,0
25723,30-00600,60,1,N,1,1,1,N,9,7,2,0
25724,30-00600,31,1,6,1,1,1,N,7,4,0,0
25725,17-03531,54,2,6,1,2,1,N,1,12,1,2
25726,24-01004,64,2,6,1,1,1,N,5,10,0,0
25727,17-03529,82,2,1,1,1,1,N,9,3,2,0
25728,29-01901,58,2,6,1,1,1,N,6,7,N,0
25729,32-00405,54,8,6,1,1,1,N,N,9,2,0
25730,06-07502,16,1,6,1,1,1,N,N,9,1,0
25731,40-00200,22,1,6,2,1,1,N,7,3,2,0
25732,38-00100,15,1,N,2,1,1,N,N,12,1,0
25733,24-01004,64,1,6,1,1,1,N,N,10,3,0
25734,32-00405,33,1,4,2,1,2,N,5,10,2,0
25735,32-00405,41,8,1,1,1,1,N,0,7,0,0
25736,13-04600,33,2,6,1,1,2,N,0,2,4,0
25737,06-08507,61,6,6,1,1,1,N,4,7,0,0
25738,06-08507,51,6,1,1,1,2,N,1,12,1,0
25739,38-00100,68,1,6,2,1,1,N,7,2,3,0
25740,36-04010,38,2,N,1,1,2,N,0,10,0,0
25741,38-00100,77,1,6,1,2,2,N,N,4,1,1
25742,51-51255,62,1,1,2,1,1,N,2,1,0,0
25743,06-08507,29,1,4,1,1,2,N,8,7,0,0
25744,17-03529,51,1,6,2,1,1,N,6,3,0,0
25745,36-04010,60,2,6,1,1,1,N,9,9,0,0
25746,08-00803,18,1,4,2,1,1,N,4,5,0,0
25747,38-00100,39,8,N,1,1,1,N,N,7,0,0
25748,38-00100,74,1,4,2,1,2,N,N,5,N,0
25749,32-00405,4,1,1,2,1,1,N,8,7,0,0
25750,40-00200,53,2,4,1,1,2,N,3,9,0,1
25751,51-51255,36,1,6,2,1,1,N,9,7,0,0
25752,28-01100,19,2,1,1,1,0,N,3,11,0,0
25753,19-01700,44,1,6,1,1,0,N,0,10,3,4
25754,28-01100,32,2,6,2,3,1,N,9,7,2,0
25755,13-04600,65,2,6,1,1,2,N,1,7,0,0
25756,06-07502,76,1,1,2,1,2,N,N,9,0,0
25757,17-03529,57,2,4,1,1,1,N,N,12,2,2
25758,17-03529,2,9,6,1,1,2,N,0,5,0,0
25759,08-00803,5,1,6,1,1,1,N,1,7,1,0
25760,06-08507,49,1,6,1,1,0,N,0,7,0,0
25761,29-01901,68,2,1,1,1,2,N,N,N,1,0
25762,08-00803,16,6,1,2,1,2,N,7,7,0,0
25763,38-00100,17,8,3,2,2,0,N,5,5,0,1
25764,24-01004,28,1,6,2,3,1,N,N,9,0,0
25765,40-00200,17,3,2,2,1,1,N,9,6,6,0
25766,51-51255,73,2,1,2,1,1,N,9,3,2,0
25767,06-08507,4,6,1,2,1,1,N,N,2,4,0
25768,13-04600,56,2,6,1,1,1,N,5,3,1,0
25769,40-00200,55,3,6,1,1,1,N,5,8,N,0
25770,24-01004,19,1,6,2,1,2,N,6,10,1,0
25771,51-51255,54,1,1,1,1,1,N,6,10,0,0
25772,06-08507,41,1,4,2,1,1,N,2,2,2,0
25773,32-00405,44,8,1,1,1,2,N,9,3,1,0
25774,24-01004,35,1,6,1,1,1,N,5,5,0,0
25775,06-07502,60,1,1,2,1,1,N,7,11,0,0
25776,30-00600,28,1,1,1,1,1,4,1,9,0,0
25777,51-51255,0,1,1,1,1,0,N,1,10,0,0
25778,51-01301,90,6,1,2,1,1,N,0,8,3,0
25779,24-01004,66,1,6,2,1,2,N,3,5,N,0
25780,24-01004,47,1,1,2,1,1,N,9,9,0,0
25781,08-00803,43,1,6,2,1,2,N,5,7,N,0
25782,17-03531,4,2,1,1,1,2,N,6,11,0,0
25783,19-01700,64,1,1,2,1,1,N,8,3,4,0
25784,19-01700,2,1,6,1,1,1,N,7,9,0,0
25785,26-02702,33,1,1,1,1,0,N,1,9,0,1
25786,06-08507,18,6,N,1,1,1,N,N,8,0,1
25787,17-03529,76,2,6,2,3,1,N,7,9,0,4
25788,06-08507,49,1,1,2,1,2,N,3,1,0,0
25789,38-00100,45,3,4,1,1,2,N,3,7,N,0
25790,17-03529,50,2,6,2,1,1,N,N,7,N,0
25791,24-01004,60,6,3,2,1,2,N,9,6,N,4
25792,40-00200,50,1,N,1,1,1,N,2,1,2,0
25793,36-04010,10,2,4,2,1,2,N,5,9,0,0
25794,19-01700,23,1,1,2,1,1,N,1,8,2,0
25795,24-01004,73,1,4,2,1,2,N,0,5,1,0
25796,24-01004,72,1,6,1,1,1,N,6,5,0,0
25797,28-01100,64,1,6,2,1,2,N,N,7,0,1
25798,06-08507,44,6,1,1,1,2,N,4,11,0,0
25799,17-03531,26,1,3,2,1,1,N,0,4,0,0
25800,08-00803,45,1,6,1,2,2,N,6,10,2,0
25801,24-01004,1,1,6,2,1,1,N,9,7,0,0
25802,30-00600,59,1,1,2,1,2,N,9,12,2,0
25803,17-03531,50,2,1,1,1,2,N,0,5,0,0
25804,06-07502,66,6,6,1,1,2,N,7,5,0,0
25805,24-01004,10,2,6,1,1,1,N,9,8,3,0
25806,06-08507,75,1,3,2,1,1,N,3,7,0,0
25807,29-01901,71,2,6,1,1,1,N,0,9,0,0
25808,38-00100,61,3,6,1,1,1,N,N,5,2,0
25809,13-04600,56,2,3,2,1,2,N,0,4,3,0
25810,08-00803,42,1,1,2,1,1,N,1,5,N,0
25811,28-01100,33,2,1,2,1,1,N,N,5,0,0
25812,06-08507,54,1,1,1,1,2,N,0,10,3,0
25813,08-00803,48,1,6,1,3,2,N,1,8,0,0
25814,51-01301,40,1,N,2,1,1,N,3,2,3,0
25815,24-01004,41,1,2,1,1,1,N,9,9,0,0
25816,19-01700,53,1,6,1,1,1,N,N,11,0,4
25817,06-08507,46,6,1,2,1,1,N,9,10,0,0
25818,13-04600,14,2,6,1,1,1,N,9,9,0,0
25819,13-04600,71,2,6,1,1,0,N,0,5,0,2
25820,13-04600,4,9,N,1,1,2,N,N,4,0,0
25821,06-07502,71,6,1,1,1,1,N,8,7,0,0
25822,19-01700,48,1,6,1,3,2,N,2,7,0,4
25823,40-00200,28,1,4,2,1,2,N,N,9,1,0
25824,36-03710,0,1,1,2,1,2,N,2,12,1,0
25825,26-02702,34,1,4,1,1,2,N,8,12,0,0
25826,38-00100,61,6,3,2,1,2,N,N,7,1,0
25827,36-04010,25,2,N,2,1,2,N,N,10,3,0
25828,17-03531,48,2,N,2,1,1,N,4,9,N,0
25829,24-01004,15,1,5,1,1,2,N,3,11,2,0
25830,51-01301,39,9,1,2,1,2,N,N,12,0,0
25831,32-00405,88,2,6,2,1,1,N,2,5,0,0
25832,17-03529,41,2,N,1,1,2,N,7,3,3,0
25833,51-51255,95,1,6,1,1,2,N,N,9,0,0
25834,17-03529,67,2,1,1,1,1,N,0,10,2,0
25835,30-00600,37,1,1,2,1,2,N,N,9,0,0
25836,24-01004,66,1,6,1,3,1,N,5,3,1,0
25837,06-07502,19,1,1,2,1,1,N,N,5,0,0
25838,51-51255,66,2,6,1,1,2,N,0,7,0,0
25839,29-01901,33,2,1,1,1,2,N,6,12,0,0
25840,26-02702,42,6,6,2,1,1,N,2,6,0,1
25841,01-01301,27,2,1,2,1,2,N,7,3,2,0
25842,51-51255,62,1,4,2,1,1,N,2,9,5,1
25843,32-00405,7,6,1,1,1,2,N,N,10,1,4
25844,13-04600,62,2,6,1,1,0,N,0,9,0,4
25845,24-01004,66,2,6,2,3,2,N,N,5,1,0
25846,01-01301,79,2,N,1,1,2,N,N,10,0,2
25847,01-01301,39,1,2,2,1,1,N,9,9,0,0
25848,38-00100,23,1,N,1,1,2,N,5,3,2,0
25849,38-00100,64,1,6,2,1,2,N,0,10,0,0
25850,36-03710,35,1,N,2,1,1,N,N,5,1,0
25851,36-04010,10,2,6,1,1,2,N,4,3,4,1
25852,13-04600,70,2,N,2,1,1,N,4,5,0,0
25853,51-51255,52,1,6,1,1,2,N,0,4,0,0
25854,19-01700,29,1,6,1,3,1,N,2,5,0,0
25855,51-01301,38,1,1,2,1,2,N,2,8,0,0
25856,28-01100,85,2,6,1,1,1,N,8,N,1,0
25857,28-01100,82,2,6,2,1,1,N,9,4,1,0
25858,28-01100,73,2,1,2,1,2,N,0,10,0,0
25859,30-00600,63,1,1,1,1,1,N,7,10,0,0
25860,36-04010,24,2,6,2,3,1,N,4,3,2,0
25861,06-08507,35,1,4,1,1,2,N,8,3,0,0
25862,06-08507,6,1,1,2,1,1,N,7,11,0,0
25863,24-01004,79,1,1,2,1,2,N,2,3,1,2
25864,17-03531,51,2,1,2,1,1,3,9,7,0,0
25865,40-00200,45,1,6,2,1,1,N,7,9,0,0
25866,36-04010,30,2,6,1,1,1,N,N,7,0,0
25867,29-01901,69,9,1,1,1,2,N,0,5,0,0
25868,17-03529,49,2,6,2,1,0,N,1,8,0,0
25869,30-00600,5,1,4,1,1,2,N,3,9,0,0
25870,36-04010,51,2,6,2,3,1,N,6,1,2,0
25871,51-01301,77,1,6,2,1,1,N,6,12,0,0
25872,17-03531,65,2,3,2,1,1,N,9,7,0,0
25873,36-04010,48,2,4,2,1,1,N,8,12,0,0
25874,38-00100,68,1,1,2,1,1,N,7,2,N,0
25875,06-08507,51,6,6,1,1,1,N,8,9,0,0
25876,08-00803,35,1,4,1,1,0,N,1,7,0,0
25877,19-01700,62,1,6,2,1,2,N,N,7,N,1
25878,06-08507,49,1,6,1,1,1,N,N,5,0,0
25879,51-01301,70,1,N,1,1,2,N,N,9,0,0
25880,36-04010,52,2,1,1,1,1,N,8,10,1,0
25881,01-01301,61,2,6,1,1,0,N,1,7,N,0
25882,36-03710,27,2,6,2,1,1,N,5,3,3,0
25883,06-08507,67,1,N,1,1,2,N,6,3,N,0
25884,08-00803,19,1,N,2,1,2,N,4,5,0,2
25885,17-03529,44,1,1,2,1,1,N,N,7,N,0
25886,40-00200,29,1,4,2,1,1,N,8,12,2,0
25887,19-01700,13,1,6,1,1,2,N,8,8,0,0
25888,28-01100,15,1,6,2,3,1,N,5,12,0,0
25889,36-04010,64,8,N,1,1,2,N,2,9,0,0
25890,28-01100,20,2,1,2,1,2,N,N,7,0,0
25891,28-01100,8,1,4,2,1,1,N,9,7,1,0
25892,51-51255,73,2,N,1,1,2,N,3,3,0,0
25893,17-03529,38,2,6,2,3,1,N,6,7,0,0
25894,17-03531,52,2,6,1,3,2,N,2,9,0,0
25895,26-02702,19,1,4,1,1,2,N,3,2,3,0
25896,51-01301,40,1,6,2,1,2,N,9,N,2,0
25897,26-02702,45,1,6,2,1,1,N,1,10,1,0
25898,24-01004,9,1,1,2,1,1,N,9,3,1,0
25899,06-07502,18,6,N,1,1,1,N,7,7,N,0
25900,24-01004,62,1,3,2,1,2,N,9,7,0,0
25901,40-00200,15,1,6,1,1,1,N,N,8,0,4
25902,32-00405,53,2,N,1,1,1,N,9,9,0,0
25903,24-01004,51,1,6,1,1,1,N,0,10,0,0
25904,38-00100,17,1,N,1,1,0,N,3,7,N,0
25905,08-00803,21,1,4,1,2,1,N,6,7,0,0
25906,30-00600,28,1,1,2,1,1,N,0,5,0,0
25907,30-00600,39,1,6,2,1,1,N,9,7,1,0
25908,51-01301,26,1,6,2,1,2,N,7,3,2,0
25909,17-03529,6,2,N,2,1,2,N,1,5,0,0
25910,24-01004,63,1,N,2,1,1,N,8,7,0,0
25911,32-00405,4,1,N,1,1,2,N,N,7,0,0
25912,30-00600,37,3,N,1,1,2,N,0,9,0,0
25913,38-00100,38,1,6,2,1,1,N,8,4,2,0
25914,40-00200,45,1,N,1,1,1,N,9,3,2,0
25915,08-00803,20,1,N,2,1,1,N,4,3,1,0
25916,28-01100,32,2,1,1,1,0,N,0,3,0,1
25917,36-03710,51,2,N,1,1,1,N,6,6,0,0
25918,06-07502,39,1,1,2,1,1,N,6,5,0,0
25919,40-00200,15,9,1,2,1,1,N,6,4,3,0
25920,30-00600,32,1,4,2,1,1,N,8,3,0,1
25921,06-08507,67,6,4,2,1,1,N,8,7,0,0
25922,08-00803,46,1,1,2,1,1,N,8,4,0,0
25923,40-00200,38,3,1,1,1,1,N,4,11,0,0
25924,30-00600,9,1,N,2,1,1,N,3,5,N,0
25925,40-00200,38,5,N,2,1,2,N,6,9,0,0
25926,28-01100,18,2,N,1,1,1,N,9,9,0,0
25927,32-00405,75,2,4,2,1,1,N,5,9,1,0
25928,38-00100,29,3,1,1,1,1,N,9,8,2,0
25929,36-03710,25,2,N,2,1,2,N,N,9,0,0
25930,51-01301,15,9,1,1,1,2,N,5,9,0,0
25931,24-01004,12,1,6,1,2,1,N,9,10,2,0
25932,30-00600,55,3,6,1,1,1,N,0,7,0,0
25933,38-00100,12,3,N,2,1,1,N,4,5,0,0
25934,17-03531,58,2,6,2,1,2,N,N,11,2,0
25935,51-01301,27,1,1,2,1,2,N,N,5,0,0
25936,30-00600,32,1,6,1,2,2,N,2,12,3,0
25937,06-07502,61,1,1,2,1,1,N,9,2,1,0
25938,32-00405,10,6,1,2,1,1,N,7,5,1,0
25939,29-01901,37,1,N,1,1,1,N,0,7,0,0
25940,36-03710,63,1,3,2,1,2,N,4,11,0,0
25941,24-01004,4,1,6,2,1,2,N,3,9,0,0
25942,30-00600,13,1,6,2,1,1,N,4,7,0,0
25943,06-08507,82,1,N,2,1,2,N,0,10,0,0
25944,38-00100,65,1,N,2,1,2,N,1,5,3,2
25945,19-01700,14,1,6,1,1,0,N,0,1,2,0
25946,40-00200,20,2,4,1,1,1,N,1,10,2,0
25947,30-00600,59,1,6,2,3,1,N,0,7,0,0
25948,36-04010,63,2,1,1,1,2,N,3,8,0,0
25949,24-01004,31,8,6,2,1,1,N,2,5,0,0
25950,24-01004,5,1,1,1,1,1,N,6,5,0,0
25951,06-07502,58,1,2,1,2,0,N,0,N,1,0
25952,30-00600,68,6,6,1,1,2,N,1,7,N,0
25953,06-08507,48,6,6,1,3,2,N,1,5,0,0
25954,17-03529,26,1,N,2,1,2,N,1,4,1,0
25955,06-08507,54,1,4,2,1,1,N,8,4,0,0
25956,51-01301,6,1,N,2,1,1,N,2,5,0,0
25957,32-00405,62,1,N,2,1,2,N,7,5,0,1
25958,13-04600,25,1,1,1,1,1,N,N,5,0,0
25959,06-07502,50,6,1,2,1,1,N,N,3,2,0
25960,36-04010,23,9,3,2,1,1,N,9,5,0,0
25961,29-01901,75,2,1,1,1,2,N,7,12,0,0
25962,30-00600,68,1,6,2,1,2,N,6,5,3,0
25963,38-00100,36,1,4,2,1,1,N,0,7,0,0
25964,29-01901,70,2,N,2,1,2,N,5,10,2,0
25965,32-00405,35,8,2,2,2,1,N,N,5,0,0
25966,36-03710,35,2,4,2,1,2,N,N,8,0,0
25967,51-51255,16,1,6,1,1,1,N,1,8,1,0
25968,51-01301,23,1,1,1,1,2,N,3,5,0,0
25969,51-51255,62,1,1,1,1,0,N,2,11,0,0
25970,51-51255,56,6,1,1,1,1,N,0,8,0,0
25971,24-01004,19,1,1,2,1,1,N,9,9,0,0
25972,36-03710,52,2,1,2,1,2,N,4,7,N,0
25973,28-01100,13,2,6,2,1,0,N,1,9,0,4
25974,32-00405,7,6,6,2,1,1,N,0,11,0,0
25975,08-00803,75,1,N,1,1,1,N,0,9,2,0
25976,19-01700,3,8,6,2,1,1,N,5,9,N,0
25977,36-04010,33,2,6,1,1,1,N,0,3,0,0
25978,17-03529,41,2,6,1,1,1,N,4,7,N,0
25979,24-01004,51,1,1,1,1,1,N,0,5,0,0
25980,19-01700,18,1,6,1,3,1,N,0,7,N,0
25981,32-00405,3,8,6,1,1,0,N,1,10,0,0
25982,19-01700,29,1,1,1,1,1,N,N,10,0,0
25983,40-00200,53,2,1,2,1,1,N,9,9,0,0
25984,13-04600,37,2,N,1,1,1,N,7,4,0,0
25985,13-04600,19,2,1,2,1,1,N,4,2,0,0
25986,40-00200,18,1,1,2,1,1,2,8,10,0,0
25987,08-00803,30,1,1,1,1,1,N,3,3,2,1
25988,06-08507,52,1,N,1,1,1,N,9,8,2,0
25989,17-03529,18,2,6,2,1,1,N,7,9,0,0
25990,51-51255,93,2,3,2,1,1,N,6,5,N,0
25991,19-01700,5,1,6,2,1,1,N,8,4,N,0
25992,13-04600,54,2,6,2,1,2,N,0,10,0,0
25993,13-04600,80,2,6,1,1,0,N,3,9,2,0
25994,30-00600,45,1,1,1,1,1,N,7,9,0,0
25995,17-03529,4,1,3,1,1,2,N,1,4,5,1
25996,26-02702,19,1,2,2,1,2,N,0,5,1,0
25997,51-51255,16,1,6,2,1,1,N,5,7,0,0
25998,17-03531,73,2,6,2,1,1,5,2,7,0,0
25999,19-01700,31,1,N,2,1,1,N,8,7,2,1
26000,51-51255,67,1,6,1,3,1,N,N,7,0,0
26001,17-03529,3,6,1,2,1,2,N,N,7,0,0
26002,38-00100,34,1,1,2,1,1,N,8,9,3,0
26003,06-08507,44,1,6,2,1,2,N,6,5,0,0
26004,36-04010,65,2,4,2,1,1,N,2,10,0,0
26005,36-04010,55,1,6,1,1,2,N,0,N,2,0
26006,06-07502,17,1,1,2,1,2,N,3,5,0,0
26007,06-08507,29,6,6,1,3,2,N,4,9,0,0
26008,38-00100,20,1,1,2,1,2,N,7,10,0,0
26009,32-00405,55,1,6,1,1,1,N,2,9,1,0
26010,38-00100,6,1,6,2,1,1,N,9,11,0,0
26011,26-02702,53,1,6,1,1,2,N,0,5,0,0
26012,08-00803,18,1,6,2,1,2,N,8,9,0,0
26013,19-01700,40,1,6,2,1,2,N,2,10,3,0
26014,13-04600,20,2,6,1,1,1,N,9,12,2,0
26015,51-51255,49,1,4,2,1,1,N,4,9,0,0
26016,06-08507,61,6,N,2,1,1,N,9,4,2,0
26017,51-01301,25,1,6,1,1,2,N,N,5,0,0
26018,19-01700,62,1,1,2,1,2,N,0,9,0,0
26019,17-03529,86,2,3,2,1,2,N,9,9,3,0
26020,24-01004,5,1,1,2,1,1,N,N,6,N,4
26021,29-01901,62,2,6,1,1,0,N,0,3,2,0
26022,13-04600,81,2,6,1,1,2,N,0,3,2,0
26023,17-03529,9,2,1,2,1,1,N,N,5,0,0
26024,30-00600,9,1,1,1,1,2,N,N,8,0,0
26025,29-01901,19,1,1,2,1,1,N,6,10,0,0
26026,24-01004,65,1,4,2,1,1,N,1,1,2,0
26027,30-00600,74,1,1,1,1,1,N,3,4,N,0
26028,51-51255,62,1,3,2,1,1,N,9,7,0,0
26029,26-02702,19,1,N,2,1,2,N,2,5,0,0
26030,36-04010,62,2,N,2,1,1,N,0,2,0,0
26031,51-01301,31,1,6,1,1,1,N,1,4,N,0
26032,36-03710,36,2,1,1,1,1,N,N,10,0,0
26033,17-03529,4,9,6,2,1,2,N,2,4,0,4
26034,06-08507,51,6,6,1,1,2,N,N,5,0,0
26035,36-03710,25,8,3,1,1,1,N,1,9,1,0
26036,29-01901,23,1,N,2,1,2,N,7,4,3,0
26037,30-00600,30,3,6,1,1,2,N,0,3,3,0
26038,17-03529,2,2,6,1,2,1,N,0,6,0,0
26039,24-01004,70,6,1,1,1,1,N,2,5,1,0
26040,06-07502,37,2,6,2,1,2,N,1,9,0,0
26041,17-03531,88,2,6,2,1,0,N,6,10,0,0
26042,19-01700,25,1,6,2,1,2,N,2,11,0,0
26043,19-01700,64,1,1,2,1,2,N,6,12,0,0
26044,38-00100,0,1,1,2,1,1,N,9,9,0,0
26045,24-01004,60,1,1,1,1,1,N,7,9,0,0
26046,38-00100,2,1,1,2,1,2,N,2,9,0,0
26047,08-00803,53,1,1,2,1,1,N,9,8,0,0
26048,30-00600,67,3,6,2,1,1,N,2,5,0,0
26049,24-01004,45,1,6,2,1,2,N,9,11,0,0
26050,40-00200,25,9,6,1,1,1,N,2,3,2,0
26051,51-51255,81,6,4,1,1,2,N,0,9,0,0
26052,01-01301,1,2,6,2,1,1,N,6,3,3,0
26053,26-02702,45,9,6,1,1,1,N,N,5,0,0
26054,24-01004,72,1,5,2,1,2,N,4,11,0,0
26055,30-00600,64,1,6,1,1,0,N,1,3,2,0
26056,08-00803,30,1,1,2,1,1,N,0,3,3,1
26057,28-01100,32,2,1,2,1,2,N,5,5,0,0
26058,51-51255,58,1,6,2,1,2,N,9,9,0,0
26059,28-01100,52,2,6,2,1,1,N,N,5,0,0
26060,38-00100,63,1,4,1,1,1,N,0,7,0,0
26061,38-00100,40,1,6,2,1,0,N,2,9,0,0
26062,17-03531,72,2,1,2,1,2,N,2,9,0,0
