"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DREM","HOUSING_TYPE","OWN_RENT"
"23197","37","1","1","3","6","4","N","2","1","2"
"23198","65","1","1","1","9","9","N","2","1","1"
"23199","61","2","4","2","6","1","N","2","1","2"
"23200","32","2","1","2","5","4","N","2","1","2"
"23201","18","1","6","1","7","8","N","2","1","1"
"23202","21","1","6","9","7","1","N","2","1","2"
"23203","46","1","1","1","10","9","N","2","1","1"
"23204","57","1","1","1","5","2","N","2","1","2"
"23205","0","1","N","1","N","N","N","N","1","1"
"23206","60","2","6","2","4","2","N","2","1","1"
"23207","73","2","1","1","10","6","N","2","1","1"
"23208","27","2","6","1","9","0","N","2","3","0"
"23209","72","2","1","1","9","8","N","2","1","1"
"23210","55","2","6","2","7","8","N","2","1","1"
"23211","6","2","N","2","1","N","N","2","1","1"
"23212","1","1","N","6","N","N","N","N","1","2"
"23213","7","2","N","1","3","N","N","2","1","1"
"23214","48","1","6","1","8","9","N","2","1","1"
"23215","81","2","1","1","12","2","N","2","1","1"
"23216","43","2","6","2","5","6","N","2","1","1"
"23217","55","1","1","1","9","7","N","2","1","1"
"23218","43","1","1","2","11","9","N","2","1","1"
"23219","30","2","6","2","7","4","N","2","1","2"
"23220","39","1","1","2","7","8","N","2","1","1"
"23221","46","2","6","2","5","3","N","2","1","2"
"23222","48","2","1","1","9","8","N","2","1","1"
"23223","0","2","N","2","N","N","N","N","1","1"
"23224","59","1","1","3","5","0","N","2","1","1"
"23225","81","2","2","1","5","3","N","2","1","1"
"23226","51","2","4","2","7","5","N","2","1","2"
"23227","30","2","6","1","10","8","N","2","1","1"
"23228","32","1","1","1","11","5","N","2","1","1"
"23229","86","2","3","1","1","3","N","1","1","1"
"23230","58","2","1","2","7","0","N","2","1","1"
"23231","42","2","4","1","9","7","N","2","1","2"
"23232","1","2","N","2","N","N","N","N","1","1"
"23233","19","1","6","1","7","1","N","2","3","0"
"23234","36","2","1","2","9","6","N","2","1","1"
"23235","52","1","4","1","6","5","N","2","1","1"
"23236","23","1","6","6","7","4","N","2","1","1"
"23237","16","1","6","1","4","0","N","2","1","1"
"23238","45","2","4","5","8","8","N","2","1","1"
"23239","28","2","6","1","9","7","N","2","1","1"
"23240","20","1","6","1","7","1","N","2","1","2"
"23241","51","2","6","2","5","7","N","2","1","2"
"23242","82","1","1","1","10","8","N","2","1","2"
"23243","6","1","N","9","2","N","N","2","1","1"
"23244","6","2","N","1","2","N","N","2","1","1"
"23245","52","2","1","6","10","6","N","2","1","1"
"23246","16","2","6","2","4","0","N","1","1","2"
"23247","34","1","1","2","5","5","N","2","1","2"
"23248","45","2","1","1","12","9","N","2","1","1"
"23249","34","2","6","1","11","5","N","2","1","1"
"23250","28","2","1","1","5","0","N","2","1","1"
"23251","14","1","N","1","3","N","N","2","1","1"
"23252","22","1","6","2","9","4","N","2","1","2"
"23253","29","2","1","1","9","6","N","2","1","1"
"23254","37","1","6","1","7","5","N","2","1","2"
"23255","29","2","6","1","7","0","N","2","1","2"
"23256","44","2","6","6","9","6","N","2","1","2"
"23257","72","2","3","1","5","3","N","2","1","2"
"23258","65","1","5","2","4","4","N","2","1","2"
"23259","27","2","4","1","7","0","N","2","1","1"
"23260","89","2","6","2","4","3","N","1","1","2"
"23261","41","2","1","1","9","9","N","2","1","1"
"23262","32","1","1","1","6","4","N","2","1","1"
"23263","37","1","6","2","7","3","N","1","1","2"
"23264","56","2","1","1","9","9","N","2","1","1"
"23265","47","1","4","1","9","8","N","2","1","2"
"23266","22","1","6","6","9","1","N","2","1","2"
"23267","58","2","1","2","5","0","N","2","1","1"
"23268","59","1","4","2","4","2","N","2","1","2"
"23269","45","2","6","2","10","7","4","2","1","2"
"23270","67","1","3","2","7","2","N","2","1","2"
"23271","65","2","6","1","9","9","N","2","1","2"
"23272","51","2","1","2","7","3","N","1","1","1"
"23273","15","2","6","2","4","0","N","2","1","1"
"23274","38","2","3","2","7","2","N","2","1","1"
"23275","78","1","4","2","5","7","N","2","1","2"
"23276","55","1","1","9","7","7","N","2","1","1"
"23277","68","2","4","2","8","2","N","2","1","1"
"23278","1","2","N","2","N","N","N","N","1","2"
"23279","36","1","6","2","9","0","N","2","1","2"
"23280","36","2","6","2","8","8","N","2","1","2"
"23281","48","2","1","1","7","9","N","2","1","1"
"23282","13","1","N","2","3","N","N","2","1","1"
"23283","74","2","1","1","10","6","N","2","1","1"
"23284","12","1","N","2","3","N","N","2","1","1"
"23285","10","1","N","1","3","N","N","2","1","2"
"23286","27","1","6","1","4","3","N","2","3","0"
"23287","81","2","4","2","9","5","N","2","1","2"
"23288","21","1","6","6","7","2","N","2","3","0"
"23289","44","1","1","1","9","9","N","2","1","1"
"23290","51","1","1","8","5","6","N","2","1","2"
"23291","61","2","1","2","4","1","N","2","1","2"
"23292","15","1","6","9","4","0","N","2","1","1"
"23293","36","2","2","2","4","1","N","1","2","0"
"23294","30","2","6","2","5","5","N","2","1","2"
"23295","23","2","6","2","7","0","N","2","1","2"
"23296","40","2","6","2","7","1","N","2","1","2"
"23297","19","1","6","1","7","0","N","2","3","0"
"23298","63","2","1","2","7","5","N","2","1","2"
"23299","46","1","1","1","5","2","N","2","1","1"
"23300","37","1","6","3","6","3","N","2","1","1"
"23301","94","1","1","1","10","3","N","2","1","1"
"23302","33","2","1","1","10","7","N","2","1","1"
"23303","19","2","6","2","5","3","N","2","1","2"
"23304","45","1","6","1","9","8","N","2","1","1"
"23305","35","1","1","1","9","7","N","2","1","2"
"23306","74","2","1","1","5","6","N","2","1","1"
"23307","31","2","6","1","9","5","N","2","1","1"
"23308","13","1","N","1","3","N","N","2","1","2"
"23309","57","1","1","1","9","8","N","2","1","1"
"23310","72","1","6","1","10","8","N","2","1","1"
"23311","24","1","6","2","5","1","N","2","1","1"
"23312","18","1","6","1","5","0","N","2","1","1"
"23313","71","2","1","1","7","5","N","2","1","1"
"23314","52","2","4","1","9","8","N","2","1","2"
"23315","58","2","3","1","7","6","N","2","1","1"
"23316","53","1","1","1","4","0","N","2","1","1"
"23317","20","2","6","1","7","2","N","2","3","0"
"23318","65","1","1","3","5","5","N","2","1","1"
"23319","55","2","1","1","5","8","N","2","1","1"
"23320","18","1","6","1","4","1","N","2","1","1"
"23321","66","2","1","1","9","1","N","1","1","1"
"23322","32","2","6","1","9","9","N","2","1","1"
"23323","80","1","4","1","6","5","N","2","1","2"
"23324","57","1","1","1","5","5","N","2","1","2"
"23325","3","1","N","1","1","N","N","N","1","1"
"23326","56","1","4","2","6","8","N","2","1","2"
"23327","56","1","4","1","12","9","N","2","1","1"
"23328","8","2","N","1","3","N","N","2","1","1"
"23329","52","1","1","1","10","9","N","2","1","1"
"23330","50","2","6","1","11","9","N","2","1","2"
"23331","79","2","4","2","5","5","N","2","1","2"
"23332","61","2","5","1","10","4","N","2","1","1"
"23333","13","1","N","1","3","N","N","2","1","1"
"23334","24","2","6","1","9","7","N","2","1","2"
"23335","62","1","4","1","6","6","N","2","1","2"
"23336","79","1","6","1","7","4","N","1","1","1"
"23337","62","1","1","2","9","5","N","2","1","1"
"23338","88","1","6","1","9","7","5","1","1","2"
"23339","49","1","1","1","11","6","N","2","1","1"
"23340","53","1","2","1","7","8","N","2","1","1"
"23341","68","2","1","1","10","7","N","2","1","1"
"23342","12","2","N","9","3","N","N","2","1","1"
"23343","40","1","1","6","9","0","N","2","1","1"
"23344","65","1","5","6","5","4","N","2","2","0"
"23345","1","2","N","1","N","N","N","N","1","1"
"23346","19","1","6","1","7","1","N","2","1","1"
"23347","3","2","N","1","1","N","N","N","1","2"
"23348","46","2","1","6","9","8","N","2","1","2"
"23349","41","1","1","1","4","0","N","2","1","1"
"23350","75","1","3","2","9","8","N","2","1","2"
"23351","88","1","1","6","9","9","N","2","1","1"
"23352","70","2","6","1","4","7","N","2","1","1"
"23353","16","1","6","8","4","2","N","2","1","1"
"23354","33","2","1","1","9","0","N","2","1","2"
"23355","85","1","1","1","9","8","N","2","1","1"
"23356","41","2","1","1","10","9","N","2","1","2"
"23357","49","2","1","1","5","5","N","2","1","1"
"23358","64","1","1","1","10","8","N","2","1","1"
"23359","47","1","6","2","7","8","N","2","1","2"
"23360","37","2","6","2","7","4","N","2","1","1"
"23361","47","1","1","1","11","7","N","2","1","1"
"23362","12","1","N","1","3","N","N","2","1","1"
"23363","75","1","4","2","5","5","N","2","1","2"
"23364","22","1","6","6","9","3","N","2","1","2"
"23365","21","1","6","2","9","4","N","2","1","2"
"23366","67","1","1","1","2","2","N","2","1","1"
"23367","30","2","6","6","10","4","N","2","1","1"
"23368","47","2","1","2","9","8","N","2","1","1"
"23369","42","2","1","1","9","8","N","2","1","1"
"23370","9","2","N","2","3","N","N","2","1","2"
"23371","45","2","1","2","5","0","N","2","1","1"
"23372","13","2","N","1","3","N","N","2","1","2"
"23373","44","2","1","1","5","5","N","2","1","1"
"23374","57","2","2","1","7","4","N","2","1","1"
"23375","41","2","1","6","1","0","N","2","1","1"
"23376","78","2","1","2","5","2","N","2","1","1"
"23377","50","2","4","2","10","6","N","2","1","1"
"23378","63","1","1","2","7","6","N","1","1","1"
"23379","24","1","1","6","9","1","N","2","1","2"
"23380","23","2","1","1","8","3","N","2","1","1"
"23381","54","1","4","1","9","9","N","2","1","2"
"23382","27","2","1","1","9","3","N","2","1","2"
"23383","70","2","4","2","7","1","N","2","1","1"
"23384","78","2","1","1","10","2","N","2","1","1"
"23385","27","1","6","1","9","8","N","2","1","2"
"23386","25","1","6","1","7","2","N","2","3","0"
"23387","4","1","N","2","2","N","N","N","1","2"
"23388","70","1","4","2","5","5","N","2","1","2"
"23389","67","1","1","1","7","9","N","2","1","1"
"23390","59","1","5","2","5","3","N","2","1","2"
"23391","64","2","6","2","7","2","N","2","1","1"
"23392","80","2","3","1","4","3","N","2","1","1"
"23393","4","1","N","1","2","N","N","N","1","1"
"23394","16","2","6","2","4","0","N","2","1","2"
"23395","95","2","3","1","10","1","N","2","1","1"
"23396","54","1","4","1","7","4","N","2","1","1"
"23397","42","1","1","1","4","4","N","2","1","1"
"23398","4","1","N","2","1","N","N","N","1","1"
"23399","6","2","N","2","1","N","N","2","1","1"
"23400","34","1","6","2","10","8","N","2","1","1"
"23401","67","1","1","1","8","2","N","2","1","1"
"23402","72","1","1","1","11","8","N","2","1","1"
"23403","10","2","N","1","3","N","N","2","1","2"
"23404","29","1","1","6","9","5","N","2","1","2"
"23405","53","2","1","1","9","0","N","2","1","1"
"23406","81","2","3","1","8","7","N","2","1","2"
"23407","0","1","N","1","N","N","N","N","1","2"
"23408","61","2","4","6","6","0","N","2","1","2"
"23409","17","2","6","3","4","0","N","1","1","2"
"23410","11","1","N","9","3","N","N","2","1","2"
"23411","57","1","1","1","9","9","N","2","1","1"
"23412","25","2","6","1","10","5","N","2","1","2"
"23413","67","2","1","2","5","3","N","2","1","2"
"23414","19","1","6","1","5","0","N","2","1","1"
"23415","23","1","6","1","5","6","N","2","1","1"
"23416","13","1","N","1","3","N","N","2","1","1"
"23417","9","1","N","9","3","N","N","2","1","2"
"23418","64","1","1","2","5","6","N","2","1","1"
"23419","79","2","1","1","7","5","N","2","1","1"
"23420","61","2","1","1","9","0","N","2","1","1"
"23421","56","1","4","1","5","6","N","2","1","1"
"23422","41","2","6","1","4","0","N","2","2","0"
"23423","25","2","6","1","9","2","N","2","1","2"
"23424","15","2","6","2","4","0","N","2","1","2"
"23425","2","2","N","2","N","N","N","N","1","1"
"23426","29","1","6","1","7","4","N","2","1","1"
"23427","73","2","3","1","4","2","N","1","2","0"
"23428","23","1","6","1","9","3","N","2","1","1"
"23429","23","2","6","6","9","0","N","2","3","0"
"23430","53","1","1","1","10","8","N","2","1","2"
"23431","60","1","1","1","7","5","N","2","1","1"
"23432","1","2","N","1","N","N","N","N","1","1"
"23433","45","1","1","1","5","9","N","2","1","1"
"23434","72","2","3","1","5","8","N","2","1","2"
"23435","43","2","1","1","7","6","N","2","1","1"
"23436","24","1","2","1","9","9","N","2","1","1"
"23437","60","2","4","2","8","6","N","2","1","2"
"23438","17","2","6","2","4","0","N","2","1","2"
"23439","34","1","1","1","7","6","N","2","1","1"
"23440","72","1","1","1","9","9","N","2","1","1"
"23441","70","1","1","1","9","4","N","2","1","1"
"23442","4","2","N","1","1","N","N","N","1","2"
"23443","20","2","6","1","7","0","N","2","3","0"
"23444","14","2","N","2","3","N","N","1","1","1"
"23445","12","2","N","2","3","N","N","2","1","1"
"23446","41","2","1","6","12","3","N","2","1","1"
"23447","36","2","4","2","5","5","N","2","1","2"
"23448","36","1","6","1","5","0","N","2","2","0"
"23449","61","2","6","1","7","0","N","2","1","1"
"23450","62","2","4","1","6","2","N","2","1","2"
"23451","19","1","6","2","7","1","N","2","1","2"
"23452","39","2","6","2","9","7","N","2","1","2"
"23453","5","1","N","1","2","N","N","2","1","1"
"23454","20","1","6","2","5","3","N","2","1","2"
"23455","47","1","1","1","9","8","N","2","1","2"
"23456","75","2","4","2","5","2","N","2","1","2"
"23457","38","2","1","2","8","3","N","2","1","1"
"23458","41","2","1","2","7","3","N","2","1","2"
"23459","16","2","6","2","4","2","N","2","1","1"
"23460","79","2","1","2","9","5","N","2","1","1"
"23461","57","2","4","3","8","8","N","2","1","2"
"23462","16","2","6","1","4","0","N","2","1","2"
"23463","64","2","6","2","9","6","N","2","1","2"
"23464","46","2","2","2","4","2","N","2","1","2"
"23465","42","2","1","1","9","9","N","2","1","1"
"23466","49","1","5","2","5","3","N","2","1","2"
"23467","15","2","6","1","4","0","N","2","1","1"
"23468","36","2","1","6","7","2","N","2","1","1"
"23469","5","1","N","2","2","N","N","2","1","2"
"23470","35","1","1","1","9","6","N","2","1","2"
"23471","38","1","6","1","5","0","N","2","1","2"
"23472","27","1","6","6","9","8","N","2","1","2"
"23473","65","1","1","1","9","9","N","2","1","1"
"23474","88","2","1","1","5","2","N","1","1","1"
"23475","56","1","6","2","4","7","N","2","1","1"
"23476","21","1","6","3","7","3","N","2","1","1"
"23477","20","1","6","1","7","6","N","2","1","2"
"23478","74","1","1","1","5","6","N","2","1","1"
"23479","51","1","1","8","5","1","N","2","1","2"
"23480","18","1","6","6","3","2","N","2","3","0"
"23481","43","1","1","6","9","8","N","2","1","2"
"23482","89","1","3","2","7","6","N","2","2","0"
"23483","41","2","1","1","8","5","N","2","1","1"
"23484","59","1","4","2","9","7","N","2","1","1"
"23485","80","1","3","2","4","7","N","2","1","1"
"23486","19","2","6","6","7","1","N","2","3","0"
"23487","75","2","1","1","7","6","N","2","1","1"
"23488","59","2","4","1","10","9","N","2","1","1"
"23489","54","2","1","1","10","9","N","2","1","1"
"23490","59","2","2","1","11","9","N","2","1","2"
"23491","69","1","1","1","9","9","N","2","1","1"
"23492","64","2","1","1","5","0","N","2","1","1"
"23493","29","2","2","2","9","6","N","2","1","2"
"23494","24","2","1","1","9","6","N","2","1","1"
"23495","79","1","4","2","7","3","N","1","1","1"
"23496","49","2","1","1","9","0","N","2","1","1"
"23497","42","1","6","2","8","2","N","2","1","2"
"23498","33","2","1","1","5","3","N","2","1","1"
"23499","72","2","5","6","9","3","N","2","1","2"
"23500","25","1","6","2","10","5","N","2","1","2"
"23501","83","2","1","1","9","8","N","2","1","1"
"23502","74","1","4","8","5","2","N","2","2","0"
"23503","20","1","6","2","5","5","N","2","1","1"
"23504","7","1","N","3","3","N","N","2","1","1"
"23505","16","2","6","2","4","0","N","2","1","1"
"23506","41","1","6","2","7","5","N","2","1","2"
"23507","48","1","1","9","5","7","N","2","1","1"
"23508","35","2","1","1","10","8","N","2","1","2"
"23509","18","2","6","6","4","1","N","2","2","0"
"23510","22","2","6","1","7","2","N","2","1","2"
"23511","18","2","6","1","7","1","N","2","3","0"
"23512","54","2","4","1","8","8","N","2","1","2"
"23513","58","2","6","9","9","5","N","1","1","1"
"23514","34","1","1","1","9","8","N","2","1","1"
"23515","36","1","1","1","7","6","N","2","1","1"
"23516","16","1","6","2","4","1","N","2","1","1"
"23517","59","2","5","8","5","6","N","2","1","1"
"23518","38","2","1","6","11","9","N","2","1","1"
"23519","26","2","6","1","9","2","N","2","1","1"
"23520","64","2","5","2","1","0","N","2","3","0"
"23521","74","1","1","1","12","7","N","2","1","1"
"23522","22","2","6","1","5","3","N","2","1","1"
"23523","35","2","6","1","5","0","N","2","1","2"
"23524","47","1","1","1","7","9","N","2","1","1"
"23525","39","1","1","6","11","6","N","2","1","2"
"23526","16","2","6","1","4","0","N","2","1","1"
"23527","11","2","N","3","3","N","N","2","1","1"
"23528","46","1","6","2","4","4","N","2","1","2"
"23529","62","1","1","1","7","3","N","2","1","1"
"23530","30","1","6","2","8","2","N","2","1","2"
"23531","35","1","6","8","5","8","N","2","1","2"
"23532","11","2","N","2","3","N","N","2","1","1"
"23533","45","2","1","1","10","5","N","2","1","1"
"23534","39","2","1","1","9","8","N","2","1","1"
"23535","69","1","1","1","10","6","2","2","1","1"
"23536","42","2","1","6","5","2","N","2","1","1"
"23537","61","1","1","1","7","0","N","2","1","1"
"23538","18","1","6","1","4","0","N","2","3","0"
"23539","35","2","6","1","9","8","N","2","1","1"
"23540","72","2","1","1","3","2","N","2","1","1"
"23541","44","2","1","1","7","4","N","2","1","1"
"23542","77","1","3","9","7","2","N","2","3","0"
"23543","19","1","6","2","7","2","N","2","1","2"
"23544","23","1","6","6","9","0","N","2","1","1"
"23545","10","2","N","1","3","N","N","2","1","2"
"23546","78","1","6","2","5","4","N","2","1","2"
"23547","66","2","1","1","3","1","N","2","1","1"
"23548","9","1","N","1","3","N","N","2","1","1"
"23549","14","2","N","2","3","N","N","2","1","2"
"23550","56","2","6","1","9","2","N","2","1","2"
"23551","28","2","1","3","5","0","N","2","1","2"
"23552","79","2","3","2","6","2","N","1","1","2"
"23553","19","1","6","3","7","1","N","2","1","2"
"23554","37","1","4","1","9","7","N","2","1","2"
"23555","4","2","N","1","1","N","N","N","1","2"
"23556","57","1","1","1","10","6","N","2","1","1"
"23557","72","2","1","1","7","2","N","2","1","1"
"23558","37","2","1","1","5","3","N","2","1","2"
"23559","28","2","6","2","10","7","N","2","1","2"
"23560","52","2","4","1","9","7","N","2","1","1"
"23561","56","1","4","1","7","9","N","2","1","1"
"23562","56","1","2","1","10","9","N","2","1","1"
"23563","16","1","6","3","4","0","N","2","1","1"
"23564","11","1","N","1","3","N","N","2","1","2"
"23565","68","2","1","1","9","2","N","1","1","1"
"23566","54","2","1","1","11","0","N","2","1","1"
"23567","27","1","1","1","9","7","N","2","1","2"
"23568","62","2","4","1","10","2","N","2","1","2"
"23569","68","1","1","1","7","5","N","2","1","2"
"23570","39","2","4","8","7","0","N","2","1","2"
"23571","19","1","6","1","5","0","N","2","1","2"
"23572","39","2","1","8","3","5","N","2","1","2"
"23573","46","1","6","2","5","6","N","2","1","2"
"23574","79","2","3","3","9","3","N","2","1","1"
"23575","67","2","6","1","7","4","N","1","1","1"
"23576","3","1","N","2","1","N","N","N","1","2"
"23577","9","1","N","1","3","N","N","2","1","1"
"23578","38","1","6","6","12","8","N","2","1","2"
"23579","11","2","N","2","3","N","N","2","1","1"
"23580","25","1","6","1","9","5","N","2","1","1"
"23581","21","2","6","2","8","0","N","2","1","2"
"23582","72","2","6","2","11","5","N","2","1","1"
"23583","21","2","6","2","7","3","N","2","3","0"
"23584","24","1","6","1","9","6","N","2","1","2"
"23585","64","2","4","2","5","8","N","2","1","1"
"23586","18","1","6","2","4","1","N","2","1","2"
"23587","83","1","2","2","7","3","N","1","2","0"
"23588","44","2","1","1","10","7","N","2","1","2"
"23589","65","1","1","1","9","6","N","2","1","1"
"23590","62","2","3","2","5","1","N","2","1","1"
"23591","5","1","N","1","2","N","N","2","1","1"
"23592","20","1","6","3","7","1","N","2","1","2"
"23593","48","2","1","1","8","6","N","2","1","1"
"23594","61","1","6","2","4","6","N","2","1","1"
"23595","16","1","6","2","4","0","N","2","1","1"
"23596","30","1","6","1","10","8","N","2","1","2"
"23597","50","2","1","1","8","9","N","2","1","1"
"23598","51","1","1","1","7","3","N","2","1","1"
"23599","32","1","6","2","9","4","N","2","1","2"
"23600","84","1","1","1","10","9","N","2","1","1"
"23601","72","1","1","1","7","2","N","2","1","1"
"23602","14","1","N","1","4","N","N","2","1","2"
"23603","31","2","1","1","9","6","N","2","1","1"
"23604","47","2","1","1","7","2","N","2","1","1"
"23605","69","2","4","1","7","6","N","2","1","1"
"23606","39","1","6","1","4","1","N","2","1","2"
"23607","3","2","N","9","1","N","N","N","1","2"
"23608","30","1","1","8","5","6","N","2","1","2"
"23609","68","1","1","1","6","1","N","2","1","1"
"23610","64","2","3","1","9","2","N","2","1","1"
"23611","1","1","N","6","N","N","N","N","1","1"
"23612","27","1","6","1","7","4","N","2","3","0"
"23613","55","1","6","2","4","2","N","1","1","2"
"23614","82","2","3","1","9","3","N","2","1","1"
"23615","20","2","6","2","7","1","N","1","1","2"
"23616","74","2","6","1","5","2","N","2","1","2"
"23617","29","1","6","2","8","7","N","2","1","2"
"23618","43","2","1","1","10","7","N","2","1","1"
"23619","65","1","1","2","10","9","N","2","1","2"
"23620","48","2","1","8","3","1","N","2","1","1"
"23621","31","2","6","2","6","9","N","2","1","2"
"23622","49","1","1","6","10","8","N","2","1","1"
"23623","54","1","6","2","6","6","N","2","1","1"
"23624","47","2","6","1","5","1","N","1","1","1"
"23625","36","1","4","1","7","8","N","2","1","2"
"23626","52","1","6","1","5","1","N","2","1","2"
"23627","44","2","1","1","8","9","N","2","1","2"
"23628","27","2","1","1","9","6","N","2","1","1"
"23629","55","2","1","1","10","9","N","2","1","1"
"23630","26","2","6","6","7","0","N","2","1","2"
"23631","75","2","1","1","11","4","N","2","1","2"
"23632","19","2","6","1","5","2","N","2","1","1"
"23633","45","1","4","2","7","4","N","2","1","1"
"23634","18","2","6","1","7","0","N","2","3","0"
"23635","73","1","6","2","5","2","N","2","1","2"
"23636","53","2","6","1","9","4","N","2","1","2"
"23637","20","1","6","6","5","2","N","2","1","2"
"23638","61","1","4","2","6","0","N","1","1","2"
"23639","27","1","6","6","9","7","N","2","1","2"
"23640","57","1","1","1","9","7","N","2","1","1"
"23641","55","2","4","1","9","9","N","2","1","1"
"23642","61","2","1","6","10","7","N","2","1","1"
"23643","29","2","1","1","10","4","N","2","1","1"
"23644","73","1","1","1","11","6","N","2","1","1"
"23645","76","1","6","1","8","7","N","2","1","1"
"23646","68","2","6","1","7","4","N","2","1","1"
"23647","24","1","6","1","9","5","N","2","1","2"
"23648","38","1","4","2","10","6","N","2","1","1"
"23649","1","1","N","1","N","N","N","N","1","2"
"23650","54","2","4","2","4","2","N","1","1","1"
"23651","51","2","2","1","5","2","N","2","2","0"
"23652","61","1","1","1","7","3","N","2","1","1"
"23653","31","2","1","1","6","0","N","2","1","1"
"23654","67","2","6","1","5","2","N","1","1","2"
"23655","52","2","6","1","9","9","N","2","1","1"
"23656","65","1","1","2","5","0","N","2","1","1"
"23657","9","2","N","2","3","N","N","2","1","1"
"23658","65","2","1","1","9","8","N","2","1","1"
"23659","2","1","N","1","N","N","N","N","1","1"
"23660","81","1","4","1","12","9","N","1","1","1"
"23661","56","1","1","1","9","8","N","2","1","1"
"23662","40","2","1","1","10","9","N","2","1","1"
"23663","10","2","N","1","3","N","N","2","1","1"
"23664","31","1","6","2","5","2","N","2","1","2"
"23665","61","2","1","2","7","0","N","2","1","1"
"23666","24","1","6","1","9","1","N","2","1","2"
"23667","31","2","6","1","7","0","N","2","3","0"
"23668","41","2","1","2","9","9","N","2","1","1"
"23669","54","2","1","1","8","3","N","2","1","1"
"23670","72","2","1","1","10","4","N","2","1","1"
"23671","45","2","1","1","9","4","N","2","1","2"
"23672","58","2","3","1","7","7","N","2","1","1"
"23673","63","1","1","1","9","7","N","2","1","1"
"23674","72","1","3","2","4","3","N","2","1","1"
"23675","71","1","1","6","10","9","4","2","1","1"
"23676","73","2","3","1","9","9","N","2","1","2"
"23677","73","2","1","1","10","5","N","2","1","1"
"23678","32","1","1","1","5","9","N","2","1","1"
"23679","4","2","N","6","2","N","N","N","1","2"
"23680","38","2","6","6","9","3","N","2","1","1"
"23681","61","2","1","1","6","7","N","2","1","1"
"23682","7","2","N","2","3","N","N","2","1","2"
"23683","66","2","3","2","9","3","N","2","1","2"
"23684","2","2","N","1","N","N","N","N","1","1"
"23685","45","1","6","2","7","6","N","2","1","2"
"23686","61","2","4","2","5","6","N","2","1","1"
"23687","7","2","N","9","2","N","N","2","1","2"
"23688","62","2","3","1","9","9","N","2","1","2"
"23689","67","2","1","6","4","4","N","2","1","1"
"23690","73","2","6","2","7","6","N","2","1","2"
"23691","85","1","3","1","5","4","N","2","1","1"
"23692","42","1","1","3","3","2","N","2","1","2"
"23693","64","1","1","1","7","4","N","2","1","1"
"23694","55","2","1","1","9","9","N","2","1","1"
"23695","24","2","6","9","10","6","N","2","1","2"
"23696","68","2","1","1","7","6","N","2","1","1"
"23697","56","1","1","1","11","9","N","2","1","1"
"23698","43","2","6","1","4","1","N","1","2","0"
"23699","0","1","N","2","N","N","N","N","1","2"
"23700","59","1","6","1","5","3","N","2","1","1"
"23701","25","2","6","1","7","4","N","2","1","2"
"23702","24","1","2","1","5","1","N","2","1","1"
"23703","26","2","6","2","8","5","N","2","1","2"
"23704","49","2","1","1","10","6","N","2","1","1"
"23705","75","2","3","1","6","4","N","2","1","2"
"23706","20","1","6","1","7","2","N","2","3","0"
"23707","35","2","5","8","8","1","N","2","1","2"
"23708","28","1","6","1","11","7","N","2","1","2"
"23709","77","1","4","1","6","1","N","1","3","0"
"23710","15","1","6","1","4","0","N","2","1","1"
"23711","72","1","1","1","9","8","N","2","1","2"
"23712","1","1","N","1","N","N","N","N","1","1"
"23713","66","1","6","2","4","3","N","1","1","1"
"23714","57","1","6","2","7","7","N","2","1","2"
"23715","4","1","N","9","2","N","N","N","1","1"
"23716","6","2","N","1","2","N","N","2","1","2"
"23717","60","1","1","1","9","7","N","2","1","1"
"23718","63","1","6","1","9","8","N","2","1","1"
"23719","30","2","6","1","7","3","N","2","1","2"
"23720","62","1","1","1","5","8","N","2","1","1"
"23721","5","2","N","3","1","N","N","2","1","1"
"23722","12","1","N","2","3","N","N","2","1","2"
"23723","9","1","N","8","3","N","N","2","1","2"
"23724","20","2","6","1","9","1","N","2","3","0"
"23725","11","1","N","1","3","N","N","2","1","1"
"23726","9","1","N","6","3","N","N","2","1","2"
"23727","58","2","4","1","7","7","N","2","1","1"
"23728","18","1","6","6","7","0","N","2","3","0"
"23729","28","1","6","1","6","9","N","2","1","2"
"23730","74","2","3","8","5","5","N","2","1","2"
"23731","77","2","1","1","5","3","N","2","1","1"
"23732","61","1","4","2","7","0","N","2","1","1"
"23733","38","2","1","1","4","7","N","1","1","1"
"23734","16","2","6","1","4","1","N","2","1","1"
"23735","82","2","3","1","8","8","N","2","1","1"
"23736","46","2","1","1","3","2","N","2","1","2"
"23737","32","1","4","1","8","3","N","2","1","2"
"23738","26","2","6","2","6","0","N","2","1","2"
"23739","24","1","6","8","5","6","N","2","1","1"
"23740","11","2","N","2","3","N","N","2","1","1"
"23741","37","1","1","2","8","7","N","2","1","1"
"23742","48","1","1","1","7","6","N","2","1","1"
"23743","21","1","6","2","7","0","N","2","1","2"
"23744","27","2","4","2","7","0","N","2","1","1"
"23745","76","2","1","1","11","3","N","2","1","1"
"23746","21","1","6","1","5","0","N","2","1","2"
"23747","1","1","N","6","N","N","N","N","1","2"
"23748","27","2","6","1","7","5","N","2","1","2"
"23749","6","1","N","6","2","N","N","2","1","1"
"23750","41","2","6","1","11","3","N","2","1","2"
"23751","82","2","1","1","9","9","N","2","1","1"
"23752","58","2","3","2","4","1","N","2","1","2"
"23753","54","1","5","2","3","2","N","1","2","0"
