AGEP,SEX,MSP,RAC1P,PINCP_DECILE,HOUSING_TYPE,OWN_RENT,DVET,DEYE,EDU
7,1,N,1,N,1,1,N,2,3
13,2,N,1,N,1,1,N,2,3
49,1,6,1,4,1,2,N,2,5
54,2,6,2,4,1,1,N,2,9
76,2,1,6,6,1,1,N,2,N
34,2,6,1,3,2,0,N,2,7
48,2,6,2,1,1,2,N,2,7
44,2,1,1,9,1,1,N,2,12
27,1,6,8,3,1,2,N,2,7
31,2,4,1,5,1,1,N,2,5
27,1,6,2,1,1,2,N,2,9
5,1,N,1,N,1,2,N,2,3
66,1,6,2,1,1,2,N,2,5
28,1,1,1,8,1,1,N,2,11
66,1,1,2,7,1,1,N,2,9
88,1,3,1,8,1,1,N,2,11
43,2,3,1,0,1,1,N,2,7
47,1,3,9,9,1,1,N,2,4
24,2,6,2,1,1,2,N,2,9
48,2,1,1,4,1,1,N,2,5
7,2,N,1,N,1,2,N,2,3
77,2,1,1,4,1,1,N,2,7
21,1,4,1,9,1,1,N,2,5
64,2,4,1,2,1,2,N,2,4
38,1,6,1,8,1,1,N,2,5
34,1,1,1,7,1,1,N,2,11
40,2,4,1,1,1,2,N,2,5
32,1,1,1,9,1,1,N,2,9
26,2,6,1,5,1,2,N,2,9
53,2,1,1,8,1,1,N,2,10
7,1,N,1,N,1,1,N,2,3
28,1,6,2,0,1,1,N,2,9
81,1,4,2,3,1,2,N,2,5
42,1,1,1,8,1,1,N,2,1
81,2,6,6,3,1,1,N,2,4
14,1,N,2,N,1,2,N,2,3
49,1,1,1,7,1,2,N,2,6
28,2,6,1,7,1,2,N,2,10
73,2,1,1,0,1,1,N,2,5
35,1,6,1,5,1,1,N,2,4
36,2,1,1,9,1,2,N,2,10
52,2,1,1,7,1,1,N,2,9
28,2,6,2,3,1,2,N,2,4
55,1,4,2,1,1,1,N,2,11
69,1,3,1,3,1,1,N,2,5
50,1,4,1,9,1,2,N,2,9
2,1,N,2,N,1,1,N,2,N
73,1,1,1,5,1,2,N,2,9
43,1,3,1,7,1,1,N,2,9
20,2,6,1,7,1,1,N,2,10
48,1,4,1,3,1,2,N,2,9
42,1,5,1,0,1,2,N,2,4
54,2,1,2,7,1,1,N,2,11
45,1,4,1,8,1,2,N,2,9
80,2,3,2,6,1,1,N,2,10
22,1,6,3,1,1,1,N,2,7
30,2,1,1,1,1,2,N,2,9
72,2,1,1,2,1,1,N,2,6
27,1,6,1,1,1,2,N,2,4
19,1,6,1,0,1,1,N,2,7
9,1,N,1,N,1,1,N,2,3
4,2,N,1,N,1,1,N,2,2
47,1,6,3,1,1,1,N,2,5
45,2,2,2,2,2,0,N,2,6
14,2,N,6,N,1,1,N,2,4
29,2,6,2,0,1,2,N,2,12
56,2,5,2,1,1,2,N,2,4
34,1,6,1,4,1,2,3,2,8
22,1,6,2,0,1,2,N,2,9
80,2,4,1,9,1,1,N,2,12
16,1,6,1,0,1,2,N,2,4
56,2,1,2,8,1,1,N,2,12
55,2,6,1,2,1,2,N,2,5
2,1,N,1,N,1,1,N,2,N
27,2,6,6,1,1,2,N,2,9
30,1,1,1,8,1,2,N,2,9
35,1,6,2,4,1,1,N,2,12
74,2,6,2,2,1,2,N,2,5
57,2,1,1,7,1,1,N,2,12
77,1,1,1,0,1,1,N,2,7
40,2,2,1,3,1,1,N,2,7
62,2,6,2,7,1,1,N,2,5
57,2,6,1,7,1,1,N,2,5
40,2,4,6,5,1,1,N,2,7
0,1,N,9,N,1,2,N,2,N
78,1,6,2,6,1,2,N,1,6
7,2,N,9,N,1,1,N,2,3
66,2,1,2,2,1,1,N,2,7
45,2,1,1,8,1,1,N,2,9
80,1,4,1,6,1,1,N,2,10
62,2,4,1,2,1,2,N,1,9
72,2,1,1,8,1,2,N,1,7
39,2,1,1,8,1,1,N,2,9
35,1,1,2,8,1,1,N,2,9
0,2,N,6,N,1,1,N,2,N
56,2,6,1,8,1,1,N,2,9
4,1,N,1,N,1,2,N,2,2
39,1,3,6,0,1,1,N,2,4
59,2,6,1,3,1,1,N,2,8
34,2,1,2,4,1,1,N,2,4
33,2,1,1,8,1,1,N,2,10
4,1,N,7,N,1,1,N,2,1
45,1,1,1,9,1,1,N,2,12
54,2,1,1,9,1,1,N,2,9
4,1,N,6,N,1,2,N,2,2
49,2,4,2,2,1,2,N,2,9
55,1,1,1,8,1,1,N,2,7
27,2,1,1,1,1,1,N,2,9
34,2,1,1,0,1,1,N,2,9
69,2,4,2,2,1,1,N,2,3
6,1,N,1,N,1,1,N,2,3
29,1,6,1,7,1,1,N,2,5
18,2,6,3,1,3,0,N,2,7
18,1,6,2,1,3,0,N,2,7
48,2,6,1,3,1,2,N,2,5
8,2,N,2,N,1,2,N,2,3
49,1,1,6,7,1,2,N,2,9
77,1,1,1,5,1,1,N,2,6
70,1,1,2,2,1,1,N,1,7
12,1,N,2,N,1,1,N,2,3
2,1,N,1,N,1,1,N,2,1
76,2,1,1,0,1,1,N,2,5
72,1,1,2,3,1,1,N,2,7
67,1,1,1,8,1,1,N,2,5
23,1,6,3,0,1,2,N,2,9
82,2,1,1,4,1,1,N,2,5
39,2,1,1,6,1,1,N,2,9
24,1,6,1,2,1,1,N,2,8
80,1,1,3,4,1,1,N,2,7
24,1,6,1,2,1,0,N,2,5
14,1,N,1,N,3,1,N,2,2
60,2,6,1,4,1,1,N,2,4
61,1,3,1,9,1,1,N,2,9
10,2,N,2,N,1,1,N,2,3
48,1,3,2,4,1,1,N,2,5
44,1,1,1,5,1,1,N,2,9
70,2,4,1,2,1,1,N,2,5
15,2,6,3,0,3,0,N,2,4
57,1,3,1,3,1,1,N,2,6
38,2,1,1,9,1,1,N,2,10
78,2,3,1,5,1,2,N,2,6
20,1,6,3,0,1,2,N,2,9
30,2,1,1,0,1,2,N,2,4
41,2,6,2,6,1,1,N,2,9
29,2,1,1,8,1,1,N,2,9
32,2,1,1,3,1,2,N,2,9
62,2,1,1,0,1,2,N,2,10
71,1,4,2,3,1,2,N,2,7
59,1,1,1,8,1,1,N,2,10
35,2,4,2,9,1,2,N,2,9
62,1,1,2,8,1,1,N,2,10
77,1,2,1,1,1,1,N,2,5
64,2,1,1,2,1,2,N,2,4
43,1,1,2,5,1,1,N,2,3
27,1,6,1,1,1,1,N,2,10
59,2,1,1,1,1,1,4,2,7
82,2,4,3,5,1,1,N,2,5
73,1,6,6,1,1,1,N,2,6
30,1,1,1,9,1,1,N,1,10
42,1,3,6,7,1,1,N,2,9
70,2,1,2,6,1,1,N,2,10
35,1,2,1,5,1,2,N,2,4
59,1,6,1,0,1,2,N,2,11
64,2,1,1,4,1,1,N,2,10
15,2,6,9,0,1,1,N,2,4
22,1,6,2,5,1,2,N,2,6
44,1,4,2,8,1,1,N,2,10
3,1,N,1,N,1,2,N,2,2
61,1,1,1,7,1,1,N,2,7
72,1,6,2,0,1,2,N,2,4
51,1,1,1,6,1,1,N,2,10
62,2,4,1,3,1,1,N,2,7
24,2,6,1,4,1,2,N,2,9
37,2,6,1,6,1,1,N,1,9
4,1,N,1,N,1,1,N,2,2
0,1,N,1,N,1,2,N,2,N
35,2,6,2,2,1,2,N,2,11
59,1,6,1,3,1,1,N,2,5
80,2,6,2,3,1,2,N,2,7
35,2,4,2,2,1,1,N,2,8
7,2,N,2,N,1,2,N,2,3
35,2,6,1,3,1,2,N,1,7
27,1,6,2,5,1,2,N,2,8
81,1,1,6,9,1,1,N,2,6
28,2,6,2,4,1,2,N,2,5
56,2,1,2,7,1,2,N,2,8
60,1,1,1,8,1,1,N,2,7
38,2,6,2,7,1,2,N,2,10
43,1,4,2,3,1,2,N,2,5
4,2,N,3,N,1,1,N,2,3
26,1,6,6,7,1,2,N,2,9
49,2,1,2,7,1,1,N,2,5
60,1,1,1,8,1,1,N,2,12
41,2,1,3,0,1,2,N,2,7
53,2,1,1,7,1,2,N,2,10
41,2,6,1,6,1,1,N,2,10
32,2,6,1,9,1,1,N,2,12
23,2,6,1,1,1,2,N,2,9
64,1,5,2,7,1,1,N,2,12
67,1,1,1,9,1,1,N,2,10
47,1,1,1,2,1,1,N,2,1
53,2,1,6,9,1,1,N,2,9
36,2,6,1,1,1,2,N,2,10
7,1,N,1,N,1,1,N,2,3
62,1,1,6,7,1,1,N,2,10
60,1,2,1,2,1,1,N,2,9
1,1,N,2,N,1,1,N,2,N
53,2,5,1,0,3,0,N,2,7
41,1,1,1,9,1,1,N,2,11
56,2,4,1,6,1,2,N,2,4
37,1,6,2,0,1,2,N,2,5
28,2,1,1,9,1,1,N,2,9
59,2,1,1,5,1,2,N,2,7
46,1,1,1,9,1,1,N,2,11
23,2,6,1,7,1,2,N,2,9
20,1,6,1,0,3,0,N,2,5
29,2,6,2,2,1,2,N,2,9
49,1,1,1,7,1,1,N,2,5
25,2,6,1,6,1,2,N,2,9
80,2,3,6,0,1,1,N,2,5
24,1,1,1,7,1,1,N,2,9
53,2,1,7,0,1,2,N,2,7
76,2,1,2,2,1,2,N,2,6
7,2,N,2,N,1,2,N,2,3
45,2,1,1,7,1,1,N,2,9
1,2,N,1,N,1,1,N,2,1
66,2,6,6,1,1,2,N,2,1
71,2,1,1,2,1,1,N,2,9
56,1,6,3,4,1,2,N,2,7
53,2,1,3,1,1,2,N,2,7
22,1,6,2,7,1,2,N,2,7
36,1,6,1,2,1,2,N,2,5
72,2,1,1,8,1,1,N,2,8
27,1,6,2,4,1,1,N,2,4
11,2,N,2,N,1,1,N,2,3
57,1,1,1,1,1,2,N,2,5
36,2,1,1,4,1,1,N,2,10
50,1,4,1,4,1,1,N,2,5
38,1,1,1,7,1,2,N,2,5
53,1,6,1,2,1,1,N,2,5
42,1,5,2,2,1,1,N,2,8
48,2,4,1,4,1,1,N,2,5
18,2,6,1,0,1,2,N,2,7
33,2,6,1,6,1,2,N,2,8
73,2,4,1,3,1,1,N,2,5
48,2,1,3,N,1,1,N,2,10
67,2,6,2,2,1,2,N,2,5
94,1,3,1,7,1,1,N,2,5
7,1,N,1,N,1,1,N,2,3
57,1,1,2,5,1,1,N,2,5
70,1,1,1,9,1,2,N,2,10
11,2,N,9,N,1,1,N,2,3
31,1,6,1,5,1,2,N,2,9
57,2,6,2,2,1,2,N,2,5
60,2,4,1,4,1,1,N,2,7
67,2,1,1,4,1,1,N,2,5
63,1,6,2,6,1,2,N,2,3
17,1,6,3,0,1,1,N,2,4
20,2,6,1,0,1,2,N,2,7
44,2,1,1,0,1,2,N,2,5
68,2,1,1,8,1,1,N,2,7
70,2,4,1,9,1,1,N,2,11
61,1,2,1,3,1,1,N,2,12
50,1,1,1,1,1,1,N,2,9
66,1,3,1,4,1,1,N,2,4
59,2,6,6,4,1,2,N,2,9
9,2,N,1,N,1,2,N,2,3
27,2,6,2,1,1,2,N,2,9
32,2,6,1,0,1,2,N,2,1
35,2,2,3,8,1,1,N,2,10
3,1,N,2,N,1,1,N,2,2
65,1,1,2,3,1,1,N,2,7
48,1,6,2,4,1,2,N,2,11
84,2,5,4,0,1,0,N,1,7
13,1,6,2,0,1,1,N,2,4
8,2,N,9,N,1,2,N,2,3
71,1,1,2,6,1,1,N,2,10
65,1,1,1,8,1,1,N,2,10
42,1,1,1,3,1,1,N,2,10
45,2,1,1,9,1,1,N,2,5
68,1,4,1,4,1,1,N,2,12
10,2,N,2,N,1,2,N,2,3
71,2,1,2,5,1,1,N,2,7
52,2,1,1,5,1,1,N,2,9
67,2,1,1,7,1,1,N,2,9
15,2,6,2,0,1,2,N,2,4
27,1,6,1,1,1,1,N,2,9
64,1,5,2,0,3,0,N,2,4
61,2,1,1,8,1,1,N,2,6
29,1,1,1,8,1,1,N,2,9
3,2,N,1,N,1,1,N,2,1
35,1,1,1,3,1,2,N,2,9
59,1,4,2,0,1,1,N,2,4
10,1,N,1,N,1,2,N,2,3
32,1,6,2,6,1,2,N,2,5
25,2,6,2,1,1,2,N,2,9
70,1,1,1,7,1,1,N,2,5
37,1,1,1,7,1,1,N,2,5
63,2,6,2,5,1,1,N,1,7
55,2,4,1,2,1,2,N,2,5
31,2,1,1,7,1,2,N,2,1
45,2,1,6,8,1,1,N,2,7
54,2,6,1,6,1,1,N,2,5
79,1,1,1,6,1,1,N,2,8
6,1,N,1,N,1,2,N,2,3
28,2,6,1,1,1,2,N,2,8
11,2,N,1,N,1,1,N,2,3
53,1,1,1,5,1,1,N,2,9
56,2,1,1,6,1,1,N,2,7
2,2,N,1,N,1,2,N,2,N
56,1,6,2,3,1,2,N,2,8
46,2,1,1,9,1,2,N,2,9
9,2,N,6,N,1,2,N,2,3
62,1,1,1,9,1,2,N,2,9
46,1,5,6,4,1,2,N,2,6
66,1,1,6,9,1,1,N,2,8
28,2,6,1,3,1,2,N,2,10
6,1,N,1,N,1,1,N,2,3
37,1,1,1,1,1,2,N,2,9
72,1,1,1,9,1,1,N,2,11
23,1,6,1,5,1,1,N,2,6
22,1,6,3,0,3,0,N,2,7
9,1,N,1,N,1,2,N,2,3
43,1,1,6,1,1,1,N,2,9
82,2,4,6,2,1,1,N,2,7
29,2,1,1,1,1,1,N,2,9
66,1,5,2,0,1,1,N,2,9
29,2,6,2,6,1,1,N,2,7
71,2,4,1,9,1,1,N,2,5
73,1,1,1,9,1,1,N,2,9
35,2,1,2,5,1,1,N,2,5
34,1,1,1,8,1,2,N,2,10
61,1,6,2,4,1,2,N,2,7
30,1,5,1,9,1,2,N,2,10
59,1,6,1,9,1,2,N,2,8
64,2,1,6,9,1,1,N,2,11
62,2,5,1,9,1,1,N,2,5
11,1,N,3,N,1,2,N,2,3
54,1,6,2,0,1,2,N,2,9
62,2,1,1,6,1,1,N,2,9
3,2,N,1,N,1,2,N,2,2
41,1,4,1,9,1,1,N,2,3
12,2,N,1,N,2,1,N,2,3
17,1,6,1,1,1,1,N,2,7
78,2,2,1,7,1,1,N,2,1
22,1,6,9,5,1,2,N,2,9
31,1,6,6,0,1,1,N,2,9
89,2,6,2,6,1,2,N,2,9
22,1,6,1,7,1,1,N,1,7
49,1,6,2,5,1,1,N,2,7
53,1,1,1,8,1,1,N,2,9
77,2,1,6,2,1,1,N,2,5
59,1,1,9,0,1,1,N,2,5
16,2,6,1,1,3,0,N,2,4
8,1,N,1,N,1,1,N,2,3
17,1,6,6,1,1,2,N,2,4
42,2,1,1,0,1,1,N,2,1
37,1,1,2,7,1,2,N,2,10
85,1,4,1,3,1,1,N,2,5
67,2,6,1,9,1,1,N,2,9
30,1,3,1,9,1,1,N,2,11
18,2,6,3,0,3,0,N,2,7
59,2,1,2,8,1,1,N,2,9
38,2,6,2,6,1,1,N,2,10
0,2,N,2,N,1,1,N,2,N
33,1,6,1,7,1,2,N,2,9
9,2,N,6,N,1,2,N,2,3
31,2,6,2,5,1,1,N,2,9
29,1,6,1,8,1,1,N,2,9
81,2,4,1,3,1,2,N,2,7
15,1,6,1,1,1,2,N,2,4
4,1,N,1,N,1,1,N,2,2
51,1,1,1,9,1,1,N,2,10
24,2,6,2,0,1,1,N,2,7
49,1,1,2,7,1,1,N,2,10
32,2,1,1,9,1,1,N,2,7
60,2,1,1,9,1,1,N,2,9
37,1,6,1,6,1,1,N,2,12
37,1,6,2,2,1,2,N,2,5
29,1,6,1,4,1,2,N,2,5
25,2,1,1,9,1,2,N,2,10
23,1,6,8,1,1,2,N,2,10
53,1,4,1,8,1,2,N,2,9
44,1,6,1,9,1,1,N,2,9
22,2,6,2,3,1,2,N,2,5
52,1,1,8,3,1,1,N,2,5
27,2,4,3,4,1,2,N,2,7
70,1,3,2,1,1,2,N,2,7
67,2,1,1,8,1,1,N,2,7
51,2,6,2,2,1,2,N,2,10
55,2,6,2,2,1,2,N,2,5
32,1,6,1,1,1,2,N,2,7
16,1,6,6,0,3,0,N,2,4
7,2,N,8,N,1,1,N,2,1
27,2,6,6,6,1,2,N,2,5
54,2,6,2,3,1,1,N,2,1
12,1,N,9,N,1,2,N,2,3
50,2,1,1,3,1,1,N,2,12
61,2,1,1,6,1,1,N,2,10
61,2,4,2,2,1,2,N,2,8
24,2,6,2,4,1,2,N,2,5
46,1,6,1,9,1,2,N,2,9
61,1,2,2,5,1,1,N,2,5
17,1,6,1,0,3,0,N,2,5
27,1,1,1,7,1,1,N,2,9
29,2,6,1,9,1,1,N,2,9
87,2,3,1,5,1,2,N,1,6
27,2,6,1,0,1,1,N,2,8
2,2,N,1,N,1,1,N,2,2
25,1,6,1,3,1,1,N,2,7
7,1,N,8,N,1,2,N,2,3
16,1,6,8,6,3,0,N,2,6
4,1,N,1,N,1,1,N,2,2
34,1,1,9,5,1,1,N,2,5
74,1,4,1,6,1,1,N,2,11
28,1,2,1,1,1,1,N,2,9
63,2,1,6,9,1,1,N,2,10
66,2,5,2,5,1,1,N,2,7
59,2,1,3,0,1,1,N,2,7
53,1,1,1,6,1,1,N,2,10
81,2,5,2,0,1,1,N,2,5
34,1,2,2,5,3,0,N,2,5
27,1,6,2,1,1,2,N,2,9
0,1,N,2,N,1,1,N,2,N
64,1,1,1,9,1,1,N,2,12
44,1,1,1,7,1,1,N,2,9
27,1,6,8,0,1,2,N,2,5
7,1,N,2,N,1,1,N,2,3
82,2,4,2,6,1,1,N,2,11
72,2,1,2,6,1,2,N,2,10
2,2,N,1,N,1,2,N,2,N
49,1,1,1,2,1,1,N,2,7
34,1,6,1,8,1,1,N,2,9
34,1,1,3,9,1,1,N,2,7
70,2,4,1,4,1,1,N,2,7
4,1,N,8,N,1,1,N,2,2
27,1,6,1,0,2,0,N,2,5
55,1,1,1,5,1,1,N,2,10
47,2,4,1,7,1,2,N,2,10
52,1,6,2,5,1,1,N,2,7
12,2,N,2,N,1,1,N,2,3
82,1,5,2,0,2,0,N,2,4
67,2,1,2,3,1,2,N,2,8
39,2,1,1,2,1,2,N,2,9
50,2,1,1,4,1,1,N,2,4
59,1,6,1,0,1,1,N,2,7
18,1,6,1,4,1,1,N,2,7
42,1,4,1,4,1,2,N,2,7
0,2,N,6,N,1,1,N,2,N
31,2,6,9,4,1,2,N,2,5
28,1,6,2,4,1,2,N,2,4
4,1,N,8,N,1,1,N,2,2
52,1,5,2,0,1,2,N,2,5
34,2,2,2,2,1,1,N,2,6
51,1,1,1,9,1,1,N,2,9
31,2,1,1,9,1,2,N,2,10
19,1,6,1,1,1,2,N,2,7
18,1,6,1,0,3,0,N,2,7
69,2,1,1,9,1,1,N,2,9
25,2,6,3,1,1,2,N,2,4
15,2,6,9,0,1,2,N,2,4
68,1,3,2,5,1,2,N,2,9
83,1,5,2,2,1,2,N,1,5
65,1,1,2,5,1,1,N,2,10
66,2,3,1,4,1,2,N,2,8
7,1,N,1,N,1,2,N,2,3
77,2,1,1,4,1,1,N,2,7
7,1,N,1,N,1,1,N,2,3
2,2,N,1,N,1,1,N,2,N
57,2,1,1,6,1,1,N,2,5
14,1,6,8,0,1,2,N,2,4
46,2,1,8,2,1,1,N,2,7
32,2,6,2,2,1,0,N,2,5
67,1,1,2,3,1,2,N,2,7
0,2,N,2,N,1,1,N,2,N
63,2,1,1,0,1,2,N,2,10
82,2,6,2,2,2,0,N,2,4
47,1,1,1,7,1,1,N,2,10
61,1,1,1,5,1,1,N,2,7
47,2,1,1,5,1,1,N,2,8
53,2,6,8,6,1,1,N,2,6
36,2,6,1,1,1,1,N,2,8
71,2,1,1,6,1,1,N,2,7
74,1,1,2,6,1,1,N,2,5
71,1,1,1,8,1,1,N,2,11
9,2,N,6,N,1,2,N,2,3
42,1,6,9,4,1,2,N,2,7
18,2,6,1,0,3,0,N,2,7
19,2,6,3,0,1,1,N,2,4
6,2,N,1,N,1,1,N,2,2
54,2,1,2,2,1,2,N,2,3
11,1,N,1,N,1,1,N,2,3
49,1,1,1,4,1,1,N,1,7
74,1,1,1,3,1,1,N,2,4
33,1,1,2,1,1,1,N,2,4
32,1,6,1,5,1,2,N,2,9
56,2,6,2,5,1,2,N,2,5
36,2,6,8,1,1,2,N,2,5
27,1,4,1,8,1,1,N,2,5
77,2,3,1,2,1,1,N,2,6
62,2,6,9,2,1,1,N,2,7
4,1,N,1,N,1,1,N,2,2
36,1,6,6,1,1,1,N,2,7
32,2,1,2,2,1,1,5,2,10
11,1,N,6,N,1,2,N,2,2
16,2,6,2,8,1,1,N,2,7
33,1,1,6,9,1,1,N,2,9
24,2,6,2,7,1,2,N,2,7
42,1,1,1,9,1,2,N,2,10
22,1,6,1,2,1,1,N,2,5
75,2,1,1,6,1,1,N,2,7
11,1,N,2,N,1,2,N,2,3
18,2,6,1,6,1,2,N,2,7
61,1,1,6,2,1,1,N,2,8
13,2,6,2,0,1,2,N,2,4
64,1,N,1,0,1,1,N,2,3
68,1,6,2,2,1,2,N,2,7
12,1,N,6,N,1,2,N,2,3
0,2,N,1,N,1,2,N,2,1
24,1,6,1,1,1,2,N,2,7
82,2,1,1,2,1,1,N,2,7
54,1,3,1,7,1,1,N,2,10
73,2,3,2,7,1,2,N,2,7
36,2,1,1,9,1,1,N,2,10
9,2,N,8,N,1,1,N,2,2
55,2,6,1,2,1,1,N,2,7
15,2,6,2,1,1,2,N,2,4
51,1,5,6,7,1,1,N,2,7
5,1,N,1,N,1,1,N,2,2
69,2,1,2,4,1,1,N,2,8
48,2,6,2,6,1,2,N,2,5
59,2,1,1,3,1,1,N,2,8
34,2,6,2,4,1,2,N,2,5
36,2,6,1,2,1,2,N,2,9
56,2,3,9,7,1,1,N,2,6
66,2,4,2,3,1,2,N,2,7
35,2,1,8,7,1,1,N,2,5
28,2,1,1,9,1,1,N,2,7
70,1,1,2,6,1,1,N,2,5
22,2,6,6,0,1,0,N,2,4
62,2,1,1,8,1,1,N,2,7
6,1,N,1,N,1,1,N,2,3
67,1,1,3,9,1,1,N,2,7
33,2,6,1,7,1,2,N,2,9
48,2,1,6,8,1,1,N,2,11
70,2,5,1,8,1,1,N,2,10
1,2,N,1,N,1,1,N,2,2
72,2,4,1,0,1,2,N,2,5
47,1,4,1,2,1,2,N,2,4
42,1,1,1,7,1,2,N,2,5
84,2,4,2,4,1,1,N,2,7
34,1,6,2,8,1,2,N,2,9
70,1,6,2,3,1,2,N,2,8
42,2,6,2,1,1,2,N,2,10
40,2,6,2,2,1,2,N,2,4
70,2,1,1,3,1,1,N,2,7
35,2,6,2,6,1,1,N,2,5
52,2,6,3,5,1,2,N,2,7
42,1,1,2,7,1,1,N,2,5
65,2,1,2,4,1,1,N,2,7
5,1,N,8,N,1,2,N,2,3
68,2,1,2,6,1,1,N,2,8
45,2,4,2,7,1,1,N,2,5
24,2,6,2,4,1,1,N,2,7
36,2,6,1,9,1,1,N,2,9
1,2,N,6,N,1,1,N,2,N
29,1,6,1,0,1,2,N,2,9
94,1,6,3,6,1,2,N,1,9
30,2,5,1,7,1,2,N,2,6
3,1,N,6,N,1,1,N,2,2
62,2,4,2,3,1,1,N,2,5
32,2,6,2,4,3,0,N,2,7
43,1,1,6,2,1,2,N,2,9
91,2,4,2,5,1,1,N,2,3
62,1,1,5,4,1,2,N,2,7
37,1,6,2,7,1,1,N,2,10
4,2,N,1,N,1,1,N,2,2
33,1,4,1,1,1,2,N,2,10
2,2,N,1,N,1,1,N,2,N
86,1,3,1,7,1,1,N,2,7
57,2,3,2,8,1,2,N,2,9
53,1,1,1,8,1,1,N,2,9
59,2,1,1,3,1,1,N,2,7
22,1,6,1,1,1,2,N,2,9
37,1,6,1,0,1,2,N,2,9
88,2,3,1,1,1,1,N,2,5
6,2,N,1,N,1,1,N,2,3
40,2,1,6,8,1,1,N,2,9
44,1,1,1,8,1,1,N,2,10
57,1,1,8,1,1,1,N,2,9
4,1,N,1,N,1,1,N,2,2
43,1,1,1,9,1,2,4,2,9
72,2,1,1,3,1,1,N,2,1
64,1,1,2,6,1,1,N,2,11
33,1,6,2,5,1,2,N,2,6
46,2,6,9,3,1,2,N,2,5
36,2,1,2,9,1,2,N,2,6
17,2,6,2,1,1,2,N,2,7
7,2,N,1,N,1,2,N,2,3
75,1,5,1,2,1,1,N,2,9
20,2,6,1,1,3,0,N,2,7
10,1,N,1,N,1,1,N,2,3
24,2,6,2,6,1,2,N,2,10
37,2,1,1,7,1,2,N,2,7
45,1,1,1,0,1,1,N,2,9
35,1,4,2,1,1,2,N,2,9
29,1,6,1,4,1,1,N,2,9
76,2,6,1,6,1,2,N,2,9
67,1,6,1,2,1,1,N,2,7
56,2,1,1,8,1,1,N,2,9
39,2,6,1,9,1,1,N,2,9
90,2,1,1,9,1,1,N,2,12
63,2,4,1,3,1,1,N,2,11
69,1,1,2,0,1,1,N,2,4
50,2,1,1,0,1,1,N,2,5
38,1,4,1,8,1,1,N,2,9
45,1,1,6,N,1,2,N,2,10
84,1,4,1,3,1,1,N,2,5
59,1,6,1,0,1,1,5,2,5
18,1,6,3,2,3,0,N,2,8
23,1,6,8,4,1,2,N,2,5
16,2,6,2,0,1,2,N,2,7
56,1,6,2,9,1,1,N,2,9
35,2,1,1,7,1,1,4,2,5
34,1,1,6,9,1,1,N,2,11
17,1,6,1,1,3,0,N,2,7
40,2,6,1,0,1,1,N,2,10
32,1,1,1,9,1,1,N,2,10
93,1,4,1,8,1,2,N,2,10
4,1,N,2,N,1,2,N,2,3
16,2,6,2,0,3,0,N,2,8
3,1,N,1,N,1,1,N,2,2
19,1,6,8,0,3,0,N,2,7
59,2,1,2,2,1,1,N,2,7
37,1,6,1,2,1,2,N,2,4
13,2,N,3,N,1,1,N,2,3
1,2,N,1,N,1,2,N,2,N
79,2,6,2,8,1,2,N,2,10
62,1,6,1,5,1,2,N,2,9
86,1,6,1,2,1,1,N,2,5
9,2,N,9,N,1,1,N,2,3
37,2,1,8,7,1,1,N,2,10
34,1,3,2,6,1,1,N,2,7
49,1,2,1,4,1,1,N,2,4
62,2,6,1,4,1,1,N,2,7
44,1,6,2,1,1,1,N,2,5
10,2,N,6,N,1,2,N,2,3
50,2,1,1,9,1,1,N,2,5
74,1,6,2,9,1,2,N,2,9
46,1,1,6,9,1,1,N,2,10
31,2,1,1,8,1,1,N,2,9
11,1,N,1,N,1,1,N,2,3
13,1,N,9,N,1,2,N,2,3
65,2,6,1,5,1,2,N,2,7
19,1,6,1,1,1,1,N,2,7
74,2,4,1,8,1,1,N,2,7
7,1,N,2,N,1,1,N,2,3
0,1,N,1,N,1,1,N,2,N
66,2,3,2,2,1,2,N,2,7
53,2,4,2,8,1,1,N,2,6
2,2,N,1,N,1,1,N,2,N
56,1,3,1,9,1,1,N,2,9
75,2,1,1,0,1,1,N,2,4
58,2,2,1,8,1,1,N,2,8
5,2,N,2,N,1,1,N,2,1
28,2,6,1,1,1,1,N,2,5
43,2,1,1,5,1,1,N,2,7
12,2,N,3,N,1,1,N,2,3
65,2,1,6,0,1,1,N,2,7
51,2,6,1,3,1,1,N,2,7
44,2,4,1,3,1,2,N,2,7
22,2,6,6,2,3,0,N,2,7
74,2,4,1,2,1,1,N,2,12
65,1,2,2,4,1,1,N,2,6
48,2,3,1,5,1,1,N,2,7
64,2,1,1,6,1,1,N,2,9
27,2,6,1,8,1,2,N,2,9
88,2,6,2,2,2,0,N,2,5
28,2,1,1,9,1,1,N,2,12
16,1,6,1,1,3,0,N,2,5
52,2,1,1,8,1,2,N,2,10
73,2,3,2,4,1,1,N,2,4
71,2,3,1,1,1,1,4,1,7
72,2,5,2,3,1,2,N,2,5
14,1,N,9,N,1,1,N,2,3
10,1,N,1,N,1,1,N,2,3
6,2,N,1,N,1,1,N,2,3
6,1,N,1,N,1,1,N,2,3
39,1,1,8,8,1,1,N,2,10
6,2,N,8,N,1,1,N,2,3
32,1,1,6,9,1,2,N,2,9
70,2,1,1,8,1,1,N,2,10
24,2,6,2,4,1,2,N,2,5
54,2,1,1,7,1,1,N,2,10
31,1,1,1,9,1,1,N,2,9
59,1,4,1,2,1,2,N,2,4
