PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
38-00100,54,2,1,0,1,2,4,1,1,N,N,4,18000.0,3,305,N,2,2,2,2
51-51255,20,2,6,4,1,0,4,1,2,7870,11,5,8500.0,2,57,N,2,2,2,2
29-01901,54,1,4,0,2,0,4,1,1,6672,8,6,9500.0,2,163,N,2,2,2,2
51-01301,4,1,N,0,1,2,4,1,1,N,N,2,N,N,501,N,N,N,2,2
24-01004,25,2,6,0,1,0,3,1,1,6870,9,10,20350.0,3,501,N,2,2,2,2
13-04600,31,2,6,0,2,0,5,1,2,9370,16,7,0.0,0,0,N,2,2,2,2
38-00100,69,1,1,0,1,0,2,1,1,N,N,11,168100.0,9,501,N,2,2,2,2
38-00100,12,1,N,0,1,4,6,1,1,N,N,3,N,N,443,N,2,2,2,2
51-01301,41,2,1,0,1,2,4,1,1,7870,11,12,70000.0,7,331,N,2,2,2,2
06-07502,29,1,6,0,1,0,N,1,2,7780,10,10,38000.0,5,304,N,2,2,2,2
08-00803,26,1,6,0,1,0,N,1,2,7870,11,9,52000.0,6,392,N,2,2,2,2
36-04010,28,1,6,0,2,N,N,2,0,N,N,5,0.0,0,N,N,1,2,2,2
08-00803,12,1,N,0,1,3,6,1,1,N,N,3,N,N,501,N,2,2,2,2
13-04600,57,1,6,0,1,0,2,1,1,8090,12,12,87200.0,8,501,N,2,2,2,2
24-01004,82,2,1,0,1,0,3,1,1,N,N,9,8400.0,2,501,N,2,2,2,2
51-51255,4,2,N,0,9,2,4,1,2,N,N,1,N,N,51,N,N,N,2,2
17-03531,71,2,4,0,2,0,3,1,1,N,N,4,9300.0,2,166,N,2,2,2,2
51-51255,33,2,1,0,1,1,3,1,2,7870,11,10,86000.0,8,487,N,2,2,2,2
28-01100,16,1,6,0,1,3,4,1,1,N,N,3,0.0,0,102,N,2,2,2,2
38-00100,72,1,1,0,1,0,2,1,1,N,N,7,11400.0,2,300,N,1,1,2,1
13-04600,0,2,N,0,2,1,2,1,2,N,N,N,N,N,189,N,N,N,2,2
30-00600,26,2,6,0,1,1,2,1,1,9590,16,7,16200.0,3,267,N,2,2,2,2
29-01901,34,1,6,0,2,0,N,1,1,2370,4,4,65000.0,8,482,N,2,2,2,2
26-02702,23,2,6,0,2,0,N,1,2,7870,11,9,31000.0,5,237,N,2,2,2,2
29-01901,22,1,6,0,2,0,4,1,2,7860,11,7,45000.0,7,429,N,2,2,2,2
38-00100,13,2,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2
17-03529,23,1,6,0,1,0,N,1,2,7970,12,11,70000.0,8,501,N,2,2,2,2
30-00600,24,1,6,0,1,0,2,1,1,8680,14,5,17500.0,3,439,N,1,2,2,2
38-00100,54,1,1,0,1,0,2,1,1,170,0,5,2100.0,1,275,N,2,2,2,2
30-00600,61,1,4,0,1,0,N,1,1,2070,4,5,6700.0,1,53,N,2,2,2,2
36-03710,11,1,N,0,2,2,3,1,2,N,N,3,N,N,40,N,2,2,2,2
01-01301,11,1,N,0,2,3,4,1,2,N,N,3,N,N,11,N,2,2,2,2
36-03710,30,1,6,2,2,0,5,1,2,7860,11,7,0.0,0,112,N,2,2,2,2
24-01004,63,1,1,0,1,0,2,1,1,6992,9,7,47350.0,5,208,N,2,2,2,2
38-00100,54,1,1,0,1,1,6,1,1,170,0,8,80000.0,8,378,N,2,2,2,2
13-04600,49,1,2,0,2,5,7,1,2,8680,14,6,28000.0,5,71,N,2,2,2,2
36-04010,6,1,N,0,2,4,5,1,2,N,N,2,N,N,266,N,2,2,2,2
06-07502,60,2,4,0,1,0,2,1,2,6670,8,5,0.0,0,57,N,2,2,2,2
17-03529,60,2,1,0,1,0,2,1,1,9160,15,12,69350.0,7,501,N,2,2,2,2
06-08507,53,2,1,1,1,2,4,1,1,9070,15,9,81000.0,8,310,N,2,2,2,2
06-08507,70,2,2,0,1,0,4,1,1,N,N,7,41400.0,6,319,N,2,1,2,2
32-00405,20,2,6,0,6,1,4,1,2,7690,10,4,1000.0,1,43,N,2,2,2,2
36-03710,11,1,N,0,2,0,5,1,2,N,N,3,N,N,99,N,2,2,2,2
40-00200,66,2,2,0,1,0,N,1,2,N,N,5,13000.0,3,106,N,2,1,1,2
19-01700,4,2,N,0,1,2,4,1,1,N,N,1,N,N,454,N,N,N,2,2
28-01100,57,1,4,0,1,0,N,1,1,4670,6,10,65000.0,8,488,2,2,2,2,2
28-01100,15,2,6,0,2,2,4,1,1,N,N,3,0.0,0,366,N,2,2,2,2
30-00600,8,1,N,0,1,2,4,1,1,N,N,3,N,N,310,N,2,2,2,2
17-03529,75,2,1,0,2,0,3,1,1,N,N,9,54000.0,7,414,N,2,2,2,2
26-02702,27,1,6,0,1,0,N,1,2,7860,11,10,48000.0,7,363,N,2,2,2,2
30-00600,33,2,1,0,1,3,5,1,1,8680,14,10,9650.0,2,283,N,2,2,2,2
13-04600,9,1,N,0,2,2,5,1,1,N,N,3,N,N,353,N,2,2,2,2
17-03529,52,1,1,2,1,0,2,1,1,9470,16,8,180000.0,9,501,N,2,2,2,2
40-00200,33,2,6,0,3,2,3,1,2,8680,14,7,13000.0,3,58,N,2,2,2,2
08-00803,43,2,1,0,1,2,4,1,1,7780,10,12,140000.0,9,501,N,2,2,2,2
24-01004,4,2,N,0,1,2,4,1,1,N,N,2,N,N,501,N,N,N,2,2
17-03531,56,2,4,0,2,0,N,1,1,7870,11,9,113000.0,9,501,N,2,2,2,2
38-00100,70,1,1,0,1,0,2,1,1,5490,6,9,57200.0,7,466,N,2,2,2,2
38-00100,49,2,1,0,1,1,5,1,1,N,N,5,0.0,0,122,N,2,2,2,2
17-03529,46,1,6,0,2,0,N,1,2,6470,8,10,80000.0,8,501,N,2,2,2,2
06-08507,4,2,N,0,6,2,4,1,1,N,N,2,N,N,501,N,N,N,2,2
32-00405,19,2,6,1,1,3,6,1,1,8590,14,5,4400.0,1,102,N,2,2,2,2
08-00803,0,2,N,0,6,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
28-01100,19,2,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
06-08507,42,1,1,0,6,1,5,1,2,3365,4,9,180000.0,9,501,N,2,2,2,2
17-03529,66,1,1,0,2,0,4,1,1,3590,4,7,175000.0,9,501,N,2,2,2,2
24-01004,56,1,1,0,1,0,2,1,1,9380,16,10,97000.0,8,501,N,2,2,2,2
32-00405,37,2,6,0,9,5,6,1,2,7860,11,8,81700.0,8,501,N,2,2,2,2
06-07502,34,2,6,4,1,0,N,1,2,8980,15,4,59000.0,7,447,N,2,2,2,2
51-01301,26,2,6,0,1,0,N,1,2,6890,9,9,50030.0,6,376,N,2,2,2,2
32-00405,27,1,6,0,2,0,2,1,2,5480,6,5,40500.0,6,437,N,2,2,2,2
32-00405,14,2,N,1,8,2,6,1,2,N,N,3,N,N,273,N,2,2,2,2
26-02702,17,2,6,0,1,0,3,1,1,N,N,4,0.0,0,501,N,2,2,2,2
19-01700,54,1,5,0,2,1,2,1,2,770,3,4,50000.0,7,372,N,2,2,2,2
30-00600,59,2,1,0,1,0,2,1,2,9290,15,4,21000.0,4,171,N,2,2,2,2
06-08507,45,1,1,4,1,2,4,1,2,8680,14,10,120000.0,9,468,N,2,2,2,2
06-08507,49,1,6,0,6,2,4,1,1,4890,6,9,0.0,0,59,N,2,2,2,2
51-01301,72,1,1,0,1,0,2,1,1,5170,6,7,302900.0,9,501,N,2,2,2,2
51-51255,27,2,1,0,1,0,2,1,1,9570,16,10,59000.0,7,501,N,2,2,2,2
13-04600,65,1,5,0,2,0,N,1,2,9920,18,7,0.0,0,0,N,2,2,2,2
06-07502,3,1,N,0,9,2,4,1,1,N,N,1,N,N,501,N,N,N,2,2
13-04600,70,2,4,0,2,0,N,1,1,N,N,4,9300.0,2,79,N,2,1,2,2
30-00600,37,2,1,0,1,3,5,1,1,9380,16,9,60000.0,8,261,N,1,2,2,1
51-01301,40,2,1,0,1,2,4,1,1,7870,11,12,62000.0,7,501,N,2,2,2,2
17-03529,80,2,4,0,1,0,N,1,1,N,N,10,77000.0,8,501,N,2,2,2,2
38-00100,76,2,1,0,1,0,2,1,1,8870,15,5,0.0,0,216,N,2,2,2,2
13-04600,21,2,6,0,1,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
51-01301,52,1,6,0,2,N,N,3,0,7580,10,6,3100.0,1,22,N,2,2,2,2
17-03529,58,2,6,0,2,N,N,2,0,N,N,5,0.0,0,N,N,2,2,1,2
38-00100,12,1,N,0,1,2,4,1,2,N,N,3,N,N,501,N,2,2,2,2
06-08507,10,1,N,0,6,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
30-00600,43,1,1,0,1,2,4,1,1,9470,16,9,125000.0,9,501,N,2,2,2,2
19-01700,40,2,1,0,1,2,4,1,1,7480,10,9,50000.0,7,501,N,2,2,2,2
38-00100,37,2,4,0,1,0,N,1,1,4670,6,7,25000.0,4,190,N,2,2,2,2
01-01301,23,1,6,0,1,0,4,1,1,5580,6,7,5600.0,2,137,N,2,2,2,2
40-00200,24,1,6,0,3,0,6,1,1,770,3,7,25000.0,5,308,N,2,2,2,2
06-08507,8,1,N,0,6,2,5,1,1,N,N,3,N,N,501,N,2,2,2,2
19-01700,6,1,N,0,1,4,6,1,2,N,N,2,N,N,182,N,2,2,2,2
36-04010,40,1,2,0,2,0,9,1,1,N,N,5,800.0,1,219,N,2,2,2,2
17-03531,34,2,1,0,2,0,2,1,1,8090,12,9,60010.0,7,501,N,2,2,2,2
51-51255,57,2,6,4,1,0,N,1,2,7190,9,9,219000.0,9,501,N,2,2,2,2
17-03529,36,2,1,0,9,0,2,1,1,8180,12,5,20000.0,3,375,N,1,2,1,2
17-03531,12,2,N,2,2,1,2,1,2,N,N,3,N,N,201,N,2,2,2,2
24-01004,5,2,N,0,1,2,4,1,1,N,N,2,N,N,501,N,2,2,2,2
38-00100,23,2,1,0,1,0,2,1,1,8470,13,7,18500.0,3,419,N,2,2,2,2
30-00600,56,1,6,0,1,N,N,3,0,N,N,4,9400.0,2,74,N,2,2,2,2
30-00600,58,2,1,0,1,0,2,1,1,N,N,5,9000.0,2,501,N,1,1,2,2
38-00100,41,2,5,0,1,0,N,1,1,770,3,8,13300.0,2,101,N,2,2,2,2
36-04010,42,1,6,0,2,0,4,1,1,770,3,8,444950.0,9,501,N,2,2,2,2
36-04010,54,2,2,0,2,0,2,1,2,N,N,4,75000.0,8,498,N,1,2,2,1
30-00600,59,1,1,0,1,0,2,1,1,7270,10,10,150000.0,9,501,N,2,2,2,2
29-01901,32,1,6,0,2,N,N,3,0,N,N,4,510.0,1,4,N,2,2,2,2
29-01901,0,2,N,0,2,3,4,1,1,N,N,N,N,N,65,N,N,N,2,2
51-01301,8,1,N,0,6,3,5,1,1,N,N,3,N,N,322,N,2,2,2,2
19-01700,1,1,N,0,6,1,3,1,2,N,N,N,N,N,122,N,N,N,2,2
24-01004,74,2,4,0,1,0,N,1,1,N,N,10,52930.0,6,438,N,2,1,2,1
17-03529,3,1,N,0,1,3,5,1,1,N,N,1,N,N,501,N,N,N,2,2
06-08507,71,2,1,0,6,0,2,1,1,7860,11,10,100000.0,8,501,N,2,2,2,2
40-00200,18,1,6,0,1,1,3,1,1,N,N,5,0.0,0,97,N,2,2,2,1
08-00803,31,1,6,0,1,0,N,1,2,7870,11,12,104000.0,8,501,N,2,2,2,2
13-04600,63,2,6,0,2,0,N,1,1,9380,16,8,100000.0,9,501,N,2,2,2,2
28-01100,59,1,1,0,1,0,2,1,1,8680,14,7,40000.0,7,416,N,2,2,2,2
29-01901,29,1,6,0,2,0,7,1,1,N,N,5,3000.0,1,16,N,2,2,2,2
17-03529,74,2,3,0,2,0,2,1,2,N,N,4,0.0,0,161,N,1,1,2,2
30-00600,6,1,N,0,1,2,4,1,2,N,N,3,N,N,189,N,2,2,2,2
36-04010,77,2,4,0,2,0,2,1,1,N,N,9,125500.0,9,501,N,2,2,2,2
08-00803,2,2,N,0,1,2,4,1,1,N,N,N,N,N,428,N,N,N,2,2
17-03529,64,1,4,0,2,0,N,1,2,N,N,4,6700.0,2,59,N,2,1,2,2
17-03529,0,1,N,0,2,5,6,1,2,N,N,N,N,N,98,N,N,N,2,2
36-03710,2,1,N,1,8,0,3,1,2,N,N,N,N,N,51,N,N,N,2,2
32-00405,58,1,1,1,1,0,2,1,1,8660,14,3,35600.0,5,214,N,2,2,2,2
28-01100,69,2,4,0,2,0,8,1,1,8191,12,5,1000.0,1,44,N,2,2,2,2
26-02702,15,1,6,1,1,2,4,1,2,N,N,4,0.0,0,136,N,2,2,2,2
38-00100,33,1,6,0,1,0,3,1,1,2370,4,7,24000.0,4,501,N,2,2,2,2
13-04600,8,2,N,0,2,0,6,1,2,N,N,3,N,N,208,N,2,2,2,2
24-01004,1,1,N,0,6,1,3,1,2,N,N,N,N,N,161,N,N,N,2,2
13-04600,19,2,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
29-01901,18,1,6,0,2,0,2,1,1,3291,4,5,3000.0,1,214,N,2,2,2,2
32-00405,54,1,6,0,3,0,5,1,1,6180,7,5,38000.0,6,148,N,2,2,2,2
24-01004,46,2,1,0,1,2,4,1,1,9590,16,8,18000.0,3,501,N,2,2,2,2
51-01301,29,2,1,0,1,0,2,1,2,8191,12,9,106100.0,8,501,N,2,2,2,2
19-01700,63,1,6,0,1,N,N,3,0,N,N,1,0.0,0,0,5,2,1,2,2
08-00803,32,1,6,0,1,0,N,1,2,7490,10,12,218500.0,9,501,N,2,2,2,2
19-01700,65,1,1,0,1,0,2,1,1,5580,6,9,54000.0,7,501,N,2,2,2,1
06-07502,34,1,6,0,1,0,N,1,2,6490,8,10,137000.0,9,501,N,2,2,2,2
38-00100,88,2,3,0,1,N,N,2,0,N,N,4,39600.0,5,N,N,2,1,2,2
32-00405,55,2,4,1,3,0,N,1,1,3291,4,4,27650.0,5,213,N,2,2,2,2
32-00405,27,1,6,0,1,0,2,1,1,7071,9,7,25000.0,4,370,N,2,2,2,2
29-01901,58,1,1,0,2,0,4,1,1,770,3,8,20000.0,4,501,N,1,1,2,2
06-08507,45,1,1,0,6,2,4,1,2,770,3,9,599000.0,9,501,N,2,2,2,2
30-00600,67,1,6,0,1,0,N,1,1,670,2,8,10000.0,2,79,N,2,2,2,2
24-01004,76,2,5,0,1,0,N,1,1,8370,13,9,16000.0,3,126,N,2,2,2,1
24-01004,12,2,N,0,1,3,4,1,1,N,N,3,N,N,501,N,2,2,2,2
40-00200,74,1,4,0,3,0,N,1,1,N,N,1,4500.0,2,35,6,1,1,1,2
40-00200,35,1,6,0,3,0,N,1,2,4971,6,5,30500.0,6,227,N,2,2,2,2
26-02702,9,1,N,0,1,3,5,1,1,N,N,3,N,N,459,N,2,2,2,2
51-51255,35,1,2,0,2,N,N,3,0,8770,15,6,18000.0,3,120,N,2,2,2,2
01-01301,18,1,6,0,9,N,N,3,0,7870,11,7,700.0,1,N,N,2,2,2,2
08-00803,28,1,6,0,1,0,N,1,2,6570,8,9,100000.0,8,501,N,2,2,2,2
36-04010,54,1,6,0,2,0,3,1,1,N,N,4,21600.0,4,177,N,1,2,2,2
51-51255,2,1,N,0,1,2,4,1,2,N,N,N,N,N,501,N,N,N,2,2
38-00100,39,2,1,0,1,2,4,1,1,7860,11,8,30500.0,4,182,N,2,2,2,2
38-00100,11,2,N,0,1,2,4,1,2,N,N,3,N,N,370,N,2,2,2,2
06-07502,24,2,6,0,1,0,N,1,2,7490,10,9,75000.0,7,501,N,2,2,2,2
51-01301,11,2,N,0,1,2,4,1,2,N,N,3,N,N,282,N,2,2,2,2
29-01901,24,1,6,0,2,0,2,1,2,9160,15,11,12000.0,3,80,N,2,2,2,2
24-01004,21,1,6,0,1,1,4,1,1,8670,14,7,3000.0,1,501,N,2,2,2,2
32-00405,66,1,1,0,6,0,2,1,2,N,N,6,10000.0,2,304,N,2,1,2,1
38-00100,3,1,N,0,9,3,5,1,1,N,N,1,N,N,409,N,N,N,2,2
36-03710,1,1,N,2,9,1,3,1,2,N,N,N,N,N,318,N,N,N,2,2
26-02702,15,1,6,0,1,2,4,1,1,N,N,4,500.0,1,501,N,2,2,2,2
38-00100,30,1,1,0,1,4,6,1,2,7770,10,5,48000.0,6,164,N,2,2,2,2
40-00200,16,2,6,0,3,3,4,1,2,N,N,4,0.0,0,161,N,2,2,2,2
38-00100,35,1,1,1,8,3,5,1,2,3770,4,5,45000.0,6,164,3,2,2,2,2
29-01901,32,1,6,0,6,0,N,1,2,7380,10,9,85000.0,9,501,N,2,2,2,2
38-00100,51,2,1,0,1,0,3,1,1,7860,11,9,40900.0,6,362,N,2,2,2,2
51-51255,31,1,1,0,1,0,2,1,2,7290,10,9,68000.0,7,406,N,2,2,2,2
24-01004,53,1,4,0,1,0,3,1,1,7670,10,11,255000.0,9,501,N,2,2,2,2
40-00200,64,2,3,0,1,0,N,1,2,N,N,7,33900.0,6,253,N,2,2,2,1
38-00100,48,1,1,0,1,0,2,1,1,9790,17,10,220000.0,9,501,N,2,2,2,2
38-00100,56,1,1,0,1,0,4,1,1,9490,16,12,107000.0,9,501,N,2,1,1,2
24-01004,57,2,6,0,1,0,N,1,1,7390,10,10,140000.0,9,501,N,2,2,2,2
08-00803,40,2,1,0,1,3,5,1,2,7370,10,9,75000.0,7,501,N,2,2,2,2
08-00803,10,1,N,4,1,1,3,1,2,N,N,3,N,N,155,N,1,2,2,2
19-01700,68,2,1,0,1,0,2,1,1,N,N,10,6500.0,1,199,N,2,1,2,2
01-01301,84,2,3,0,1,0,N,1,1,N,N,5,10100.0,3,84,N,2,2,2,2
38-00100,50,1,6,0,1,0,N,1,1,170,0,8,40000.0,5,302,N,2,2,2,2
24-01004,49,2,6,0,1,0,N,1,1,8660,14,7,0.0,0,0,N,1,1,2,2
19-01700,28,1,1,0,1,0,2,1,1,6270,7,7,60000.0,8,468,N,2,2,2,2
29-01901,3,2,N,0,2,9,12,1,1,N,N,1,N,N,105,N,N,N,2,2
17-03529,62,1,6,0,2,0,N,1,2,6180,7,5,25000.0,4,188,N,2,2,2,2
06-08507,45,2,1,0,1,2,4,1,1,6992,9,9,244000.0,9,501,N,2,2,2,2
24-01004,36,2,6,4,2,2,8,1,1,8191,12,4,30000.0,4,501,N,2,2,2,2
24-01004,6,1,N,0,1,2,4,1,1,N,N,2,N,N,501,N,2,2,2,2
06-08507,67,1,1,0,1,0,6,1,1,N,N,9,100.0,1,480,N,2,2,2,2
26-02702,51,2,1,0,1,2,4,1,1,5170,6,9,50000.0,7,331,N,2,2,2,2
08-00803,46,2,4,0,1,1,2,1,2,8080,12,9,40000.0,5,276,N,2,2,2,2
38-00100,65,2,4,0,1,0,N,1,2,N,N,5,9500.0,2,76,N,2,1,2,2
40-00200,55,1,6,0,3,0,2,1,1,180,0,8,7740.0,2,0,N,2,2,2,2
51-51255,14,1,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
24-01004,60,1,1,0,1,1,3,1,1,9590,16,12,162500.0,9,501,4,2,2,2,2
26-02702,21,2,6,0,1,0,N,1,2,7870,11,7,1000.0,1,7,N,2,2,2,2
30-00600,76,2,4,0,1,0,N,1,1,7080,9,5,17520.0,3,143,N,2,2,2,2
19-01700,74,1,4,0,1,0,N,1,1,N,N,10,61900.0,8,501,N,2,2,2,2
32-00405,30,1,6,0,1,0,2,1,1,8680,14,5,13000.0,3,401,N,2,2,2,2
36-03710,16,2,6,2,2,1,2,1,2,4971,6,4,73800.0,8,489,N,2,2,2,2
13-04600,63,2,4,0,2,0,5,1,1,N,N,5,33500.0,5,222,N,1,1,2,2
51-01301,68,1,1,0,1,0,2,1,1,9490,16,9,35400.0,5,278,N,2,2,2,2
36-04010,36,1,4,0,2,0,3,1,2,770,3,8,80000.0,8,501,N,2,2,2,2
38-00100,69,2,1,0,1,0,2,1,1,170,0,8,38000.0,5,501,N,2,2,2,2
24-01004,65,1,1,0,1,0,4,1,1,7290,10,11,16300.0,3,501,N,2,2,2,2
13-04600,27,1,6,1,1,0,N,1,1,7490,10,7,28300.0,5,221,N,2,2,2,2
19-01700,34,1,1,0,1,0,2,1,2,8680,14,4,25000.0,4,368,N,2,2,2,2
08-00803,74,1,4,0,1,N,N,2,0,N,N,5,24100.0,4,N,N,1,1,2,2
19-01700,19,2,6,0,1,N,N,3,0,7870,11,7,1000.0,1,N,N,2,2,2,2
30-00600,28,1,1,0,1,0,2,1,2,490,1,5,46000.0,7,309,N,2,2,2,2
08-00803,28,2,6,0,1,0,N,1,2,7390,10,7,52000.0,6,393,N,2,2,2,2
17-03529,62,2,1,0,1,0,3,1,1,7580,10,9,103000.0,9,501,N,2,2,2,2
19-01700,67,2,3,0,1,0,N,1,1,N,N,5,17400.0,3,144,N,2,2,2,2
51-51255,32,2,6,0,1,0,3,1,2,6991,9,10,106000.0,8,501,N,2,2,2,2
51-51255,69,2,3,0,2,0,N,1,2,7870,11,10,108800.0,8,501,N,2,2,2,2
36-04010,3,1,N,0,1,3,5,1,1,N,N,1,N,N,182,N,N,N,2,2
17-03529,56,2,1,0,6,1,4,1,1,7970,12,8,22800.0,4,501,N,2,2,2,2
29-01901,71,2,1,0,9,0,2,1,2,N,N,12,0.0,0,88,N,2,2,2,2
06-08507,11,1,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
17-03529,59,1,1,0,2,0,2,1,1,3980,4,5,45000.0,6,431,N,2,2,2,2
29-01901,62,2,1,0,2,0,6,1,1,7970,12,8,7100.0,2,188,N,2,2,2,2
38-00100,28,1,6,0,1,0,2,1,1,8090,12,9,14700.0,2,501,N,2,2,2,2
19-01700,26,1,6,0,1,0,N,1,1,6890,9,7,40900.0,6,312,N,2,2,2,2
38-00100,32,1,1,0,1,0,2,1,1,4270,5,5,100000.0,9,501,5,2,2,2,2
17-03531,71,1,4,1,1,0,N,1,1,N,N,3,0.0,0,0,N,2,2,1,1
30-00600,64,1,1,0,1,0,2,1,1,180,0,7,100.0,0,218,N,2,2,2,2
17-03529,56,2,6,0,2,0,N,1,2,6080,7,7,44000.0,6,333,N,2,2,2,2
01-01301,93,2,3,0,2,0,2,1,1,N,N,4,23900.0,5,479,N,2,1,2,2
17-03531,8,1,N,0,2,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
51-01301,63,1,1,0,1,0,2,1,1,N,N,9,0.0,0,298,N,2,2,2,2
06-08507,55,1,1,1,1,2,4,1,1,8590,14,5,22000.0,4,296,N,2,2,2,2
40-00200,60,1,1,0,9,0,2,1,1,9470,16,5,50000.0,7,352,N,2,1,2,2
26-02702,33,2,6,0,1,0,N,1,2,9160,15,11,70000.0,8,501,N,2,2,2,2
38-00100,45,2,1,0,1,2,4,1,1,770,3,7,800.0,0,182,N,2,2,2,2
13-04600,50,2,6,0,2,0,2,1,2,8191,12,9,41700.0,6,206,N,2,2,2,2
24-01004,46,1,1,0,1,4,6,1,2,9590,16,10,152000.0,9,501,N,2,2,2,2
06-08507,37,2,1,0,6,0,2,1,1,7580,10,5,115000.0,8,501,N,2,2,2,2
13-04600,18,1,6,0,2,1,3,1,2,N,N,7,2900.0,1,196,N,2,2,2,2
51-01301,11,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
24-01004,55,2,6,4,2,0,N,1,1,9590,16,8,85000.0,7,501,N,2,2,2,2
51-01301,24,1,6,0,1,0,N,1,2,9490,16,9,56000.0,6,427,N,2,2,2,2
29-01901,12,2,N,0,2,2,4,1,2,N,N,3,N,N,59,N,1,2,2,2
24-01004,27,2,6,0,1,0,N,1,2,8170,12,9,56000.0,6,427,N,2,2,2,2
38-00100,25,1,1,1,9,1,3,1,2,N,N,8,5300.0,1,367,N,2,2,2,2
28-01100,62,2,1,0,2,0,2,1,1,9370,16,5,19000.0,4,501,N,2,2,2,2
38-00100,19,2,6,0,1,0,3,1,1,8270,12,5,12000.0,2,384,N,2,2,2,2
32-00405,4,1,N,4,1,2,3,1,2,N,N,1,N,N,385,N,N,N,2,2
51-51255,30,1,6,4,8,0,N,1,2,8680,14,5,119000.0,8,501,N,2,2,2,2
38-00100,5,2,N,0,1,2,4,1,1,N,N,1,N,N,501,N,2,2,2,2
38-00100,73,2,1,0,1,0,2,1,1,N,N,5,12010.0,2,501,N,2,2,2,2
24-01004,67,2,1,0,1,0,2,1,1,N,N,11,0.0,0,437,N,2,2,2,2
51-01301,11,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
08-00803,10,1,N,0,1,2,4,1,1,N,N,3,N,N,488,N,2,2,2,2
51-01301,56,1,1,0,1,0,3,1,1,7390,10,10,210400.0,9,501,N,2,2,2,2
32-00405,48,2,1,1,1,0,4,1,1,9070,15,5,42800.0,6,365,N,2,2,2,2
51-01301,12,2,N,0,2,0,5,1,2,N,N,3,N,N,349,N,2,2,2,2
08-00803,54,1,4,0,1,0,N,1,2,7380,10,9,60000.0,7,458,N,2,2,2,2
13-04600,29,1,6,0,8,0,2,1,2,8170,12,9,40220.0,6,485,N,2,2,2,2
29-01901,12,2,N,0,2,0,4,1,1,N,N,3,N,N,450,N,2,2,2,2
38-00100,15,2,6,0,1,2,4,1,1,N,N,4,0.0,0,82,N,2,2,2,2
36-04010,15,1,6,0,2,0,4,1,1,N,N,3,0.0,0,501,N,2,2,2,2
32-00405,40,1,6,4,8,5,6,1,2,770,3,7,13000.0,3,55,N,2,2,2,2
51-51255,29,2,4,0,1,0,N,1,2,7860,11,7,23000.0,4,176,N,2,2,2,2
13-04600,18,1,6,0,1,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
38-00100,75,2,1,0,1,0,3,1,1,N,N,5,10800.0,2,501,N,2,2,2,2
17-03531,79,2,3,0,2,0,4,1,2,N,N,5,12000.0,2,200,N,2,1,2,2
26-02702,0,2,N,0,1,3,5,1,1,N,N,N,N,N,501,N,N,N,2,2
38-00100,15,2,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
51-51255,74,1,1,0,1,0,2,1,1,N,N,11,91700.0,8,501,N,2,1,2,2
36-03710,61,1,6,4,1,0,N,1,2,7780,10,12,48400.0,6,365,N,2,2,2,2
30-00600,49,1,4,0,1,0,N,1,1,4880,6,7,0.0,0,0,N,2,2,2,2
17-03529,37,1,1,0,1,1,3,1,2,9470,16,7,20400.0,3,501,N,2,2,2,2
38-00100,22,1,6,0,1,0,9,1,1,3080,4,7,32000.0,5,78,N,2,2,2,2
19-01700,14,2,N,1,1,4,8,1,2,N,N,4,N,N,207,N,2,2,1,2
13-04600,54,1,4,0,2,0,N,1,1,N,N,6,0.0,0,0,N,2,1,2,2
06-08507,9,2,N,0,1,0,5,1,1,N,N,3,N,N,324,N,2,2,2,2
38-00100,59,2,1,0,1,0,2,1,1,8980,15,5,22600.0,3,384,N,2,2,2,2
30-00600,12,1,N,0,1,3,5,1,1,N,N,3,N,N,198,N,2,2,2,2
24-01004,24,1,1,0,1,0,2,1,2,7870,11,10,73000.0,7,501,N,2,2,2,2
08-00803,18,1,6,0,1,N,N,3,0,7460,10,7,1500.0,1,N,N,2,2,2,2
51-51255,30,1,6,0,1,0,N,1,1,770,3,8,100000.0,8,501,N,2,2,2,2
38-00100,45,1,1,0,1,4,6,1,1,670,2,9,115000.0,9,501,N,2,2,2,2
30-00600,45,2,1,0,1,0,2,1,1,N,N,4,2100.0,1,333,N,1,2,2,2
08-00803,34,1,1,0,1,0,2,1,2,7460,10,10,6900.0,1,457,N,2,2,2,2
