PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02102,14,2,N,0,1,1,5,1,1,450.9,9920,N,4,99060.0,N,225,N,2,2,2,2,241,235,8745
48-02101,13,1,N,0,1,0,2,1,1,357.4,9920,N,6,101000.0,0,135,N,2,2,2,2,94,91,8696
48-02510,47,1,4,0,1,0,3,1,2,3092.4,7780,10,1,26800.0,8,5,N,2,2,2,1,49,50,4998
48-02102,46,1,1,0,1,1,3,1,1,3092.4,5275,6,9,143200.0,9,458,N,2,2,2,2,90,92,2082
48-02102,73,1,N,0,1,0,4,1,1,450.9,9920,N,3,990.0,4,152,N,2,2,2,2,81,82,7268
48-02510,56,2,1,0,1,1,3,1,1,3092.4,7890,10,9,6000.0,7,500,N,2,2,2,2,42,48,1762
48-02510,31,1,1,0,2,2,4,1,2,3731.1,590,6,6,81600.0,8,53,N,2,2,2,2,80,54,4790
48-02101,55,2,N,0,6,0,3,1,1,3731.1,N,N,12,99800.0,N,134,N,2,2,2,2,254,255,8866
48-02510,60,2,1,0,1,0,2,1,1,3092.4,3490,3,9,83400.0,8,52,N,2,2,2,2,78,80,3483
48-02516,14,2,N,0,1,2,4,1,2,1338.4,9920,N,3,21700.0,0,232,N,2,2,2,2,264,269,8437
48-02101,49,2,1,0,1,0,4,1,1,357.4,7980,11,8,597000.0,9,500,N,2,2,2,2,82,84,435
48-02516,55,2,1,1,2,0,2,1,1,2134.8,9380,15,7,100900.0,0,211,N,2,2,2,2,313,359,3476
48-02507,31,1,1,0,1,1,5,1,1,450.9,9920,5,2,20800.0,3,232,N,2,2,2,2,40,47,2185
48-02101,62,1,N,0,1,1,3,1,1,357.4,6190,6,5,790.0,9,409,N,N,2,2,2,84,45,5737
48-02516,61,1,1,0,1,0,3,1,1,1338.4,7870,2,7,8210.0,6,501,N,2,2,2,2,117,17,724
48-02516,49,2,6,0,1,0,5,1,1,1338.4,7980,10,4,60650.0,7,52,N,2,2,2,2,13,82,645
48-02507,59,2,2,0,1,0,6,1,2,450.9,9920,6,9,101700.0,2,140,N,2,2,2,2,55,249,7359
48-02510,13,1,N,0,2,3,7,1,1,3092.4,9920,N,3,98510.0,9,229,N,2,N,2,2,145,98,8657
48-02507,28,2,6,1,1,0,N,1,2,3731.1,5275,10,7,22330.0,1,126,N,2,2,2,2,50,55,7177
48-02507,62,1,4,0,1,0,N,1,1,3092.4,6080,6,9,58430.0,7,94,N,2,2,2,1,70,77,589
48-02516,33,2,1,0,1,0,3,1,2,1338.4,8170,14,9,23900.0,4,329,N,2,2,2,2,52,53,669
48-02516,61,2,1,0,1,0,2,1,1,1338.4,7890,10,5,13500.0,5,323,N,2,2,2,2,20,130,7480
48-02102,76,2,1,0,1,0,2,1,1,3731.1,7880,9,9,360.0,5,347,N,2,2,2,2,292,59,5643
48-02507,73,1,1,0,1,0,2,1,1,3731.1,7181,11,12,56200.0,7,53,N,2,2,2,1,71,82,3696
48-02101,44,1,1,0,1,4,6,1,1,357.4,7870,11,1,349100.0,7,228,N,2,2,2,2,49,53,3199
48-02515,63,2,4,1,1,0,N,1,1,2134.8,9920,N,3,55200.0,7,216,N,2,2,2,2,260,53,7173
48-02515,47,1,N,0,1,3,4,1,1,2134.8,9870,4,5,101600.0,1,227,N,2,2,2,2,93,89,8477
48-02102,43,1,4,0,1,0,N,1,1,357.4,5381,14,6,195000.0,1,238,N,2,2,2,2,169,52,5772
48-02516,27,2,1,0,1,0,5,1,1,1338.4,8090,15,7,41100.0,5,406,N,2,2,2,2,79,83,786
48-02516,17,2,1,0,1,1,4,1,1,1338.4,7080,14,4,20900.0,3,501,N,2,2,2,2,88,89,3841
48-02507,46,1,1,0,1,0,2,1,1,3731.1,5470,10,9,225000.0,6,52,N,2,2,2,2,52,50,3780
48-02102,39,1,1,1,1,3,5,1,2,450.9,7790,3,9,52600.0,6,227,N,2,2,2,2,58,53,6164
48-02102,68,1,N,0,1,3,4,1,1,450.9,9920,N,4,99300.0,N,397,N,2,2,2,2,273,294,8727
48-02516,58,1,3,0,1,0,N,1,1,450.9,5180,9,10,20400.0,8,501,N,2,2,2,2,85,83,5659
48-02507,49,1,1,0,1,0,2,1,1,3731.1,9870,N,9,304000.0,9,500,N,1,2,2,2,83,23,551
48-02510,38,2,6,0,1,0,3,1,1,3092.4,590,6,9,6120.0,7,501,N,2,2,2,2,46,55,3619
48-02101,14,1,6,1,1,3,7,1,1,3092.4,N,N,4,100200.0,0,227,N,2,2,2,2,199,383,6809
48-02515,28,2,6,4,1,0,N,1,2,2134.8,9920,9,2,-6300.0,0,8,N,2,2,2,2,53,64,4354
48-02510,15,2,N,0,1,0,6,1,1,3092.4,9920,N,4,99200.0,N,391,N,1,2,2,2,79,53,8541
48-02516,57,1,1,1,1,3,4,1,1,1338.4,9920,N,1,101000.0,0,303,N,2,2,2,2,20,24,7299
48-02102,14,2,N,0,1,0,7,1,1,450.9,N,N,2,99060.0,6,215,N,2,2,2,2,48,48,8648
48-02102,66,2,6,0,1,0,4,1,1,450.9,9370,9,7,135100.0,8,500,N,2,2,2,2,80,160,3809
48-02101,26,1,1,0,1,1,5,1,1,357.4,7860,3,9,57100.0,8,501,N,2,2,2,2,58,89,6943
48-02102,5,2,N,0,1,2,3,1,1,450.9,N,N,12,N,9,40,N,2,2,2,2,133,18,8748
48-02101,29,1,1,0,1,0,2,1,1,357.4,8670,15,7,10200.0,4,52,N,2,2,2,2,123,95,3423
48-02101,63,1,1,0,1,0,2,1,1,357.4,9190,15,4,14100.0,6,52,N,2,2,2,2,42,48,4051
48-02510,28,1,6,0,1,0,3,1,1,3092.4,8670,14,9,5700.0,1,500,N,2,2,2,2,86,83,3997
48-02101,29,2,1,0,1,0,4,1,1,357.4,6991,10,7,86300.0,8,52,N,2,2,2,2,121,83,3176
48-02101,61,2,6,0,1,0,4,1,1,3731.1,6991,9,9,10200.0,9,501,N,2,2,2,2,16,11,5841
48-02516,58,1,3,0,1,0,N,1,1,1338.4,7860,11,6,83000.0,8,468,N,2,2,2,2,204,76,5583
48-02515,55,1,1,0,1,0,2,1,1,2134.8,7181,11,1,53200.0,7,52,N,2,2,2,2,83,76,649
48-02515,52,2,6,0,1,0,2,1,1,357.4,7980,10,9,81000.0,6,52,N,2,2,2,2,41,44,1901
48-02510,47,1,1,0,1,1,7,1,1,3092.4,9920,9,4,-1300.0,0,135,N,2,2,2,2,86,88,698
48-02515,14,2,6,1,9,0,6,1,2,2134.8,N,N,3,102500.0,3,220,N,2,2,2,2,250,180,8685
48-02102,15,1,6,1,1,1,4,1,1,450.9,8670,14,2,561700.0,1,9,N,2,2,2,2,93,91,757
48-02515,61,2,1,0,1,0,2,1,1,2134.8,9190,N,1,53000.0,7,53,N,2,1,2,2,82,52,3906
48-02510,49,2,1,1,1,1,6,1,1,3092.4,N,N,4,-600.0,0,134,N,2,2,2,2,85,90,4258
48-02516,59,2,2,1,1,1,3,1,1,1338.4,9920,9,5,10000.0,0,209,N,2,2,2,2,236,86,4753
48-02510,60,1,1,0,1,0,2,1,1,3092.4,6991,8,8,10100.0,9,52,N,2,2,2,2,86,84,645
48-02515,61,2,1,0,1,3,6,1,1,2134.8,4972,N,3,130000.0,3,233,N,2,2,2,2,41,48,3999
48-02515,38,2,1,2,8,1,5,1,1,2134.8,770,10,4,100.0,3,211,N,2,2,2,2,144,135,3525
48-02507,77,2,4,0,1,0,6,1,1,450.9,7970,2,4,35200.0,1,24,N,2,2,2,2,93,94,4684
48-02102,37,2,2,0,1,0,4,1,1,450.9,8670,N,5,N,1,300,N,1,2,2,2,57,54,499
48-02510,27,1,6,0,1,0,2,1,1,3092.4,7770,2,4,520.0,7,40,N,2,2,2,2,48,51,6859
48-02510,40,1,1,0,1,2,4,1,1,3092.4,7690,10,9,40410.0,9,469,N,2,2,2,2,54,57,6128
48-02101,72,1,1,0,1,0,5,1,1,357.4,9920,N,9,200.0,8,52,N,2,2,2,2,17,12,5599
48-02507,30,1,1,0,1,0,6,1,1,3731.1,7860,11,9,52250.0,7,501,N,2,2,2,1,183,53,5875
48-02101,37,2,1,0,1,3,6,1,1,357.4,7860,N,12,100030.0,0,501,N,2,2,2,2,81,93,3102
48-02102,75,1,6,0,1,0,4,1,1,3731.1,2780,N,3,33700.0,N,465,N,1,2,2,2,47,80,2120
48-02101,30,1,6,0,2,0,N,1,1,2134.8,7780,3,9,10200.0,1,501,N,2,2,2,2,91,101,4304
48-02515,73,1,1,0,1,0,2,1,1,3731.1,2980,3,1,60700.0,3,501,N,2,2,2,2,41,42,5149
48-02101,74,2,1,0,1,0,2,1,1,3092.4,N,9,5,140.0,1,244,N,2,2,2,2,48,54,6503
48-02510,71,1,1,0,1,0,4,1,1,3092.4,9920,9,1,24900.0,1,407,N,2,2,2,2,46,54,730
48-02516,36,2,6,0,1,1,4,1,2,2134.8,7860,10,7,79500.0,8,52,N,2,2,2,2,82,49,3714
48-02102,76,1,3,0,1,0,N,1,0,450.9,N,N,4,40900.0,6,326,N,2,2,2,1,50,13,639
48-02101,48,2,1,0,1,1,3,1,1,450.9,7870,11,9,8210.0,8,52,N,2,2,2,2,120,89,3027
48-02102,16,1,N,0,2,5,7,1,1,450.9,9920,N,2,99800.0,9,244,N,2,2,2,2,194,363,8534
48-02510,45,2,6,0,1,0,3,1,1,3092.4,9920,9,4,1000.0,0,500,N,2,2,2,2,73,13,1935
48-02102,15,1,1,0,1,1,4,1,1,450.9,3370,4,7,55900.0,7,52,N,2,2,2,2,17,19,2000
48-02102,60,2,1,0,1,1,3,1,1,3092.4,9920,N,5,100000.0,0,501,N,2,2,2,2,92,96,1817
48-02102,4,2,N,4,1,2,4,1,1,450.9,N,9,1,N,9,320,N,N,N,2,2,85,86,8535
48-02516,60,1,4,0,1,0,2,1,2,3092.4,3670,11,6,44950.0,0,500,N,2,2,2,2,89,87,6967
48-02102,47,2,4,0,1,0,3,1,1,450.9,7970,11,7,131250.0,1,247,N,2,2,2,2,11,8,4977
48-02507,50,1,1,1,8,0,2,1,1,2134.8,770,3,9,56310.0,6,231,N,2,2,2,2,85,56,2797
48-02507,71,2,3,0,2,0,N,1,2,3731.1,7870,14,4,44020.0,4,334,N,2,1,2,2,86,82,4710
48-02510,36,1,6,0,1,0,6,1,1,2134.8,7780,11,8,-600.0,1,405,N,2,2,2,2,50,50,3852
48-02515,32,2,6,1,1,0,3,1,1,2134.8,8580,14,7,100.0,3,52,N,2,2,2,2,250,57,4079
48-02515,27,2,5,0,2,0,N,1,1,2134.8,590,6,2,84400.0,0,223,N,2,2,2,2,120,15,4341
48-02510,63,2,1,0,1,0,2,1,1,3092.4,7080,N,7,13300.0,3,501,N,2,2,2,2,81,90,5373
48-02516,37,1,6,0,2,0,2,1,2,1338.4,7790,10,7,25400.0,4,33,N,2,2,2,2,258,78,3035
48-02510,64,2,1,0,1,0,5,1,1,3092.4,N,10,6,10100.0,3,501,N,2,2,2,2,54,51,1641
48-02515,39,1,6,0,1,0,4,1,1,2134.8,580,6,3,49100.0,1,501,N,2,2,2,2,66,42,3695
48-02102,73,2,3,0,1,0,2,1,1,450.9,9920,N,4,99000.0,1,267,N,1,2,2,2,43,43,8592
48-02101,58,1,1,1,9,0,2,1,1,357.4,3170,4,7,57500.0,8,137,N,2,2,2,2,14,13,1915
48-02101,72,1,1,0,1,0,2,1,1,357.4,2980,4,5,77300.0,8,484,N,2,2,2,2,134,100,4339
48-02510,12,2,N,0,1,2,4,1,2,3092.4,9920,N,2,99300.0,N,5,N,2,2,2,2,55,61,8705
48-02515,29,2,1,0,1,0,5,1,1,2134.8,6991,11,4,60.0,6,235,N,2,2,2,2,40,8,3080
48-02515,18,2,6,0,1,2,4,1,1,2134.8,9920,9,3,100.0,0,4,N,2,2,2,2,242,198,7160
48-02510,57,2,1,0,1,0,2,1,1,3092.4,9920,N,9,100200.0,0,402,N,2,2,2,2,49,48,1760
48-02516,37,1,1,0,1,2,N,1,1,1338.4,7790,11,12,75360.0,8,500,N,2,2,2,2,332,350,2949
48-02101,71,2,N,0,9,4,4,1,1,357.4,7880,10,6,38000.0,6,501,N,2,2,2,2,94,88,745
48-02101,39,2,6,1,1,0,N,1,1,357.4,8670,14,6,38000.0,6,260,N,2,2,2,2,46,44,3414
48-02516,14,1,N,0,1,0,3,1,1,2134.8,9920,N,2,N,N,500,N,1,2,2,2,52,25,8689
48-02510,30,2,6,0,1,0,N,1,2,3092.4,8670,14,9,144020.0,3,139,N,2,2,2,2,58,58,7069
48-02102,60,2,1,0,1,2,4,1,1,450.9,3680,10,8,407900.0,6,501,N,2,2,2,2,79,17,5793
48-02516,60,2,6,0,1,0,N,1,1,357.4,9190,9,6,49500.0,1,403,N,2,2,2,2,49,48,5815
48-02516,62,2,4,0,1,0,3,1,1,1338.4,7970,11,8,203200.0,8,500,N,2,2,2,2,17,15,765
48-02516,68,2,3,0,1,0,2,1,1,1338.4,N,N,4,58130.0,1,139,N,2,2,2,2,138,91,3864
48-02507,30,1,1,0,1,2,3,1,1,450.9,3580,1,4,30400.0,4,244,N,2,2,2,2,51,52,3738
48-02101,47,2,4,0,1,0,4,1,1,357.4,7980,11,1,55200.0,7,389,N,2,2,2,2,57,57,7031
48-02101,47,2,1,0,6,0,2,1,1,357.4,6991,8,6,58010.0,1,52,N,2,2,2,2,11,19,561
48-02102,61,1,1,0,1,0,2,1,1,450.9,3370,4,7,4260.0,5,469,N,2,1,2,2,81,15,6294
48-02516,40,2,1,0,1,0,4,1,1,1338.4,9920,N,3,100200.0,0,53,N,2,2,2,2,55,266,1749
48-02510,69,1,1,0,1,0,2,1,2,450.9,490,6,4,209000.0,3,154,N,2,2,2,2,54,57,3950
48-02101,35,2,5,0,1,0,6,1,2,3092.4,7880,11,9,101600.0,4,135,N,2,2,2,2,53,53,520
48-02510,56,2,6,0,2,0,3,1,2,3092.4,N,14,6,10000.0,1,501,N,2,2,2,2,231,173,4249
48-02516,52,2,1,0,1,3,5,1,1,1338.4,9920,9,9,278000.0,9,501,N,2,2,2,2,131,93,5808
48-02516,59,1,1,0,1,0,2,1,1,3092.4,6780,8,4,860.0,8,52,N,2,2,2,2,46,49,7624
48-02101,34,2,1,0,1,1,5,1,1,357.4,8670,9,7,24300.0,3,242,N,2,2,2,2,265,194,1988
48-02510,63,2,1,0,1,0,2,1,1,3092.4,9920,9,7,22100.0,8,53,N,2,2,2,2,76,49,7382
48-02516,18,1,1,0,1,2,4,1,1,1338.4,6970,8,4,9900.0,1,52,N,2,2,2,2,94,99,4098
48-02102,16,2,6,0,1,0,4,1,1,357.4,9920,N,3,99800.0,N,500,N,2,2,2,2,46,50,8603
48-02102,15,2,6,0,1,0,N,1,1,450.9,8670,14,4,100004.0,1,238,N,2,2,2,2,16,16,4865
48-02507,5,1,N,0,1,3,5,1,1,3731.1,9920,9,12,99800.0,9,147,N,N,N,2,2,42,43,8862
48-02516,26,1,4,1,9,0,N,1,1,2134.8,9370,15,6,61600.0,5,397,N,2,2,2,2,122,87,581
48-02507,36,2,4,0,1,0,3,1,2,3731.1,4780,6,3,14300.0,3,12,N,2,2,2,2,78,87,7686
48-02102,75,1,1,0,1,0,2,1,1,450.9,N,N,1,99060.0,6,501,N,2,2,2,2,83,88,6583
48-02507,73,1,1,0,1,0,2,1,1,3731.1,3180,4,7,34300.0,9,52,N,2,2,2,2,44,48,2218
48-02516,57,1,1,0,1,0,3,1,1,3092.4,7770,9,7,59600.0,9,501,N,2,2,2,2,77,94,2159
48-02516,14,2,N,4,1,3,4,1,2,1338.4,9920,N,2,99060.0,N,142,N,2,2,2,2,257,17,8904
48-02516,38,1,1,0,1,1,3,1,2,1338.4,3180,8,9,6300.0,7,52,N,2,2,2,2,87,94,7642
48-02101,58,1,1,0,1,3,6,1,2,3092.4,7770,11,8,101000.0,0,400,N,2,2,2,2,45,51,646
48-02510,45,2,1,1,1,1,3,1,1,450.9,7890,11,10,201300.0,1,52,N,2,2,2,2,99,152,2630
48-02516,15,2,1,0,1,2,4,1,1,357.4,6080,6,6,58430.0,7,52,N,2,2,2,2,87,89,3789
48-02510,37,1,1,0,1,1,5,1,1,3092.4,7880,11,7,205100.0,3,407,N,2,2,2,2,363,63,6251
48-02101,14,1,6,0,1,2,5,1,1,1338.4,9920,9,4,186300.0,1,501,N,2,2,2,2,14,15,7617
48-02507,65,2,6,0,1,0,N,1,1,3731.1,9920,N,2,13300.0,2,193,N,2,2,2,2,53,54,3350
48-02101,28,1,5,0,9,0,N,1,1,357.4,5090,10,4,3000.0,7,234,N,2,2,2,2,54,53,1925
48-02515,64,2,1,0,1,0,2,1,1,357.4,490,6,4,100004.0,1,392,N,2,2,2,2,79,51,640
48-02102,71,2,1,0,1,0,2,1,1,450.9,9920,N,4,101500.0,0,334,N,2,2,2,2,17,17,1590
48-02101,61,1,1,0,1,0,2,1,1,1338.4,7880,11,10,3500.0,6,466,N,2,2,2,2,180,91,7608
48-02515,41,2,6,0,1,0,2,1,2,2134.8,4670,10,6,12680.0,9,500,N,2,2,2,2,103,196,3936
48-02102,4,1,N,0,1,2,4,1,2,450.9,9920,9,3,N,9,87,N,N,N,2,2,87,311,7548
48-02102,37,1,1,0,1,0,6,1,1,450.9,N,10,6,140000.0,6,332,N,2,2,2,2,46,84,3860
48-02516,73,1,1,0,1,0,2,1,1,3731.1,3790,3,8,135100.0,8,501,N,2,2,2,2,45,46,1967
48-02102,12,2,N,0,1,0,8,1,2,450.9,N,9,2,N,N,215,N,2,2,2,2,138,160,8697
48-02510,48,1,6,0,6,0,2,1,1,3092.4,N,14,3,79480.0,0,397,N,2,2,2,2,89,58,2886
48-02510,48,1,1,1,2,0,5,1,1,2134.8,8570,14,9,36600.0,3,24,N,2,2,2,2,170,53,804
48-02510,77,2,1,0,1,0,5,1,1,3092.4,7870,10,12,78400.0,7,408,N,2,1,2,2,52,55,7741
48-02101,30,1,6,0,2,2,4,1,2,357.4,8660,15,7,41700.0,5,384,N,2,2,2,2,46,52,5599
48-02515,58,1,1,0,2,0,2,1,1,357.4,580,8,8,100900.0,9,52,N,2,2,2,2,44,44,5264
48-02101,72,1,1,0,1,0,3,1,1,2134.8,N,N,12,145100.0,3,232,N,2,1,2,1,82,83,7718
48-02510,64,1,1,0,1,0,2,1,1,3092.4,9920,9,5,82300.0,8,471,N,2,2,2,2,68,75,1554
48-02102,53,2,2,0,1,0,7,1,2,450.9,9920,N,5,252000.0,6,234,N,2,2,2,2,143,142,3740
48-02101,5,2,1,0,1,0,3,1,1,357.4,9920,N,5,101500.0,1,52,N,2,2,2,2,18,17,6959
48-02101,37,2,6,0,1,2,3,1,1,357.4,9160,14,3,10000.0,0,207,N,2,2,2,2,254,54,1683
48-02510,39,1,1,0,1,2,N,1,1,3092.4,7071,11,9,57000.0,9,52,N,2,2,2,2,72,71,411
48-02101,56,1,4,0,1,0,N,1,2,357.4,770,3,8,40700.0,5,398,N,2,2,2,2,87,54,5292
48-02102,6,1,N,0,1,4,5,1,1,450.9,9920,N,3,38600.0,N,230,N,2,2,2,2,49,52,8658
48-02515,60,2,1,0,1,0,2,1,1,2134.8,4780,6,4,79000.0,8,501,N,2,2,2,2,12,10,737
48-02510,42,2,1,0,1,3,5,1,1,3092.4,N,9,9,100004.0,0,234,N,2,2,2,2,255,279,513
48-02507,59,2,1,0,1,0,3,1,1,3731.1,3291,6,4,100900.0,0,215,N,2,2,2,2,50,45,1668
48-02516,40,2,1,0,1,1,4,1,1,1338.4,7690,11,7,61500.0,8,501,N,2,2,2,2,82,77,2051
48-02507,61,2,6,0,1,0,3,1,1,3731.1,7680,10,7,190000.0,3,480,N,2,2,2,2,43,47,7338
48-02507,67,2,1,0,1,0,3,1,1,357.4,7790,10,7,34020.0,6,501,N,2,2,2,2,86,82,2118
48-02510,73,1,1,0,1,0,4,1,1,450.9,7860,14,6,13800.0,9,501,N,2,1,2,2,50,90,3807
48-02507,55,2,4,0,8,0,2,1,2,3731.1,9920,9,2,19180.0,4,141,N,2,2,2,2,57,57,8740
48-02510,36,2,1,0,1,0,3,1,1,3092.4,9920,10,7,20900.0,5,208,N,2,2,2,2,57,52,5668
48-02102,60,2,6,0,1,0,2,1,1,3092.4,7870,2,8,22220.0,0,338,N,2,2,2,2,88,274,5642
48-02507,36,2,4,0,1,2,3,1,2,3731.1,7860,10,7,59420.0,1,90,N,2,1,2,2,198,15,6852
48-02101,73,2,4,0,1,0,2,1,1,357.4,N,10,9,129000.0,2,343,N,2,2,2,2,17,15,634
48-02102,16,2,1,1,1,1,3,1,1,1338.4,7870,14,5,7750.0,8,53,N,2,2,2,2,175,98,1953
48-02515,61,2,1,0,1,0,2,1,1,2134.8,4972,15,8,101200.0,7,240,N,2,2,2,2,47,48,3890
48-02515,60,1,1,0,1,0,N,1,1,2134.8,3365,3,8,80.0,9,406,N,2,2,2,2,45,48,571
48-02102,76,2,4,0,1,0,N,1,1,450.9,4971,6,4,8210.0,6,391,N,2,2,2,2,37,40,1797
48-02516,47,1,1,0,2,1,3,1,2,1338.4,6280,6,8,54000.0,6,88,N,2,2,2,2,97,90,5841
48-02102,10,1,N,0,1,3,7,1,1,450.9,9920,N,3,99000.0,N,226,N,2,2,2,2,241,283,8552
48-02510,51,1,1,0,6,0,4,1,1,3092.4,3070,9,9,10300.0,9,53,N,2,2,2,2,81,88,728
48-02515,28,1,1,0,1,1,2,1,1,2134.8,7980,11,8,77600.0,5,475,N,2,2,2,2,78,76,7287
48-02510,4,1,N,0,1,0,2,1,1,3092.4,9920,N,8,N,9,400,N,2,2,2,2,94,89,6430
48-02101,27,2,6,0,1,1,4,1,2,357.4,8660,14,6,55940.0,1,52,N,2,2,2,2,240,271,1638
48-02101,74,1,1,0,1,0,2,1,1,3092.4,7770,3,7,31100.0,5,226,N,2,1,2,1,50,49,7407
48-02102,26,1,N,1,8,0,4,1,1,357.4,N,N,3,27620.0,9,227,N,2,2,2,2,127,142,8554
48-02101,74,2,3,0,1,0,3,1,1,357.4,9920,9,6,200300.0,4,422,N,2,2,2,2,37,40,2224
48-02101,16,2,1,1,1,0,5,1,1,357.4,8690,14,5,230.0,4,145,N,2,2,2,2,55,52,7270
48-02507,38,1,6,1,1,2,7,1,1,3731.1,2490,6,9,8100.0,6,330,N,2,2,2,2,82,55,2975
48-02101,68,2,N,0,1,0,4,1,1,357.4,9920,N,5,96850.0,1,52,N,2,2,2,2,16,14,6777
48-02507,18,1,6,0,6,1,3,1,1,3731.1,N,N,4,-6300.0,0,500,N,2,2,2,2,160,177,6876
48-02507,67,1,4,0,1,0,N,1,1,3731.1,7870,3,1,12700.0,2,501,N,2,2,2,2,38,47,5391
48-02515,57,1,1,0,1,0,2,1,1,2134.8,8690,14,1,55000.0,8,501,N,2,2,2,2,46,82,3828
48-02101,38,1,1,0,1,1,5,1,1,357.4,9920,N,3,21130.0,3,501,N,2,2,2,2,134,134,7016
48-02510,59,2,1,0,1,0,2,1,1,450.9,7870,11,9,2400.0,5,501,N,2,2,2,2,83,87,7244
48-02507,71,1,1,0,1,0,2,1,1,3731.1,9920,N,3,41400.0,8,52,N,1,2,2,2,11,11,4083
48-02515,13,1,N,1,1,0,N,1,2,357.4,N,N,2,41500.0,N,202,N,2,2,2,2,351,54,8741
48-02101,38,1,1,1,1,1,5,1,1,450.9,9920,N,1,5500.0,8,501,N,N,2,2,2,89,88,3792
48-02515,41,1,1,2,1,0,2,1,1,2134.8,3380,4,8,148300.0,7,468,N,2,2,2,2,70,75,3537
48-02516,5,1,N,0,1,2,4,1,1,1338.4,9920,N,1,N,N,52,N,N,2,2,2,124,134,8720
48-02510,70,2,1,0,1,0,3,1,1,450.9,7860,10,9,56750.0,7,52,N,2,1,2,2,45,81,5809
48-02510,47,2,1,0,1,2,4,1,1,3092.4,9920,N,9,-6300.0,9,52,N,N,2,2,2,77,88,631
48-02515,30,2,4,0,1,0,N,1,1,2134.8,7080,11,9,22100.0,8,52,N,2,2,2,2,110,106,4786
48-02516,28,2,1,0,1,0,3,1,1,1338.4,6970,10,8,133800.0,3,501,N,2,2,2,2,86,51,2292
48-02516,55,2,5,0,2,0,N,1,1,1338.4,N,9,6,98500.0,1,83,N,2,1,2,2,76,76,5207
48-02101,34,2,2,0,1,0,2,1,1,357.4,7780,11,5,28000.0,0,406,N,2,2,2,2,22,20,5384
48-02515,31,1,1,0,1,0,2,1,1,357.4,6992,8,5,24000.0,4,501,N,2,2,2,2,42,46,1885
48-02516,63,1,4,0,1,0,N,1,1,1338.4,3365,6,1,81400.0,5,239,N,2,2,2,2,130,19,3974
48-02101,58,2,1,0,1,0,2,1,2,357.4,N,9,8,131700.0,3,220,N,2,2,2,2,174,84,4897
48-02101,59,2,4,0,1,0,2,1,1,1338.4,9290,14,7,230.0,9,500,N,2,2,2,2,87,135,1701
48-02101,64,1,1,0,1,0,2,1,1,3731.1,5690,6,3,36200.0,3,229,N,2,2,2,2,212,53,7430
48-02507,18,1,6,0,1,1,4,1,1,2134.8,4770,6,7,2430.0,1,415,N,2,2,2,2,49,51,6839
48-02515,17,2,6,1,1,2,N,1,0,2134.8,9920,N,3,82800.0,5,90,N,2,1,2,2,88,56,6712
48-02101,12,2,N,0,1,4,6,1,1,357.4,N,N,3,8300.0,1,292,N,2,2,2,2,16,14,7676
48-02101,17,1,6,0,1,0,5,1,1,3731.1,9920,N,4,29600.0,5,474,N,2,2,2,2,43,47,4001
48-02516,30,2,6,0,1,1,N,1,2,1338.4,9920,6,6,4000.0,5,333,N,2,2,2,2,89,93,8586
48-02516,68,2,6,0,6,0,2,1,1,1338.4,2780,3,2,13800.0,9,52,N,2,2,2,2,79,51,3863
48-02515,39,1,1,0,1,1,3,1,2,2134.8,2490,3,8,320.0,6,408,N,2,2,2,2,49,84,678
48-02102,43,1,1,0,1,1,3,1,1,1338.4,6970,14,4,230500.0,3,52,N,2,2,2,2,192,186,2267
48-02516,30,1,1,0,1,2,3,1,1,3731.1,7860,10,1,43120.0,6,339,N,2,2,2,2,59,55,2734
48-02507,71,1,N,0,1,2,4,1,1,3731.1,9920,8,5,99800.0,N,474,N,2,2,2,2,51,54,572
48-02102,40,1,1,0,1,2,4,1,1,450.9,N,9,4,58520.0,9,348,N,2,2,2,2,57,87,6884
48-02507,74,1,1,0,1,0,5,1,1,3731.1,7780,3,8,38800.0,6,325,N,2,1,2,2,49,53,2140
48-02102,4,2,4,0,2,0,N,1,1,3092.4,9920,9,5,38360.0,5,254,N,2,2,2,2,92,58,7115
48-02510,60,1,1,0,6,0,2,1,1,3092.4,N,N,1,600.0,7,219,N,2,2,2,2,88,96,5555
48-02101,26,2,4,0,2,0,3,1,1,450.9,5170,6,7,6100.0,2,393,N,2,2,2,2,54,49,4922
48-02507,17,1,6,0,9,1,3,1,2,3731.1,9920,N,4,-1300.0,0,284,N,2,2,2,2,82,83,7570
48-02507,78,1,4,0,1,0,3,1,1,3731.1,N,N,7,5800.0,6,480,N,2,2,2,2,157,79,6798
48-02515,62,2,6,0,1,0,3,1,1,2134.8,6890,9,8,102000.0,6,231,N,2,2,2,2,77,79,1766
48-02515,26,1,N,0,1,0,4,1,1,2134.8,9920,15,9,59200.0,9,394,N,2,2,2,2,96,61,8650
48-02516,40,2,1,0,6,2,4,1,1,450.9,9920,9,5,0.0,0,53,N,2,2,2,2,284,58,2285
48-02102,58,1,N,0,1,2,4,1,1,450.9,9920,N,4,N,N,345,N,2,2,2,2,51,52,8409
48-02102,37,1,4,0,1,0,N,1,1,450.9,7860,10,3,593000.0,6,403,N,2,2,2,2,14,11,7502
