,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
486,40,2,7,2,2,2,N,8,0,1,6,6,2,3,1,8,501,48-02510,192,1,2,198,20,2,7,2,2,2,N,1,1,4,2,358,71,80,50.0
487,65,2,6,2,2,2,N,10,0,1,9,6,0,N,1,9,501,48-02515,90,1,1,91,71,2,6,2,2,2,N,1,0,N,9,501,171,171,78.57142857142857
488,53,2,6,2,2,2,N,9,0,1,4,1,0,6,1,7,253,48-02515,32,6,2,48,56,2,6,2,2,2,N,1,0,2,9,501,38,83,57.14285714285714
489,70,2,2,2,1,2,N,9,0,1,N,4,0,N,2,5,268,48-02102,44,1,1,43,72,2,2,2,2,2,4,1,0,N,4,179,292,292,50.0
490,5,2,7,2,2,2,N,2,0,1,N,N,4,6,2,N,135,48-02510,64,9,1,74,6,2,7,2,2,2,N,1,2,3,N,300,59,58,57.14285714285714
491,38,2,5,2,2,2,N,8,0,1,16,6,0,N,1,7,381,48-02516,93,1,1,97,40,2,5,2,2,2,N,1,0,N,7,458,77,76,71.42857142857143
492,66,2,7,2,2,2,N,5,0,1,15,1,0,2,2,2,76,48-02510,147,1,2,135,37,2,7,2,2,2,N,1,2,4,5,377,64,61,50.0
493,31,2,2,2,2,2,N,8,0,1,4,6,0,N,1,5,244,48-02102,33,1,1,34,22,2,2,2,2,2,N,1,0,4,0,501,77,68,57.14285714285714
494,58,2,6,2,2,2,N,7,0,1,16,6,0,N,2,6,312,48-02515,274,1,1,234,31,2,6,2,2,2,N,1,0,N,7,466,71,71,64.28571428571429
495,53,2,2,2,2,2,N,5,0,1,15,2,0,2,1,6,200,48-02101,110,1,2,125,25,2,2,2,2,2,N,1,0,3,3,501,19,12,57.14285714285714
496,24,2,5,2,2,2,N,9,0,1,4,1,1,4,2,5,489,48-02516,143,1,2,75,24,2,5,2,2,2,N,1,0,2,3,302,59,59,57.14285714285714
497,50,2,6,2,2,2,N,5,1,1,5,1,0,2,2,4,226,48-02515,93,1,1,51,56,2,6,2,2,2,N,1,0,3,5,336,313,314,57.14285714285714
498,82,1,2,2,2,2,N,3,0,1,N,3,0,3,2,8,381,48-02101,78,1,2,73,92,1,2,2,1,1,N,1,0,N,5,213,35,36,42.857142857142854
499,69,2,6,2,1,2,2,10,0,1,N,1,0,2,1,4,336,48-02515,59,1,1,59,66,2,6,1,2,2,N,1,0,3,9,501,46,46,35.714285714285715
500,52,2,2,2,2,2,N,8,0,1,16,1,1,3,1,8,501,48-02101,106,1,1,106,32,2,2,2,2,2,N,1,2,4,9,501,193,171,57.14285714285714
501,17,2,7,2,2,2,N,4,1,1,N,6,1,3,1,0,501,48-02510,53,1,1,42,17,2,7,2,2,1,N,1,0,4,0,501,79,51,64.28571428571429
502,42,2,6,2,2,2,N,7,0,1,11,1,3,8,1,8,501,48-02515,74,1,1,49,32,2,6,2,2,2,N,1,1,3,4,173,81,88,50.0
503,28,2,5,2,2,2,N,9,0,1,4,6,0,2,1,8,500,48-02516,58,1,2,28,42,2,5,2,2,2,N,1,0,N,9,501,35,34,57.14285714285714
504,62,2,6,2,2,2,N,7,0,1,3,1,0,2,1,6,501,48-02515,18,1,2,18,61,2,6,1,2,2,N,1,0,6,7,420,15,15,50.0
505,59,2,2,2,2,2,N,4,0,1,15,1,0,3,1,1,294,48-02102,20,1,1,15,79,2,2,2,2,2,N,1,0,2,5,188,9,9,57.14285714285714
506,54,2,7,2,2,2,N,7,0,1,7,1,0,2,1,7,448,48-02510,79,2,2,62,56,2,7,2,2,2,N,1,0,2,9,501,59,67,64.28571428571429
507,51,2,2,2,2,2,N,1,1,1,N,1,3,6,1,0,29,48-02102,38,1,1,38,32,2,2,2,2,2,N,1,1,3,0,73,115,125,57.14285714285714
508,49,2,6,2,2,2,N,7,0,1,8,1,0,2,2,5,293,48-02515,71,1,2,66,35,2,6,2,2,2,N,1,3,5,2,58,26,26,50.0
509,59,2,2,2,2,2,N,7,1,1,N,4,0,3,1,2,384,48-02102,195,1,2,372,64,2,2,2,1,2,N,1,0,N,3,102,72,72,50.0
510,66,2,2,2,2,2,N,5,0,1,14,1,0,2,2,7,449,48-02102,57,1,1,60,35,2,2,2,2,2,N,1,2,4,2,37,89,89,50.0
511,63,1,7,2,1,1,N,10,0,1,N,1,0,2,1,5,413,48-02507,253,2,2,233,30,2,7,2,2,2,N,1,2,4,0,323,39,40,28.57142857142857
512,59,2,6,2,2,2,N,12,0,1,11,4,0,N,1,9,501,48-02515,11,1,2,11,54,2,6,2,2,2,N,1,0,N,9,501,72,71,78.57142857142857
513,67,2,5,2,2,2,N,9,0,1,15,1,0,4,1,9,501,48-02516,89,1,1,89,32,2,5,2,2,2,N,1,0,2,7,501,203,204,64.28571428571429
514,77,2,6,2,2,2,N,5,1,1,14,1,0,2,2,4,450,48-02515,77,1,2,60,50,2,6,2,2,2,N,1,0,3,4,207,330,406,64.28571428571429
515,59,2,2,2,2,2,N,5,0,1,6,4,1,6,1,3,354,48-02101,99,1,1,61,53,2,2,1,2,2,N,1,0,3,8,501,16,9,42.857142857142854
516,22,2,2,2,2,2,N,5,0,1,11,6,0,3,1,2,501,48-02102,148,1,1,147,41,2,2,2,2,2,N,1,0,4,4,293,21,17,57.14285714285714
517,0,2,7,2,N,N,N,N,1,1,N,N,1,2,2,N,81,48-02507,50,1,1,64,1,2,7,2,N,N,N,1,0,5,N,338,60,46,57.14285714285714
518,5,2,7,2,2,2,N,2,1,1,N,N,3,5,1,N,280,48-02507,94,1,2,63,5,2,7,2,2,2,N,1,0,5,N,375,53,46,71.42857142857143
519,15,2,7,2,2,2,N,4,2,1,N,6,4,6,2,0,159,48-02510,122,1,1,71,15,2,7,2,2,2,N,1,2,4,0,132,115,82,64.28571428571429
520,47,2,2,2,2,2,N,5,0,1,6,4,1,4,2,3,501,48-02101,187,1,2,132,69,2,2,2,2,2,N,1,0,N,5,235,148,148,50.0
521,70,2,7,2,2,2,N,7,0,1,4,3,0,2,1,5,501,48-02507,106,1,2,105,70,2,7,2,2,2,N,1,0,N,6,339,40,40,64.28571428571429
522,78,2,5,2,2,2,N,3,0,1,N,3,0,N,1,3,132,48-02516,62,1,2,61,79,2,5,2,2,2,N,1,0,6,5,454,189,190,57.14285714285714
523,26,2,7,2,2,1,N,5,0,1,5,6,0,N,2,5,273,48-02507,337,1,2,246,31,2,7,2,2,2,N,1,0,N,6,341,74,74,57.14285714285714
524,59,2,2,2,2,2,N,7,0,1,6,1,0,2,1,5,501,48-02101,208,9,1,209,43,2,2,2,2,2,N,1,4,6,9,492,6,6,50.0
525,22,2,5,2,2,2,N,9,1,1,5,1,3,5,1,2,315,48-02516,144,1,2,95,33,2,5,2,2,2,N,1,2,4,9,501,21,21,50.0
526,9,2,5,2,2,2,N,3,1,1,N,N,3,5,1,N,135,48-02516,39,8,2,27,13,2,5,2,2,2,N,1,2,4,N,251,76,68,57.14285714285714
527,39,2,5,2,2,2,N,7,0,1,7,1,0,2,2,7,463,48-02516,68,1,1,67,62,2,5,2,2,2,N,1,0,2,8,501,20,21,64.28571428571429
528,42,2,6,2,2,2,N,7,0,1,5,1,1,3,1,6,424,48-02515,109,1,2,93,52,2,6,2,2,2,N,1,0,3,7,412,38,38,57.14285714285714
529,42,2,7,2,2,2,N,4,0,1,14,6,0,2,2,2,392,48-02507,69,1,1,40,39,2,7,2,2,2,N,1,0,N,6,356,194,194,57.14285714285714
530,36,2,5,2,2,2,N,7,0,1,14,1,3,5,2,5,323,48-02516,233,2,2,394,28,2,5,2,2,2,N,1,1,3,4,215,246,331,50.0
531,38,2,5,2,2,2,N,7,1,1,6,1,1,4,1,7,454,48-02516,164,1,1,164,36,2,5,2,2,2,N,1,11,13,8,203,82,72,50.0
532,66,2,5,2,2,2,N,5,0,1,14,1,0,2,1,8,501,48-02516,39,6,2,38,33,2,5,2,2,2,N,1,2,7,4,208,276,302,50.0
533,12,2,7,2,2,2,N,3,0,1,N,N,2,4,1,N,146,48-02510,88,6,2,73,10,2,7,2,2,2,N,1,2,5,N,59,94,62,64.28571428571429
534,0,2,5,2,N,N,N,N,0,1,N,N,2,4,1,N,194,48-02516,45,9,1,47,0,2,5,2,N,N,N,1,3,5,N,180,103,115,64.28571428571429
535,41,2,2,2,2,2,N,4,1,1,3,1,3,5,2,9,335,48-02101,146,1,1,326,23,2,2,2,2,2,N,1,1,3,5,149,108,108,50.0
536,76,2,2,2,2,2,N,9,0,1,N,3,0,N,1,6,268,48-02102,70,1,1,70,78,2,2,2,2,2,N,1,0,N,4,155,7,6,64.28571428571429
537,77,1,2,2,2,2,N,10,0,1,N,4,0,N,2,8,501,48-02101,27,1,2,27,87,2,2,2,1,2,N,1,0,N,4,205,18,18,50.0
538,67,1,7,2,2,2,N,7,0,1,7,1,0,2,2,7,442,48-02507,80,1,1,86,44,2,7,2,2,2,N,1,1,4,7,415,64,65,50.0
539,66,2,7,2,2,2,N,5,0,1,4,1,0,2,1,6,501,48-02507,39,1,2,39,55,2,7,2,1,2,N,1,0,2,1,486,35,38,57.14285714285714
540,54,2,6,2,2,2,N,5,0,1,N,4,0,N,2,2,85,48-02515,282,1,1,241,64,1,6,2,2,2,N,1,0,N,9,501,51,51,57.14285714285714
541,18,2,7,2,2,2,N,7,0,1,N,6,1,4,1,0,325,48-02510,151,1,2,88,42,2,7,2,2,2,N,1,0,3,0,94,115,60,57.14285714285714
542,67,2,7,2,2,2,N,9,0,1,4,1,0,2,1,9,501,48-02510,355,2,1,286,56,2,7,2,2,2,4,1,1,3,9,501,114,135,57.14285714285714
543,61,2,6,2,2,2,N,9,0,1,0,1,0,2,1,8,501,48-02515,21,1,1,22,65,2,6,2,2,2,N,1,0,2,9,501,40,40,71.42857142857143
544,47,2,2,2,2,2,N,7,0,1,3,1,3,5,2,9,363,48-02101,68,1,1,68,61,2,2,2,2,2,N,1,1,3,7,304,92,82,50.0
545,75,2,2,2,2,2,N,10,0,1,2,1,0,2,1,7,492,48-02101,76,1,2,75,62,2,2,2,2,2,N,1,0,6,9,501,25,27,57.14285714285714
546,20,2,5,2,2,2,N,9,0,1,4,6,0,N,2,6,259,48-02516,349,1,1,349,24,2,5,2,2,2,N,1,2,3,7,307,75,75,50.0
547,66,2,7,2,2,2,N,5,0,1,6,4,0,N,2,7,393,48-02507,34,2,1,35,51,2,7,2,2,2,N,1,0,N,7,379,55,74,71.42857142857143
548,46,2,7,2,2,2,N,5,0,1,3,4,4,5,1,3,139,48-02507,95,1,2,76,36,2,7,2,2,2,N,1,2,3,5,137,40,40,50.0
549,37,2,5,2,2,2,N,7,1,1,3,1,0,2,1,8,501,48-02516,2,1,1,16,53,2,5,2,2,2,N,1,0,2,7,501,72,72,71.42857142857143
550,43,2,2,2,2,2,N,9,0,1,10,4,0,N,1,6,460,48-02102,14,1,1,14,51,2,2,2,2,2,N,1,1,3,8,340,19,19,50.0
551,54,2,7,2,2,2,N,6,0,1,14,1,2,4,1,7,501,48-02510,85,1,2,88,56,2,7,2,2,2,N,1,0,2,4,327,50,47,50.0
552,39,2,7,2,2,2,N,9,0,1,11,6,0,N,2,1,11,48-02510,70,1,2,70,28,2,7,2,2,2,N,1,0,N,7,378,37,37,64.28571428571429
553,70,2,2,2,2,2,N,3,1,1,4,4,0,N,1,6,295,48-02101,28,1,1,29,67,2,2,2,2,2,N,1,0,4,7,423,102,43,57.14285714285714
554,81,1,7,1,1,1,2,7,0,1,N,3,0,2,2,3,146,48-02507,38,1,2,38,70,2,7,2,1,1,N,1,0,N,5,219,261,262,35.714285714285715
555,84,2,7,2,2,2,N,10,0,1,N,4,0,2,1,7,501,48-02507,49,1,1,49,76,2,7,2,1,2,N,1,0,N,4,199,90,78,50.0
556,59,2,7,2,2,2,N,9,0,1,15,4,0,N,1,9,501,48-02510,83,1,1,82,42,2,7,2,2,2,N,1,0,4,5,365,143,88,57.14285714285714
557,27,2,6,2,2,2,N,8,0,1,14,6,0,N,1,3,122,48-02515,35,1,2,15,30,2,6,2,2,2,N,1,0,3,5,501,71,42,57.14285714285714
558,38,2,2,2,2,2,N,9,0,1,11,4,1,2,2,9,385,48-02101,63,1,2,65,38,2,2,2,2,2,N,1,3,4,7,226,50,50,57.14285714285714
559,60,2,7,2,2,2,N,10,0,1,4,4,0,N,1,8,501,48-02507,20,1,1,29,69,2,7,2,2,2,N,1,0,2,9,501,47,49,64.28571428571429
560,77,2,2,2,1,1,N,9,0,2,N,4,N,N,0,2,N,48-02102,92,1,2,0,39,2,2,1,1,2,N,2,N,N,1,N,14,0,64.28571428571429
561,70,2,7,2,2,2,N,5,0,1,6,4,0,2,1,7,501,48-02507,65,1,2,55,52,2,7,2,2,2,N,1,1,5,3,106,37,27,50.0
562,59,2,2,2,2,2,N,4,0,1,5,1,0,2,1,4,501,48-02102,57,1,2,58,54,2,2,2,2,2,N,1,0,3,2,172,74,59,57.14285714285714
563,40,2,7,2,2,2,N,7,0,1,12,4,0,N,1,8,501,48-02510,113,1,2,114,64,2,7,2,2,2,N,1,0,N,7,404,46,45,64.28571428571429
564,72,2,5,2,1,1,N,5,0,1,N,6,0,N,1,2,18,48-02516,129,1,1,129,38,2,5,2,1,2,N,1,0,3,8,501,136,78,50.0
565,6,2,5,2,2,2,N,2,0,1,N,N,0,3,2,N,454,48-02516,430,2,1,388,4,2,5,2,N,N,N,1,3,6,N,127,109,74,42.857142857142854
566,29,2,7,2,2,2,N,9,0,1,9,6,0,3,1,3,174,48-02507,55,6,1,42,28,2,7,2,2,2,N,1,0,N,7,380,52,52,57.14285714285714
567,64,2,7,2,2,2,N,8,0,1,11,1,0,2,1,3,501,48-02510,47,1,2,46,56,2,7,2,2,2,N,1,0,2,1,501,88,88,71.42857142857143
568,36,2,7,2,2,2,N,9,0,1,7,1,2,4,1,9,501,48-02510,61,6,1,61,47,2,7,2,2,2,N,1,1,3,9,501,94,94,64.28571428571429
569,38,2,2,2,2,2,N,11,0,1,12,1,1,3,2,7,441,48-02102,85,1,2,181,29,2,2,2,2,2,N,1,1,3,3,212,77,73,64.28571428571429
570,46,2,7,2,2,2,N,8,0,1,15,1,2,4,1,5,501,48-02510,90,1,2,99,49,2,7,2,2,2,N,1,1,3,3,501,131,131,57.14285714285714
571,66,2,5,2,1,2,N,5,0,1,N,6,0,N,2,5,240,48-02516,27,1,2,27,21,2,5,2,2,1,N,1,3,6,0,172,30,24,35.714285714285715
572,29,2,6,2,2,2,N,9,0,1,10,1,3,5,2,0,58,48-02515,75,1,2,45,25,2,6,2,2,2,N,1,0,2,5,501,93,83,50.0
573,4,2,2,2,N,N,N,1,4,1,N,N,2,4,1,N,81,48-02101,360,1,1,342,4,2,2,2,N,N,N,1,3,6,N,335,231,330,64.28571428571429
574,65,2,5,2,2,2,N,7,0,1,15,4,0,5,2,2,30,48-02516,458,1,2,357,25,2,5,2,2,2,N,1,0,N,5,229,67,66,57.14285714285714
575,64,2,5,2,2,2,N,8,0,1,10,3,0,2,1,3,471,48-02516,147,1,2,143,53,2,5,2,2,2,N,1,0,4,3,238,246,245,64.28571428571429
