AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET
14,1,N,9,1,2,3,N,N
14,1,N,9,1,2,3,N,N
15,1,6,3,1,1,3,0,N
15,1,6,3,1,1,3,0,N
15,2,4,5,1,2,8,9,5
16,1,6,9,1,1,4,3,N
17,2,5,8,2,0,5,9,1
17,2,6,7,1,1,4,0,N
18,1,4,8,2,2,N,8,4
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,1,6,1,3,0,7,0,N
18,2,4,9,3,2,7,0,4
19,2,1,6,3,2,6,6,2
19,2,6,1,3,0,5,2,N
20,2,4,3,2,1,2,1,1
21,1,6,1,1,1,5,2,N
21,1,6,1,1,1,5,2,N
21,2,6,2,1,2,5,2,N
22,1,6,1,1,1,7,1,N
22,1,6,1,1,2,7,3,N
22,1,6,1,1,2,7,3,N
22,1,6,1,1,2,7,3,N
22,1,6,1,1,2,7,3,N
22,1,6,2,1,2,9,1,N
22,1,6,6,1,1,7,3,N
22,2,6,1,3,0,9,1,N
23,1,6,1,1,2,7,4,N
23,1,6,1,1,2,7,4,N
23,1,6,1,1,2,7,4,N
23,2,1,1,1,2,9,5,N
23,2,6,1,1,1,5,1,N
23,2,6,2,1,1,9,1,N
24,1,2,1,1,1,5,6,N
24,1,2,2,1,1,5,2,N
24,1,6,1,1,2,4,6,N
24,1,6,1,1,2,9,0,N
24,1,6,1,1,2,9,0,N
24,2,6,6,1,2,9,1,N
25,1,6,1,1,2,12,6,N
25,1,6,2,1,2,9,6,N
25,2,N,9,1,1,2,7,6
26,1,1,3,2,2,7,3,1
26,2,3,5,2,2,3,5,3
26,2,6,2,1,2,10,2,N
27,2,1,1,1,2,9,0,N
27,2,6,1,1,2,10,9,N
28,1,1,1,1,1,7,9,N
28,2,1,1,1,2,10,1,N
28,2,1,5,2,1,8,8,4
28,2,6,5,1,0,5,4,2
29,1,1,2,1,2,5,5,N
29,1,6,9,3,0,5,3,N
29,1,6,9,3,0,5,3,N
29,2,6,2,1,0,11,0,2
29,2,6,6,1,2,10,9,N
30,1,1,1,1,2,12,8,N
30,1,1,1,1,2,9,9,N
30,1,1,1,1,2,9,9,N
30,1,1,1,1,2,9,9,N
30,1,6,1,1,1,9,7,4
30,1,6,1,1,2,5,5,N
30,1,6,1,1,2,6,3,N
30,1,6,4,1,0,11,0,5
30,2,1,2,1,2,7,5,N
30,2,1,2,1,2,7,5,N
30,2,1,2,1,2,7,5,N
31,1,5,1,3,0,8,2,1
31,1,6,3,1,2,5,0,N
31,2,1,1,1,2,10,8,N
31,2,1,1,1,2,10,8,N
31,2,1,1,1,2,10,8,N
31,2,1,2,1,2,10,7,N
32,1,6,1,1,2,9,8,N
32,1,6,1,1,2,9,8,N
32,2,4,3,1,2,5,7,1
32,2,6,2,1,2,10,5,N
33,1,2,6,3,0,12,0,N
33,1,6,8,1,1,4,7,N
33,2,1,1,1,2,10,6,N
33,2,1,1,1,2,10,6,N
33,2,2,2,1,2,8,2,N
33,2,6,2,1,1,10,7,N
34,2,1,1,1,1,7,6,N
34,2,1,1,1,1,7,6,N
34,2,1,1,1,2,12,9,N
34,2,6,9,1,1,8,1,1
35,1,1,7,1,0,11,1,2
35,1,6,1,1,2,12,8,N
35,2,1,1,1,1,5,1,N
35,2,1,1,1,2,9,8,N
35,2,6,6,1,2,10,3,N
36,1,4,1,1,2,9,7,N
37,1,1,2,1,2,1,2,N
37,2,1,1,1,1,5,3,1
37,2,1,1,1,2,4,6,N
37,2,1,1,1,2,8,2,N
38,1,1,6,1,2,11,8,N
38,1,5,5,2,0,N,N,2
38,1,6,1,1,1,9,3,N
38,1,6,2,1,2,6,6,N
38,2,1,1,1,1,10,8,N
38,2,1,1,1,1,10,8,N
38,2,1,6,1,1,9,8,N
39,2,1,6,1,1,9,8,N
40,1,1,1,1,1,12,9,N
40,1,1,1,1,1,12,9,N
40,1,1,1,1,1,12,9,N
40,1,1,1,1,1,12,9,N
40,1,1,1,1,1,12,9,N
40,1,2,2,1,2,5,2,N
40,2,1,2,1,1,7,0,N
41,1,1,1,1,1,11,6,N
41,1,6,2,2,0,6,2,N
41,1,6,2,2,0,6,2,N
41,2,1,1,1,1,9,1,N
41,2,1,1,1,1,9,1,N
42,1,6,1,1,2,4,2,N
42,2,1,1,1,1,8,5,N
42,2,6,2,1,1,5,8,N
43,1,4,2,1,1,7,3,N
44,1,1,1,1,2,10,9,N
44,1,1,1,1,2,10,9,N
44,1,2,4,3,2,N,N,2
44,2,1,6,1,2,7,6,N
44,2,4,1,1,1,9,7,N
45,1,1,6,1,2,9,8,N
45,1,4,1,1,2,5,4,N
45,2,1,1,1,1,12,7,N
45,2,1,1,1,1,12,9,N
45,2,1,1,1,1,8,5,N
45,2,1,1,1,2,5,1,N
45,2,1,1,1,2,5,1,N
45,2,4,1,1,2,10,5,N
45,2,4,2,1,1,8,6,N
45,2,4,2,1,1,9,N,2
46,1,1,2,1,2,10,5,4
46,1,2,2,1,2,4,4,N
46,2,2,6,2,2,N,1,2
46,2,6,1,1,1,10,2,N
47,1,1,6,1,2,9,9,N
47,1,3,6,1,2,5,5,N
47,1,3,8,1,0,2,5,N
48,2,4,1,1,2,7,4,N
49,1,6,6,1,1,10,9,N
49,1,6,6,1,1,10,9,N
49,2,2,1,1,1,10,9,N
49,2,2,6,1,2,9,0,N
50,1,6,1,1,1,10,9,N
50,2,1,1,1,1,9,9,N
50,2,1,1,1,1,9,9,N
51,1,4,1,1,1,10,9,N
51,2,4,9,1,2,8,8,1
52,1,1,8,1,2,3,6,N
52,1,4,2,1,1,8,5,N
52,1,6,8,1,0,9,3,N
53,1,2,8,1,2,5,6,N
53,1,6,2,2,0,5,6,N
53,2,2,2,1,2,7,5,N
54,1,1,1,1,1,7,9,N
54,1,1,1,1,1,7,9,N
54,1,1,1,1,1,7,9,N
54,1,6,1,1,1,7,5,2
54,2,1,8,1,1,3,0,N
54,2,4,2,1,2,10,8,N
55,1,4,6,3,0,7,2,N
55,2,N,2,1,1,1,4,2
56,1,2,6,1,2,9,7,N
56,1,2,8,2,2,2,9,4
56,1,6,1,1,2,1,2,N
56,1,6,2,1,1,7,8,N
56,2,1,1,1,1,8,6,N
56,2,4,2,1,1,7,6,N
56,2,N,9,1,0,N,3,2
57,1,6,1,1,2,10,1,N
57,2,1,1,1,1,5,5,N
57,2,1,1,1,1,5,5,N
57,2,1,1,1,1,9,8,N
57,2,1,1,1,1,9,8,N
57,2,1,1,1,1,9,8,N
57,2,1,2,1,1,10,7,N
57,2,4,1,1,2,7,6,N
58,1,1,2,1,2,5,6,N
58,1,4,2,2,1,3,4,1
58,1,5,2,3,1,N,8,3
58,2,1,5,1,2,5,7,2
58,2,3,1,1,1,8,0,N
58,2,6,1,1,1,9,9,N
58,2,6,2,1,2,5,1,N
59,1,1,3,1,1,5,6,N
59,1,3,2,1,1,10,1,2
59,2,6,2,1,1,10,9,N
59,2,6,3,1,2,3,0,N
60,1,1,1,1,1,5,4,N
60,1,1,1,1,1,8,7,N
60,2,1,2,1,1,4,1,N
61,1,1,1,1,1,9,3,N
61,1,6,2,1,2,5,2,N
61,2,1,1,1,1,5,7,N
61,2,1,6,1,1,11,8,N
61,2,2,1,1,1,12,8,6
62,1,N,5,2,0,10,2,2
62,2,3,1,1,2,9,1,N
63,1,1,1,1,1,12,8,N
63,2,1,2,1,1,6,3,N
63,2,2,5,3,0,2,4,2
64,1,1,1,1,1,5,6,N
64,1,1,1,1,1,5,6,N
64,1,1,1,1,1,5,6,N
64,1,1,1,1,1,8,2,N
64,1,1,2,1,2,7,8,N
64,1,6,2,1,2,7,6,N
64,2,1,1,1,1,5,9,N
64,2,1,1,1,1,5,9,N
64,2,1,2,1,1,7,5,N
64,2,1,2,1,1,9,6,N
64,2,3,1,1,1,7,9,N
64,2,4,2,1,2,7,1,N
65,1,4,1,1,1,1,2,N
65,1,4,1,1,2,8,7,N
65,1,4,2,1,2,4,2,N
65,1,6,6,1,1,8,4,N
66,1,1,9,1,1,3,4,N
66,1,2,9,3,2,6,2,5
66,2,1,1,1,1,10,5,N
66,2,1,1,1,1,10,5,N
66,2,1,1,1,1,10,5,N
66,2,1,1,1,1,11,0,N
66,2,3,2,1,2,9,3,N
66,2,4,1,1,1,9,3,N
66,2,6,2,1,2,4,3,N
67,1,1,2,1,1,9,2,N
67,1,5,1,1,2,5,3,5
67,2,4,1,1,1,11,4,N
67,2,4,6,2,2,3,N,3
68,1,3,2,1,1,5,4,N
68,2,1,1,1,1,9,2,N
68,2,6,2,2,0,5,0,N
69,1,1,1,1,1,10,6,N
69,2,1,3,1,1,7,4,N
70,2,1,1,1,1,10,3,N
70,2,1,1,1,1,10,3,N
70,2,1,1,1,1,10,3,N
70,2,1,1,1,1,7,1,N
71,1,1,1,1,2,9,8,N
71,2,4,1,1,2,8,9,N
72,1,2,1,2,0,5,2,N
72,2,1,5,3,1,2,1,N
72,2,3,2,1,1,10,9,N
72,2,4,1,1,1,7,6,N
73,1,N,3,1,0,12,0,3
74,2,3,1,1,1,8,3,N
74,2,3,2,1,1,4,5,N
74,2,6,1,1,2,9,7,N
76,1,1,1,1,2,11,9,N
76,2,1,1,1,1,6,4,N
77,1,1,2,1,1,8,7,5
77,2,1,1,1,1,10,9,N
77,2,3,2,1,2,8,3,N
79,2,4,1,1,1,10,9,N
80,2,4,3,1,1,8,5,N
81,1,1,1,1,1,10,6,N
81,1,1,1,1,1,10,6,N
81,1,1,2,1,1,8,4,N
81,2,3,2,1,2,5,2,N
81,2,6,2,1,2,5,7,N
81,2,6,7,1,2,7,3,5
82,2,3,2,1,1,7,5,N
82,2,3,2,1,1,7,6,N
83,1,1,1,1,1,3,8,N
84,1,1,1,1,1,10,6,N
84,1,1,8,1,2,1,5,2
84,2,3,1,1,1,9,6,N
84,2,4,2,1,1,5,3,N
84,2,5,4,1,0,6,3,4
85,1,4,7,2,0,11,4,6
85,2,1,1,1,1,9,7,N
85,2,2,8,1,1,9,4,N
86,1,3,1,1,1,9,5,N
87,2,3,2,1,1,10,6,N
87,2,3,6,1,2,5,2,N
88,2,3,1,1,1,7,0,N
88,2,3,2,1,1,5,4,N
88,2,6,6,1,0,12,7,3
89,1,1,6,1,1,1,4,N
89,1,3,6,1,1,11,6,N
91,1,6,5,2,2,10,3,1
92,1,4,5,1,2,9,9,5
93,2,1,5,3,0,8,8,3
93,2,5,8,2,1,3,3,N
94,1,3,2,1,2,5,0,N
94,2,3,1,1,1,10,6,N
1,2,4,2,3,1,12,7,2
2,2,1,7,2,2,12,1,N
4,1,N,3,2,2,4,N,N
4,2,N,6,1,2,1,N,N
4,2,N,6,1,2,1,N,N
4,2,N,6,1,2,1,N,N
5,2,3,3,3,0,5,9,5
5,2,6,4,1,0,N,7,5
6,1,5,9,1,0,4,N,6
6,1,N,9,1,1,2,N,N
6,1,N,9,1,1,2,N,N
6,1,N,9,1,1,2,N,N
6,1,N,9,1,1,2,N,N
6,1,N,9,1,1,2,N,N
6,2,5,8,1,1,7,1,4
6,2,N,2,1,2,1,N,N
7,1,3,7,2,2,1,0,N
7,2,1,8,3,2,11,7,6
7,2,2,4,2,2,4,9,6
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
7,2,N,1,1,2,3,N,N
8,1,5,5,1,0,3,1,N
10,1,5,6,3,2,8,0,N
12,1,1,7,2,0,6,4,1
13,2,N,9,1,2,3,N,N
15,1,6,8,3,0,3,0,N
17,1,6,1,1,1,5,1,N
17,2,6,2,1,2,7,0,N
17,2,6,8,1,1,4,1,N
17,2,6,8,1,1,4,1,N
17,2,6,8,1,1,4,1,N
19,1,6,1,1,2,5,0,N
19,1,6,1,1,2,5,0,N
19,1,6,2,1,2,1,7,N
19,1,6,2,1,2,5,5,N
20,1,6,2,1,2,5,0,N
20,2,6,3,1,1,7,2,N
21,1,4,5,3,0,12,4,N
21,1,6,6,1,2,7,1,N
21,1,6,7,1,1,5,0,N
21,1,6,9,1,1,8,1,N
21,2,6,2,1,1,7,0,N
21,2,6,2,3,0,5,1,N
22,1,6,1,1,1,6,2,N
22,1,6,2,2,0,7,0,N
22,1,6,8,1,1,4,6,N
23,1,6,1,1,2,7,3,N
23,1,6,1,1,2,7,3,N
23,1,6,1,1,2,7,3,N
23,1,6,1,1,2,7,3,N
24,1,6,3,1,2,7,0,N
24,2,2,1,1,2,9,0,N
25,1,6,1,1,2,5,0,N
25,1,6,1,1,2,5,0,N
26,1,1,1,1,1,9,4,6
26,1,1,2,1,2,4,0,N
26,1,6,1,1,1,5,3,N
26,1,6,1,1,1,5,3,N
26,1,6,1,1,2,7,6,N
26,2,3,7,1,1,2,6,5
26,2,6,1,1,2,5,4,N
26,2,6,1,1,2,5,4,N
26,2,6,2,1,1,4,1,N
26,2,6,2,1,1,9,6,N
26,2,6,2,1,2,5,3,N
27,2,6,2,1,1,8,4,N
27,2,6,2,1,2,9,3,N
28,1,6,6,1,2,11,7,N
28,2,6,1,1,2,9,9,N
28,2,6,1,1,2,9,9,N
28,2,6,1,1,2,9,9,N
29,1,6,9,1,1,9,2,N
29,2,1,1,1,2,10,9,N
29,2,1,2,1,1,9,0,N
30,1,6,4,2,1,7,N,N
30,2,2,1,1,0,7,0,1
30,2,6,2,1,2,6,1,N
31,1,2,2,1,1,9,7,N
31,2,3,8,1,0,12,9,2
31,2,5,1,2,1,N,7,4
31,2,6,2,3,0,4,1,N
32,1,1,9,1,1,5,6,N
32,1,6,2,2,0,6,0,N
32,1,N,4,3,0,9,5,N
32,2,1,1,1,1,10,5,N
32,2,1,1,1,2,7,4,N
32,2,4,2,1,1,9,2,N
32,2,6,8,1,2,5,5,N
33,2,1,1,1,2,8,5,N
33,2,4,9,1,1,3,N,N
34,1,1,1,1,1,7,9,N
34,1,1,1,1,1,7,9,N
34,1,1,1,1,1,7,9,N
34,1,4,1,1,1,7,4,N
34,1,6,1,1,1,7,3,N
34,1,6,1,1,1,7,3,N
34,1,6,2,1,1,5,6,N
34,1,6,2,1,2,9,2,N
34,2,1,1,1,1,5,6,N
34,2,N,8,2,2,8,8,3
35,1,6,1,1,2,7,3,N
35,1,6,2,1,1,7,9,N
35,2,1,1,1,1,12,7,N
35,2,1,1,1,1,12,7,N
35,2,1,1,1,1,9,9,N
35,2,1,1,1,1,9,9,N
35,2,1,1,1,1,9,9,N
35,2,2,2,1,1,10,9,N
35,2,5,3,1,2,12,3,5
35,2,6,2,1,1,7,4,N
36,1,6,1,1,1,12,9,N
37,1,4,1,1,1,5,5,N
37,2,1,1,1,1,11,9,N
37,2,2,8,1,2,10,3,N
38,1,1,6,1,1,9,8,N
38,1,N,3,3,2,8,2,1
38,2,1,6,1,2,10,0,N
38,2,4,2,1,1,8,5,N
38,2,6,1,1,1,9,9,N
39,1,1,1,1,1,5,8,N
39,1,1,9,1,2,10,8,N
39,2,1,1,1,1,4,0,N
39,2,1,1,1,1,4,0,N
40,2,1,1,1,1,10,3,N
41,1,1,1,1,2,4,6,N
41,1,5,6,1,1,2,0,1
42,1,6,2,2,0,7,4,N
42,2,4,3,1,1,9,4,N
43,1,4,3,1,1,7,7,2
43,1,4,3,1,2,7,6,N
43,2,4,1,1,1,1,7,N
43,2,6,6,1,2,10,8,N
44,1,4,2,1,2,5,0,N
44,2,2,2,3,0,3,0,N
45,2,3,8,1,0,7,N,N
46,2,1,2,1,2,7,4,N
46,2,4,2,1,1,7,5,N
46,2,6,2,1,1,9,4,N
47,1,2,1,1,1,9,8,N
47,1,6,1,1,1,9,4,N
48,1,1,1,1,2,5,5,N
48,1,1,2,1,2,10,5,N
48,1,6,2,2,0,4,0,N
48,2,3,4,3,0,7,3,6
48,2,3,8,1,1,7,N,6
48,2,6,2,1,2,5,6,N
49,1,6,2,1,1,5,7,N
49,1,6,4,1,0,9,3,4
49,2,1,1,1,1,3,0,N
49,2,1,1,1,1,9,2,N
49,2,1,1,1,1,9,2,N
49,2,5,1,1,1,9,5,N
50,2,2,2,1,1,5,7,N
50,2,4,1,1,1,5,4,N
50,2,4,3,1,1,9,8,N
51,2,1,1,1,1,9,9,N
51,2,1,1,1,1,9,9,N
51,2,1,1,1,1,9,9,N
51,2,1,1,1,1,9,9,N
51,2,1,1,1,1,9,9,N
51,2,1,1,1,1,9,9,N
51,2,4,2,1,2,9,8,N
51,2,6,1,1,1,10,8,N
51,2,6,1,1,2,7,1,N
52,1,1,1,1,1,10,5,N
52,1,2,1,2,0,4,0,N
52,1,2,2,1,1,5,8,N
52,1,2,2,1,1,5,8,N
52,1,6,6,1,1,10,1,N
52,2,3,2,3,0,2,3,1
53,1,4,5,1,1,9,4,N
53,1,6,1,1,1,9,0,N
53,2,2,6,1,1,9,5,N
54,2,1,2,1,1,10,2,N
54,2,1,2,1,1,9,9,N
55,1,1,1,1,1,7,9,N
55,1,1,1,1,1,7,9,N
55,1,1,1,1,2,5,8,N
55,1,4,1,1,2,12,9,N
55,2,1,1,1,1,7,9,N
55,2,4,2,1,2,9,1,N
56,1,4,2,1,1,10,8,N
56,2,4,2,1,2,8,3,N
57,1,1,1,1,1,10,9,5
57,1,1,1,1,1,7,0,N
57,2,4,2,1,1,3,5,N
57,2,6,3,1,2,7,N,1
58,1,6,1,1,2,9,8,N
58,1,6,2,1,2,5,0,N
58,2,6,1,1,1,11,6,N
59,1,4,1,1,1,7,8,N
59,1,4,2,1,1,7,7,N
59,2,4,8,1,2,3,6,N
59,2,6,2,2,0,5,1,N
60,1,4,1,2,0,7,0,N
61,1,1,1,1,1,9,9,N
61,1,1,1,1,1,9,9,N
61,1,1,1,1,1,9,9,N
61,1,1,1,1,1,9,9,N
61,1,1,1,1,1,9,9,N
61,1,1,6,1,1,9,6,N
61,2,1,6,1,1,10,0,N
61,2,1,6,1,1,10,0,N
61,2,4,2,1,1,8,5,N
61,2,4,6,1,2,4,6,N
62,1,1,1,1,1,9,3,N
62,2,1,1,1,1,11,6,N
62,2,1,6,1,1,9,2,N
62,2,2,2,1,1,5,3,N
63,2,5,2,1,1,5,8,N
65,2,1,2,2,1,8,0,1
65,2,3,2,1,2,6,4,N
65,2,3,2,1,2,7,2,N
66,1,3,1,1,1,3,4,N
66,1,5,9,3,0,3,9,3
66,1,6,9,2,2,12,5,N
66,2,1,2,1,1,9,2,N
66,2,4,2,1,2,7,2,N
66,2,4,2,1,2,7,2,N
66,2,4,2,1,2,7,2,N
66,2,4,2,1,2,7,2,N
67,1,1,3,1,1,8,4,N
67,2,1,1,1,1,12,9,N
67,2,1,1,1,1,5,6,N
67,2,1,1,1,1,5,6,N
67,2,1,1,1,1,7,8,N
67,2,3,1,1,1,9,6,N
68,1,4,2,2,1,12,9,N
68,2,4,2,1,2,7,3,N
69,2,1,1,1,1,7,9,N
69,2,1,1,1,1,7,9,N
70,2,1,1,1,1,5,8,N
70,2,1,1,1,1,7,5,N
70,2,1,1,1,1,7,5,N
70,2,3,1,1,1,7,4,N
71,1,1,1,1,2,12,0,N
71,2,3,2,1,1,7,8,N
71,2,6,2,1,1,7,6,N
72,1,4,2,1,2,10,3,N
72,2,1,1,1,1,10,7,N
72,2,1,1,1,1,9,9,N
73,1,1,1,1,1,9,7,N
73,1,1,1,1,1,9,7,N
73,2,4,1,1,1,10,0,N
74,1,1,2,1,1,7,8,N
74,2,1,1,1,1,9,2,N
75,1,1,6,1,1,12,2,N
75,2,1,1,1,2,9,3,N
76,1,1,8,1,2,4,5,N
76,2,1,2,1,0,4,0,1
76,2,1,9,1,2,5,5,N
77,1,1,1,1,1,4,4,N
77,1,4,1,1,1,5,6,N
77,1,N,6,2,2,N,1,4
77,2,4,2,1,2,3,3,N
78,2,5,2,1,2,6,2,N
79,1,6,4,3,0,8,4,4
79,2,1,1,1,1,8,2,N
79,2,4,1,1,1,1,2,N
79,2,6,1,1,2,9,7,N
79,2,6,3,3,1,11,1,6
81,2,1,1,1,1,5,5,N
82,1,3,1,1,1,5,0,N
82,2,1,1,1,1,9,9,N
82,2,1,1,1,1,9,9,N
84,2,2,1,2,0,5,1,N
84,2,3,1,2,0,3,2,N
84,2,6,1,3,1,N,5,5
85,1,1,6,1,1,5,9,N
85,2,1,1,1,1,9,5,N
85,2,3,2,1,1,5,2,N
86,1,2,4,1,0,4,8,N
86,2,3,1,1,2,3,3,N
87,1,1,6,1,1,4,7,N
87,2,3,1,1,1,9,5,N
88,1,1,4,1,1,10,9,2
90,1,1,5,3,1,12,8,5
90,2,3,1,1,1,5,7,N
90,2,4,2,3,2,2,5,6
91,2,6,7,3,2,11,0,N
92,2,1,8,1,0,12,8,5
94,2,3,1,1,2,10,7,N
94,2,N,9,2,0,12,N,3
2,2,N,5,1,2,N,N,N
4,1,N,5,1,2,1,N,N
4,1,N,5,1,2,1,N,N
5,1,3,5,3,1,5,N,5
5,1,N,2,1,1,3,N,N
5,2,6,9,1,2,4,8,N
6,2,N,9,1,2,1,N,N
7,2,6,6,1,1,2,1,6
8,1,1,9,1,2,5,5,6
8,2,1,4,1,0,2,5,5
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
11,2,N,2,1,1,3,N,N
13,1,N,2,1,2,4,N,N
13,1,N,2,1,2,4,N,N
14,1,N,2,1,2,4,N,N
14,1,N,2,1,2,4,N,N
14,1,N,2,1,2,4,N,N
14,1,N,2,1,2,4,N,N
14,2,N,6,1,1,3,N,N
14,2,N,6,1,1,3,N,N
15,1,1,4,3,1,5,0,4
17,1,6,8,1,2,4,1,N
17,2,5,6,2,1,10,0,6
18,1,6,2,1,1,3,1,N
18,1,6,2,1,1,5,0,N
18,1,6,2,1,1,5,0,N
18,1,6,2,1,1,5,0,N
18,1,6,6,3,0,7,1,N
18,1,6,6,3,0,7,1,N
18,1,6,6,3,0,7,1,N
18,1,6,6,3,0,7,1,N
18,1,6,6,3,0,7,1,N
18,1,6,6,3,0,7,1,N
18,2,4,3,1,1,6,1,4
18,2,6,1,1,1,4,2,N
18,2,6,8,1,2,5,3,N
18,2,N,5,1,0,10,0,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
19,1,6,1,3,0,7,3,N
20,1,6,1,1,2,5,2,N
20,1,6,1,1,2,5,2,N
20,1,6,1,1,2,7,2,N
20,1,6,1,1,2,7,2,N
20,1,6,1,1,2,7,2,N
20,1,6,1,1,2,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,1,3,0,7,2,N
20,2,6,2,1,1,7,1,N
20,2,6,2,1,1,7,1,N
20,2,6,2,1,1,7,1,N
21,1,6,6,1,1,6,0,N
21,2,6,1,1,1,5,1,N
21,2,6,1,1,1,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
21,2,6,2,3,0,7,0,N
22,2,6,9,1,2,9,1,N
22,2,6,9,1,2,9,1,N
23,1,6,1,3,0,7,3,N
23,1,6,1,3,0,9,8,N
24,1,1,6,3,0,9,8,N
24,1,6,1,1,1,5,6,N
24,2,2,1,1,1,9,0,N
25,1,1,4,1,2,9,8,5
25,1,3,7,3,0,1,7,4
25,1,6,1,1,2,10,7,N
25,1,6,1,1,2,10,7,N
25,1,6,1,1,2,10,7,N
25,2,4,2,1,1,7,1,N
25,2,6,6,3,0,11,1,N
25,2,N,3,1,0,10,1,2
27,1,6,1,1,2,9,4,N
27,1,6,1,1,2,9,4,N
27,1,6,1,1,2,9,4,N
27,1,N,3,3,0,10,5,2
27,2,6,2,1,2,7,2,N
28,1,1,1,1,1,9,7,N
28,2,1,2,1,2,8,5,N
28,2,6,1,1,2,9,6,N
28,2,6,1,1,2,9,6,N
28,2,6,1,1,2,9,6,N
28,2,6,1,1,2,9,6,N
28,2,6,1,1,2,9,6,N
29,1,6,6,1,2,12,4,N
30,1,1,1,1,2,7,4,N
30,1,5,8,1,1,4,6,N
30,1,6,2,1,1,4,0,N
30,2,1,3,1,1,7,5,N
30,2,5,4,2,0,10,1,5
30,2,6,1,1,1,11,7,N
30,2,6,2,1,1,11,9,N
30,2,6,7,1,1,10,0,1
31,1,6,1,1,2,11,8,N
31,1,6,2,1,2,10,6,N
31,1,6,6,1,2,9,9,N
31,1,6,6,1,2,9,9,N
31,2,1,1,1,2,5,5,N
31,2,6,2,1,1,7,2,N
31,2,6,2,1,1,7,2,N
32,1,1,1,1,1,9,8,N
32,1,1,1,1,1,9,8,N
32,1,1,1,1,1,9,8,N
32,1,6,1,1,1,8,8,N
32,1,6,2,1,2,7,2,N
32,2,1,1,1,1,5,0,N
32,2,1,1,1,1,5,0,N
32,2,1,3,1,1,7,5,N
32,2,4,9,2,0,2,2,3
32,2,6,2,1,1,1,2,N
32,2,N,5,1,2,9,1,6
33,1,3,1,1,2,10,6,6
33,1,3,3,1,0,6,1,4
33,2,6,2,1,2,5,1,N
34,1,6,6,1,1,9,9,N
34,1,6,6,1,2,10,9,N
35,1,1,2,1,1,5,8,N
35,1,1,8,1,2,5,5,N
35,2,6,1,1,2,9,9,N
36,1,3,8,3,0,10,8,3
37,1,2,1,2,2,2,7,3
37,1,6,1,1,1,5,8,N
37,2,1,6,1,1,10,7,N
37,2,6,1,1,1,9,6,N
38,1,2,6,1,1,12,9,N
38,1,6,1,1,2,5,5,N
38,1,6,3,1,1,8,5,N
38,1,N,1,3,1,11,N,N
38,2,5,9,2,2,8,5,3
39,2,1,2,1,2,10,9,N
40,1,1,1,1,1,12,8,N
40,1,1,9,1,1,10,8,N
40,1,4,8,1,2,6,2,N
40,1,6,2,1,1,7,0,N
40,1,6,2,1,1,7,0,N
40,2,1,2,1,1,9,8,4
40,2,6,2,1,2,5,2,N
